readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	baseline_thickness	EUR	CT	-0.022085	0.015332	1	4308	0.018191	0.01606	1	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	baseline_thickness	EUR	PRSCS	0.0098086	0.015589	0.52927	4308	0.010001	0.016619	0.54734	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	baseline_thickness	EUR	SBayesR	0.018656	0.015626	0.2326	4308	0.014409	0.016059	0.36963	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	baseline_thickness	EUR	SBayesRC	0.019863	0.015521	0.20068	4308	0.018391	0.015978	0.24979	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	global_slope	EUR	CT	-0.039602	0.014776	0.05911	4308	-0.046719	0.015226	0.017337	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	global_slope	EUR	PRSCS	-0.029371	0.014748	0.046497	4308	-0.026545	0.01577	0.092402	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	global_slope	EUR	SBayesR	-0.033801	0.014807	0.022498	4308	-0.03471	0.015279	0.023155	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_eur -> EUR (beta SD/SD, p_adj)	global_slope	EUR	SBayesRC	-0.033232	0.014706	0.023888	4308	-0.035292	0.015204	0.02033	4116	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	baseline_thickness	full	CT	0.014316	0.010952	1	8596	0.01516	0.011233	1	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	baseline_thickness	full	PRSCS	0.0041129	0.010827	0.70405	8596	0.0017769	0.011186	0.87379	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	baseline_thickness	full	SBayesR	0.01662	0.010887	0.12691	8596	0.010174	0.011212	0.3642	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	baseline_thickness	full	SBayesRC	0.0096502	0.010791	0.37118	8596	0.0032078	0.011119	0.77297	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	global_slope	full	CT	-0.035261	0.010419	0.0057324	8596	-0.032756	0.010775	0.018995	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	global_slope	full	PRSCS	-0.02185	0.010463	0.036803	8596	-0.01492	0.010868	0.16985	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	global_slope	full	SBayesR	-0.030171	0.010523	0.0041537	8596	-0.02875	0.010897	0.0083469	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS SCZ_pooled -> full (beta SD/SD, p_adj)	global_slope	full	SBayesRC	-0.028673	0.010438	0.0060279	8596	-0.024435	0.010814	0.02388	8082	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	baseline_thickness	EUR	CT	-0.02667	0.016627	0.1088	726	-0.031378	0.01703	0.065486	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	baseline_thickness	EUR	PRSCS	-0.0067111	0.016583	0.68572	726	-0.0089415	0.017021	0.59939	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	baseline_thickness	EUR	SBayesR	-0.022046	0.016559	0.18316	726	-0.022172	0.016983	0.19181	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	baseline_thickness	EUR	SBayesRC	-0.020616	0.016549	0.21293	726	-0.021454	0.016973	0.20631	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	global_slope	EUR	CT	-0.038281	0.015377	0.01284	726	-0.04924	0.01567	0.0016901	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	global_slope	EUR	PRSCS	-0.030458	0.015261	0.046034	726	-0.035786	0.015597	0.021829	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	global_slope	EUR	SBayesR	-0.016468	0.015249	0.28027	726	-0.028436	0.015561	0.067721	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	global_slope	EUR	SBayesRC	-0.022579	0.015231	0.13833	726	-0.031187	0.015541	0.044856	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC1	EUR	CT	-0.050543	0.015865	0.0014563	726	0.062708	0.016075	9.7748e-05	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC1	EUR	PRSCS	-0.035989	0.015843	0.023175	726	0.04369	0.016108	0.0067146	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC1	EUR	SBayesR	-0.02671	0.015833	0.09169	726	0.043096	0.016064	0.0073399	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC1	EUR	SBayesRC	-0.031504	0.015808	0.046353	726	0.045586	0.01604	0.00451	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC2	EUR	CT	0.03318	0.016303	0.041902	726	0.046598	0.016594	0.0050119	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC2	EUR	PRSCS	0.023267	0.016268	0.15274	726	0.044092	0.016542	0.0077253	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC2	EUR	SBayesR	0.021962	0.016252	0.17667	726	0.049625	0.016496	0.002646	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC2	EUR	SBayesRC	0.021379	0.016233	0.18791	726	0.04922	0.016476	0.0028336	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC3	EUR	CT	-0.012569	0.016514	0.44664	726	-0.050807	0.016428	0.0020004	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC3	EUR	PRSCS	0.0011955	0.016346	0.9417	726	-0.041615	0.016438	0.0114	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC3	EUR	SBayesR	0.0011651	0.016328	0.94312	726	-0.036667	0.016402	0.02545	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ	slope_PC3	EUR	SBayesRC	0.009091	0.016312	0.57734	726	-0.035839	0.016383	0.028774	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	CT	-0.022586	0.016573	0.17303	726	-0.021748	0.016978	0.20029	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	PRSCS	-0.0042542	0.017382	0.80667	726	-0.00039406	0.017755	0.98229	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	SBayesR	-0.024729	0.016582	0.13597	726	-0.021814	0.016997	0.19945	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	baseline_thickness	EUR	SBayesRC	-0.023841	0.016583	0.15061	726	-0.023297	0.016993	0.17048	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	CT	-0.036108	0.017243	0.036326	726	-0.043839	0.017419	0.011889	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	PRSCS	-0.027727	0.016	0.083201	726	-0.035719	0.016266	0.028165	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	SBayesR	-0.015951	0.015275	0.29645	726	-0.029188	0.015575	0.061017	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	global_slope	EUR	SBayesRC	-0.016501	0.015268	0.27989	726	-0.027637	0.015563	0.075864	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	CT	-0.035623	0.017912	0.046812	726	0.042407	0.016068	0.0083511	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	PRSCS	-0.034583	0.016609	0.037405	726	0.035356	0.016806	0.03547	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	SBayesR	-0.03222	0.015858	0.04225	726	0.049059	0.016075	0.0022927	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC1	EUR	SBayesRC	-0.031952	0.015846	0.043832	726	0.04885	0.01606	0.0023701	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	CT	0.030169	0.018384	0.10086	726	0.035772	0.01651	0.030323	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	PRSCS	0.012565	0.017058	0.46141	726	0.016829	0.017271	0.32992	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	SBayesR	0.019835	0.01628	0.22317	726	0.046422	0.016515	0.0049685	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC2	EUR	SBayesRC	0.020165	0.01627	0.21529	726	0.039723	0.016506	0.016156	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	CT	-0.024613	0.018464	0.18259	726	-0.030378	0.016405	0.064153	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	PRSCS	-0.019354	0.017133	0.25873	726	-0.048109	0.017137	0.0050255	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	SBayesR	-0.0056471	0.016354	0.72989	726	-0.04405	0.016412	0.0073107	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP	slope_PC3	EUR	SBayesRC	-7.7894e-05	0.016349	0.9962	726	-0.043864	0.0164	0.007517	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	CT	-0.038982	0.016644	0.019229	726	-0.040163	0.017061	0.018625	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	PRSCS	0.0065344	0.018043	0.71725	726	0.0077334	0.018404	0.67436	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesR	-0.0079913	0.017262	0.64344	726	-0.0089902	0.017631	0.61015	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesRC	-0.027966	0.017041	0.10086	726	-0.031531	0.017431	0.070548	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	CT	-0.034734	0.01734	0.045243	726	-0.041655	0.01751	0.01742	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	PRSCS	-0.024868	0.016588	0.13393	726	-0.029294	0.016837	0.081982	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	SBayesR	-0.015257	0.01588	0.33675	726	-0.015981	0.016141	0.32219	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	global_slope	EUR	SBayesRC	0.0055178	0.015681	0.72495	726	-0.00025539	0.015964	0.98724	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	CT	-0.033294	0.018017	0.064702	726	0.020976	0.016176	0.19482	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	PRSCS	-0.026177	0.017206	0.12826	726	0.017862	0.017393	0.30452	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesR	-0.023935	0.016477	0.1464	726	0.019973	0.016672	0.231	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesRC	-0.022677	0.016273	0.16355	726	0.026967	0.016488	0.10203	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	CT	0.02966	0.018491	0.10879	726	0.03477	0.016607	0.036364	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	PRSCS	0.011948	0.017678	0.49918	726	0.00059941	0.017876	0.97325	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesR	0.0098113	0.016924	0.56213	726	0.0094511	0.017132	0.58121	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesRC	0.018181	0.016711	0.27668	726	0.02364	0.016941	0.16297	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	CT	-0.026959	0.018572	0.14671	726	-0.019371	0.016504	0.24061	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	PRSCS	-0.018762	0.017769	0.29108	726	-0.034334	0.017747	0.053125	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesR	-0.01779	0.017006	0.29558	726	-0.039873	0.017007	0.01911	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesRC	-0.0054407	0.016796	0.74601	726	-0.03953	0.016822	0.018842	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	CT	-0.039664	0.016682	0.017478	726	-0.045093	0.017125	0.0084971	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	PRSCS	0.0055829	0.016746	0.73887	726	-0.00048169	0.017197	0.97766	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	SBayesR	-0.0039247	0.016711	0.81433	726	-0.0094458	0.017167	0.58219	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	baseline_thickness	EUR	SBayesRC	-0.010044	0.016718	0.54801	726	-0.014022	0.017148	0.41357	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	CT	-0.031547	0.015459	0.041361	726	-0.041364	0.01571	0.0085012	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	PRSCS	-0.018525	0.015412	0.22945	726	-0.013435	0.015771	0.39435	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	SBayesR	-0.017632	0.015375	0.25153	726	-0.0136	0.015723	0.38711	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	global_slope	EUR	SBayesRC	-0.010601	0.015379	0.49068	726	-0.0048261	0.015699	0.75855	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	CT	-0.020248	0.016046	0.20709	726	0.019849	0.016248	0.22193	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	PRSCS	-0.012053	0.016004	0.45144	726	0.014636	0.016298	0.36924	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	SBayesR	-0.014938	0.015961	0.34939	726	0.011623	0.016245	0.47434	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC1	EUR	SBayesRC	-0.012685	0.015961	0.42681	726	0.0108	0.016218	0.50552	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	CT	0.020437	0.016478	0.21496	726	0.031326	0.016657	0.060108	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	PRSCS	0.012776	0.016428	0.4368	726	0.023542	0.016734	0.15957	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	SBayesR	0.0095246	0.016388	0.56114	726	0.023505	0.016684	0.15897	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC2	EUR	SBayesRC	0.01401	0.016389	0.39269	726	0.034832	0.016653	0.036547	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	CT	-0.014565	0.016559	0.37916	726	-0.020849	0.016569	0.20836	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	PRSCS	0.014882	0.016503	0.36722	726	-0.01512	0.016624	0.36314	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	SBayesR	0.0036751	0.016466	0.8234	726	-0.020298	0.016576	0.22083	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ALZ_noAPOE	slope_PC3	EUR	SBayesRC	0.011662	0.016469	0.47893	726	-0.014287	0.016554	0.38817	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	baseline_thickness	EUR	CT	-0.042718	0.016682	0.010485	726	-0.056483	0.019156	0.0032131	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	baseline_thickness	EUR	PRSCS	-0.037736	0.016713	0.024007	726	-0.040115	0.017342	0.020769	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	baseline_thickness	EUR	SBayesR	-0.0092697	0.016769	0.58044	726	-0.011835	0.0172	0.49145	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	baseline_thickness	EUR	SBayesRC	-0.01554	0.016686	0.35175	726	-0.016958	0.017216	0.32468	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	global_slope	EUR	CT	0.037124	0.015365	0.015735	726	0.037071	0.017692	0.036217	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	global_slope	EUR	PRSCS	0.022368	0.015392	0.14625	726	0.015971	0.015916	0.31571	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	global_slope	EUR	SBayesR	-0.002031	0.015433	0.89531	726	-0.0066973	0.015762	0.67095	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	global_slope	EUR	SBayesRC	0.0073585	0.015377	0.6323	726	-0.0023421	0.015812	0.88226	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC1	EUR	CT	-0.026525	0.015993	0.097307	726	0.029818	0.016793	0.075891	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC1	EUR	PRSCS	-0.0086951	0.015987	0.58657	726	0.002713	0.016451	0.86902	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC1	EUR	SBayesR	-0.016142	0.016022	0.31376	726	0.0029641	0.016289	0.85561	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC1	EUR	SBayesRC	-0.017318	0.015976	0.27843	726	0.012442	0.016344	0.44653	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC2	EUR	CT	0.013485	0.01643	0.41185	726	-0.014719	0.016962	0.38557	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC2	EUR	PRSCS	-0.0026617	0.016412	0.87117	726	-0.001426	0.016895	0.93274	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC2	EUR	SBayesR	-0.00041024	0.01645	0.98011	726	-0.0020732	0.016731	0.90139	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC2	EUR	SBayesRC	-0.016717	0.016392	0.3079	726	-0.016417	0.01678	0.32797	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC3	EUR	CT	0.012675	0.016415	0.44009	726	-0.019742	0.01659	0.23414	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC3	EUR	PRSCS	0.00083851	0.016485	0.95943	726	-0.017321	0.01678	0.30205	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC3	EUR	SBayesR	-0.0035156	0.016526	0.83154	726	-0.016259	0.016618	0.32796	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B ASD	slope_PC3	EUR	SBayesRC	-0.014216	0.016457	0.38774	726	-0.030475	0.016659	0.067434	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	baseline_thickness	EUR	CT	0.035026	0.016966	0.03904	726	0.036927	0.017268	0.032551	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	baseline_thickness	EUR	PRSCS	0.030909	0.017045	0.069854	726	0.032464	0.0174	0.062163	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	baseline_thickness	EUR	SBayesR	0.030392	0.017076	0.075188	726	0.030711	0.017415	0.077912	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	baseline_thickness	EUR	SBayesRC	0.018893	0.017102	0.26934	726	0.019516	0.017459	0.26372	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	global_slope	EUR	CT	0.017372	0.015805	0.27177	726	0.032774	0.01581	0.038249	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	global_slope	EUR	PRSCS	0.021543	0.015691	0.16985	726	0.032642	0.015951	0.0408	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	global_slope	EUR	SBayesR	0.019001	0.015706	0.22644	726	0.028091	0.015933	0.077975	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	global_slope	EUR	SBayesRC	0.019759	0.015723	0.20893	726	0.02355	0.015965	0.1403	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC1	EUR	CT	-0.023065	0.0164	0.15969	726	-0.027591	0.016343	0.091463	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC1	EUR	PRSCS	-0.012843	0.016296	0.43068	726	-0.010431	0.016496	0.52724	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC1	EUR	SBayesR	-0.0096455	0.016301	0.55407	726	-0.0091833	0.016467	0.57711	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC1	EUR	SBayesRC	-0.013868	0.016316	0.39541	726	-0.0034777	0.016498	0.83306	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC2	EUR	CT	0.037993	0.01683	0.024043	726	0.016637	0.016754	0.32076	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS between-family beta_B EA	slope_PC2	EUR	PRSCS	0.031858	0.016722	0.056843	726	0.0083066	0.016942	0.62394	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
