outcome	map	label	r	t	p	n
internal	absolute_ct	lh_5L	-0.018202	-1.6447	0.10006	8189
internal	absolute_ct	lh_5m	0.0039065	0.35293	0.72415	8189
internal	absolute_ct	lh_5mv	0.011678	1.0551	0.2914	8189
internal	absolute_ct	lh_6a	-4.338e-05	-0.0039191	0.99687	8189
internal	absolute_ct	lh_6d	-0.0085717	-0.77443	0.4387	8189
internal	absolute_ct	lh_6ma	-0.0029688	-0.26821	0.78854	8189
internal	absolute_ct	lh_6mp	0.0042916	0.38773	0.69823	8189
internal	absolute_ct	lh_6r	0.0064382	0.58167	0.56081	8189
internal	absolute_ct	lh_6v	0.008543	0.77184	0.44023	8189
internal	absolute_ct	lh_7AL	-0.017056	-1.5411	0.12333	8189
internal	absolute_ct	lh_7Am	-0.015881	-1.4349	0.15135	8189
internal	absolute_ct	lh_7PC	-0.014279	-1.2902	0.19703	8189
internal	absolute_ct	lh_7PL	-0.01514	-1.368	0.17135	8189
internal	absolute_ct	lh_7Pm	0.0019164	0.17314	0.86255	8189
internal	absolute_ct	lh_7m	0.0074549	0.67352	0.50063	8189
internal	absolute_ct	lh_8Ad	0.005474	0.49455	0.62093	8189
internal	absolute_ct	lh_8Av	-0.014708	-1.3289	0.18391	8189
internal	absolute_ct	lh_8BL	0.0030082	0.27178	0.7858	8189
internal	absolute_ct	lh_8BM	0.014728	1.3307	0.18332	8189
internal	absolute_ct	lh_8C	0.017901	1.6175	0.10581	8189
internal	absolute_ct	lh_9-46d	-0.012733	-1.1504	0.25001	8189
internal	absolute_ct	lh_9a	-0.0081987	-0.74072	0.45888	8189
internal	absolute_ct	lh_9m	-0.00046974	-0.042438	0.96615	8189
internal	absolute_ct	lh_9p	0.0008944	0.080803	0.9356	8189
internal	absolute_ct	lh_A1	0.0063349	0.57233	0.56711	8189
internal	absolute_ct	lh_A4	0.014111	1.275	0.20234	8189
internal	absolute_ct	lh_A5	0.024033	2.1719	0.029893	8189
internal	absolute_ct	lh_AAIC	-0.021498	-1.9426	0.052093	8189
internal	absolute_ct	lh_AIP	-0.0036575	-0.33043	0.74108	8189
internal	absolute_ct	lh_AVI	-0.0023442	-0.21179	0.83228	8189
internal	absolute_ct	lh_DVT	0.016947	1.5313	0.12574	8189
internal	absolute_ct	lh_EC	0.0095409	0.862	0.38871	8189
internal	absolute_ct	lh_FEF	0.012122	1.0952	0.27345	8189
internal	absolute_ct	lh_FFC	0.020499	1.8523	0.064017	8189
internal	absolute_ct	lh_FOP1	0.0055815	0.50426	0.61409	8189
internal	absolute_ct	lh_FOP2	0.011186	1.0106	0.31223	8189
internal	absolute_ct	lh_FOP3	0.014642	1.3229	0.1859	8189
internal	absolute_ct	lh_FOP4	-0.0062026	-0.56038	0.57524	8189
internal	absolute_ct	lh_FOP5	0.0094141	0.85054	0.39505	8189
internal	absolute_ct	lh_FST	-0.0058818	-0.5314	0.59516	8189
internal	absolute_ct	lh_IFJa	0.014731	1.331	0.18324	8189
internal	absolute_ct	lh_IFJp	-0.0072311	-0.65331	0.51358	8189
internal	absolute_ct	lh_IFSa	0.00071914	0.06497	0.9482	8189
internal	absolute_ct	lh_IFSp	0.017303	1.5635	0.11798	8189
internal	absolute_ct	lh_IP0	-0.0144	-1.3011	0.19328	8189
internal	absolute_ct	lh_IP1	-0.011285	-1.0196	0.30796	8189
internal	absolute_ct	lh_IP2	-0.0087233	-0.78813	0.43064	8189
internal	absolute_ct	lh_IPS1	0.0070523	0.63715	0.52405	8189
internal	absolute_ct	lh_Ig	-0.0062162	-0.5616	0.5744	8189
internal	absolute_ct	lh_LBelt	-0.0029658	-0.26794	0.78875	8189
internal	absolute_ct	lh_LIPd	-0.0012424	-0.11224	0.91063	8189
internal	absolute_ct	lh_LIPv	-0.020784	-1.8781	0.060401	8189
internal	absolute_ct	lh_LO1	0.0065108	0.58822	0.5564	8189
internal	absolute_ct	lh_LO2	0.0033871	0.30601	0.75961	8189
internal	absolute_ct	lh_LO3	0.024028	2.1714	0.029926	8189
internal	absolute_ct	lh_MBelt	0.0056198	0.50772	0.61166	8189
internal	absolute_ct	lh_MI	0.0069802	0.63064	0.5283	8189
internal	absolute_ct	lh_MIP	-0.0077638	-0.70143	0.48305	8189
internal	absolute_ct	lh_MST	0.010673	0.96434	0.3349	8189
internal	absolute_ct	lh_MT	0.0089459	0.80824	0.41898	8189
internal	absolute_ct	lh_OFC	-0.026257	-2.3729	0.01767	8189
internal	absolute_ct	lh_OP1	-0.024134	-2.181	0.029213	8189
internal	absolute_ct	lh_OP2-3	0.0080457	0.7269	0.46731	8189
internal	absolute_ct	lh_OP4	0.00076907	0.069481	0.94461	8189
internal	absolute_ct	lh_PBelt	0.011521	1.0409	0.29796	8189
internal	absolute_ct	lh_PCV	-0.0073778	-0.66655	0.50508	8189
internal	absolute_ct	lh_PEF	0.0032721	0.29562	0.76753	8189
internal	absolute_ct	lh_PF	0.015416	1.3929	0.16369	8189
internal	absolute_ct	lh_PFcm	0.025218	2.2791	0.02269	8189
internal	absolute_ct	lh_PFm	0.0034402	0.3108	0.75596	8189
internal	absolute_ct	lh_PFop	0.0016191	0.14628	0.88371	8189
internal	absolute_ct	lh_PFt	-0.010341	-0.93433	0.35016	8189
internal	absolute_ct	lh_PGi	0.0047408	0.42831	0.66844	8189
internal	absolute_ct	lh_PGp	0.012284	1.1099	0.26709	8189
internal	absolute_ct	lh_PGs	0.0063044	0.56957	0.56898	8189
internal	absolute_ct	lh_PH	0.015813	1.4287	0.15312	8189
internal	absolute_ct	lh_PHA1	0.0023958	0.21645	0.82864	8189
internal	absolute_ct	lh_PHA2	0.019713	1.7813	0.074899	8189
internal	absolute_ct	lh_PHA3	0.0049607	0.44818	0.65404	8189
internal	absolute_ct	lh_PHT	-1.2081e-05	-0.0010914	0.99913	8189
internal	absolute_ct	lh_PI	0.010163	0.9182	0.35854	8189
internal	absolute_ct	lh_PIT	-0.0026146	-0.23622	0.81327	8189
internal	absolute_ct	lh_POS1	-0.011893	-1.0745	0.28263	8189
internal	absolute_ct	lh_POS2	0.012631	1.1413	0.25379	8189
internal	absolute_ct	lh_PSL	0.017561	1.5868	0.11259	8189
internal	absolute_ct	lh_PeEc	0.01146	1.0354	0.3005	8189
internal	absolute_ct	lh_Pir	0.0036178	0.32685	0.74379	8189
internal	absolute_ct	lh_PoI1	0.010215	0.92295	0.35606	8189
internal	absolute_ct	lh_PoI2	0.007848	0.70904	0.47832	8189
internal	absolute_ct	lh_PreS	0.01785	1.6129	0.1068	8189
internal	absolute_ct	lh_ProS	0.0039674	0.35843	0.72003	8189
internal	absolute_ct	lh_RI	0.014732	1.3311	0.1832	8189
internal	absolute_ct	lh_RSC	-0.013375	-1.2085	0.22689	8189
internal	absolute_ct	lh_SCEF	0.0080327	0.72572	0.46803	8189
internal	absolute_ct	lh_SFL	-0.0014616	-0.13205	0.89495	8189
internal	absolute_ct	lh_STGa	0.02768	2.5017	0.01238	8189
internal	absolute_ct	lh_STSda	0.028968	2.6182	0.0088564	8189
internal	absolute_ct	lh_STSdp	0.0059466	0.53724	0.59111	8189
internal	absolute_ct	lh_STSva	0.01135	1.0254	0.30519	8189
internal	absolute_ct	lh_STSvp	-0.0046522	-0.42031	0.67427	8189
internal	absolute_ct	lh_STV	0.012844	1.1605	0.2459	8189
internal	absolute_ct	lh_TA2	0.011629	1.0507	0.29344	8189
internal	absolute_ct	lh_TE1a	0.011207	1.0126	0.31129	8189
internal	absolute_ct	lh_TE1m	0.0065219	0.58922	0.55573	8189
internal	absolute_ct	lh_TE1p	0.01047	0.94597	0.34419	8189
internal	absolute_ct	lh_TE2a	0.011519	1.0408	0.29802	8189
internal	absolute_ct	lh_TE2p	0.00017774	0.016058	0.98719	8189
internal	absolute_ct	lh_TF	0.024733	2.2352	0.025432	8189
internal	absolute_ct	lh_TGd	0.013805	1.2473	0.21232	8189
internal	absolute_ct	lh_TGv	0.010101	0.91259	0.36149	8189
internal	absolute_ct	lh_TPOJ1	0.0053729	0.48542	0.62739	8189
internal	absolute_ct	lh_TPOJ2	0.012027	1.0866	0.27724	8189
internal	absolute_ct	lh_TPOJ3	0.0176	1.5903	0.1118	8189
internal	absolute_ct	lh_V1	-0.0058006	-0.52406	0.60025	8189
internal	absolute_ct	lh_V2	-0.001363	-0.12313	0.902	8189
internal	absolute_ct	lh_V3	0.017686	1.5981	0.11007	8189
internal	absolute_ct	lh_V3A	0.013418	1.2123	0.22543	8189
internal	absolute_ct	lh_V3B	-0.0077457	-0.6998	0.48407	8189
internal	absolute_ct	lh_V3CD	-0.0024146	-0.21815	0.82732	8189
internal	absolute_ct	lh_V4	0.0091745	0.82889	0.40719	8189
internal	absolute_ct	lh_V4t	0.0023498	0.21229	0.83188	8189
internal	absolute_ct	lh_V6	0.025733	2.3256	0.020067	8189
internal	absolute_ct	lh_V6A	0.004195	0.379	0.7047	8189
internal	absolute_ct	lh_V7	0.00874	0.78963	0.42976	8189
internal	absolute_ct	lh_V8	-0.0010875	-0.098246	0.92174	8189
internal	absolute_ct	lh_VIP	-0.019507	-1.7627	0.077992	8189
internal	absolute_ct	lh_VMV1	0.014946	1.3504	0.17691	8189
internal	absolute_ct	lh_VMV2	0.0031079	0.28078	0.77888	8189
internal	absolute_ct	lh_VMV3	0.0092937	0.83966	0.40112	8189
internal	absolute_ct	lh_VVC	0.02853	2.5785	0.009939	8189
internal	absolute_ct	lh_a10p	-0.014431	-1.3039	0.19231	8189
internal	absolute_ct	lh_a24	0.00054064	0.048844	0.96105	8189
internal	absolute_ct	lh_a24pr	0.012038	1.0876	0.27679	8189
internal	absolute_ct	lh_a32pr	0.018576	1.6786	0.093277	8189
internal	absolute_ct	lh_a47r	-0.015502	-1.4007	0.16134	8189
internal	absolute_ct	lh_a9-46v	-0.0039397	-0.35593	0.7219	8189
internal	absolute_ct	lh_d23ab	-0.012264	-1.1081	0.26786	8189
internal	absolute_ct	lh_d32	0.012111	1.0943	0.27388	8189
internal	absolute_ct	lh_i6-8	0.011858	1.0713	0.28405	8189
internal	absolute_ct	lh_p10p	-0.0036199	-0.32704	0.74364	8189
internal	absolute_ct	lh_p24	0.010947	0.98909	0.32265	8189
internal	absolute_ct	lh_p24pr	0.019455	1.758	0.078789	8189
internal	absolute_ct	lh_p32	-0.0083817	-0.75726	0.44891	8189
internal	absolute_ct	lh_p32pr	0.023587	2.1315	0.033074	8189
internal	absolute_ct	lh_p47r	-0.0054086	-0.48864	0.62511	8189
internal	absolute_ct	lh_p9-46v	-0.0076169	-0.68816	0.49137	8189
internal	absolute_ct	lh_pOFC	-0.013876	-1.2537	0.20997	8189
internal	absolute_ct	lh_s32	0.0026487	0.2393	0.81088	8189
internal	absolute_ct	lh_s6-8	-0.011315	-1.0223	0.30667	8189
internal	absolute_ct	lh_v23ab	0.00068838	0.062191	0.95041	8189
internal	relative_ct	lh_1	-0.020489	-1.8513	0.064162	8189
internal	relative_ct	lh_10d	-0.00071378	-0.064482	0.94859	8189
internal	relative_ct	lh_10pp	-0.021784	-1.9684	0.049056	8189
internal	relative_ct	lh_10r	-0.011964	-1.0809	0.27978	8189
internal	relative_ct	lh_10v	-0.0064985	-0.58707	0.55717	8189
internal	relative_ct	lh_11l	-0.032134	-2.9044	0.0036891	8189
internal	relative_ct	lh_13l	-0.0057701	-0.52127	0.60219	8189
internal	relative_ct	lh_2	0.013222	1.1946	0.23229	8189
internal	relative_ct	lh_23c	-0.019126	-1.7281	0.084009	8189
internal	relative_ct	lh_23d	-0.017351	-1.5677	0.11698	8189
internal	relative_ct	lh_24dd	0.011366	1.0269	0.30452	8189
internal	relative_ct	lh_24dv	0.033733	3.0491	0.0023027	8189
internal	relative_ct	lh_25	-0.0097782	-0.88339	0.37705	8189
internal	relative_ct	lh_31a	-0.02244	-2.0277	0.042627	8189
internal	relative_ct	lh_31pd	-0.029823	-2.6953	0.0070459	8189
internal	relative_ct	lh_31pv	-0.016749	-1.5133	0.13025	8189
internal	relative_ct	lh_33pr	-0.011405	-1.0304	0.30287	8189
internal	relative_ct	lh_3a	-0.0021923	-0.19805	0.84301	8189
internal	relative_ct	lh_3b	-0.021936	-1.9821	0.047499	8189
internal	relative_ct	lh_4	-0.006417	-0.57971	0.56212	8189
internal	relative_ct	lh_43	-0.0052076	-0.47045	0.63805	8189
internal	relative_ct	lh_44	-0.0062717	-0.56659	0.57101	8189
internal	relative_ct	lh_45	0.01691	1.5278	0.12659	8189
internal	relative_ct	lh_46	-0.012637	-1.1417	0.25361	8189
internal	relative_ct	lh_47l	-0.017694	-1.5987	0.10993	8189
internal	relative_ct	lh_47m	-0.0066536	-0.60109	0.5478	8189
internal	relative_ct	lh_47s	-0.0052145	-0.47107	0.6376	8189
internal	relative_ct	lh_52	0.021125	1.9089	0.056315	8189
internal	relative_ct	lh_55b	0.010717	0.96823	0.33296	8189
internal	relative_ct	lh_5L	-0.024255	-2.1918	0.028425	8189
internal	relative_ct	lh_5m	0.00085147	0.07692	0.93869	8189
internal	relative_ct	lh_5mv	0.0045127	0.40767	0.68353	8189
internal	relative_ct	lh_6a	-0.010668	-0.96376	0.33519	8189
internal	relative_ct	lh_6d	-0.014938	-1.3497	0.17716	8189
internal	relative_ct	lh_6ma	-0.0086528	-0.78171	0.43441	8189
internal	relative_ct	lh_6mp	-0.0035464	-0.32037	0.74869	8189
internal	relative_ct	lh_6r	-0.0032032	-0.28937	0.77231	8189
internal	relative_ct	lh_6v	0.0030034	0.27133	0.78615	8189
internal	relative_ct	lh_7AL	-0.023825	-2.1529	0.031356	8189
internal	relative_ct	lh_7Am	-0.027388	-2.4751	0.013341	8189
internal	relative_ct	lh_7PC	-0.024388	-2.2039	0.027562	8189
internal	relative_ct	lh_7PL	-0.025295	-2.2858	0.02229	8189
internal	relative_ct	lh_7Pm	-0.0062123	-0.56122	0.57466	8189
internal	relative_ct	lh_7m	0.002984	0.26957	0.7875	8189
internal	relative_ct	lh_8Ad	-0.0044144	-0.39879	0.69006	8189
internal	relative_ct	lh_8Av	-0.011843	-1.0699	0.28468	8189
internal	relative_ct	lh_8BL	-0.0034398	-0.31075	0.756	8189
internal	relative_ct	lh_8BM	0.007189	0.64946	0.51606	8189
internal	relative_ct	lh_8C	0.0081915	0.74003	0.45931	8189
internal	relative_ct	lh_9-46d	-0.022926	-2.0716	0.038333	8189
internal	relative_ct	lh_9a	-0.017752	-1.6039	0.10877	8189
internal	relative_ct	lh_9m	-0.0084786	-0.76597	0.44372	8189
internal	relative_ct	lh_9p	-0.008592	-0.77622	0.43764	8189
internal	relative_ct	lh_A1	0.0038872	0.35117	0.72547	8189
internal	relative_ct	lh_A4	0.009865	0.89123	0.37283	8189
internal	relative_ct	lh_A5	0.019831	1.7919	0.073191	8189
internal	relative_ct	lh_AAIC	-0.022161	-2.0025	0.045264	8189
internal	relative_ct	lh_AIP	-0.01285	-1.161	0.24569	8189
internal	relative_ct	lh_AVI	-0.0064019	-0.57835	0.56305	8189
internal	relative_ct	lh_DVT	0.0093521	0.84489	0.3982	8189
internal	relative_ct	lh_EC	0.0081604	0.73722	0.46101	8189
internal	relative_ct	lh_FEF	0.0068152	0.61569	0.53812	8189
internal	relative_ct	lh_FFC	0.0091679	0.82825	0.40756	8189
internal	relative_ct	lh_FOP1	0.001158	0.10461	0.91669	8189
internal	relative_ct	lh_FOP2	0.0068467	0.61854	0.53624	8189
internal	relative_ct	lh_FOP3	0.012502	1.1295	0.25872	8189
internal	relative_ct	lh_FOP4	-0.010733	-0.96965	0.33225	8189
internal	relative_ct	lh_FOP5	0.0048484	0.438	0.6614	8189
internal	relative_ct	lh_FST	-0.014342	-1.2957	0.19511	8189
internal	relative_ct	lh_IFJa	0.0074549	0.67348	0.50066	8189
internal	relative_ct	lh_IFJp	-0.012699	-1.1473	0.25128	8189
internal	relative_ct	lh_IFSa	-0.0074407	-0.67219	0.50148	8189
internal	relative_ct	lh_IFSp	0.0090936	0.82154	0.41137	8189
internal	relative_ct	lh_IP0	-0.022544	-2.0371	0.041671	8189
internal	relative_ct	lh_IP1	-0.019268	-1.741	0.081729	8189
internal	relative_ct	lh_IP2	-0.016606	-1.5003	0.13357	8189
internal	relative_ct	lh_IPS1	-0.00086837	-0.078447	0.93747	8189
internal	relative_ct	lh_Ig	-0.010869	-0.98195	0.32615	8189
internal	relative_ct	lh_LBelt	-0.0086145	-0.77825	0.43644	8189
internal	relative_ct	lh_LIPd	-0.0076258	-0.68892	0.49089	8189
internal	relative_ct	lh_LIPv	-0.029939	-2.7059	0.0068267	8189
internal	relative_ct	lh_LO1	-0.00113	-0.10208	0.91869	8189
internal	relative_ct	lh_LO2	-0.0029834	-0.26952	0.78754	8189
internal	relative_ct	lh_LO3	0.015736	1.4217	0.15514	8189
internal	relative_ct	lh_MBelt	0.0018839	0.17019	0.86487	8189
internal	relative_ct	lh_MI	0.0033227	0.30017	0.76406	8189
internal	relative_ct	lh_MIP	-0.016861	-1.5235	0.12768	8189
internal	relative_ct	lh_MST	0.0042689	0.38565	0.69976	8189
internal	relative_ct	lh_MT	0.0019674	0.17774	0.85894	8189
internal	relative_ct	lh_OFC	-0.030308	-2.7392	0.0061723	8189
internal	relative_ct	lh_OP1	-0.028541	-2.5794	0.0099152	8189
internal	relative_ct	lh_OP2-3	0.0026122	0.23598	0.81345	8189
internal	relative_ct	lh_OP4	-0.0048897	-0.44173	0.65869	8189
internal	relative_ct	lh_PBelt	0.0062334	0.56312	0.57337	8189
internal	relative_ct	lh_PCV	-0.014411	-1.302	0.19297	8189
internal	relative_ct	lh_PEF	-0.0024736	-0.22346	0.82319	8189
internal	relative_ct	lh_PF	0.010836	0.97901	0.32761	8189
internal	relative_ct	lh_PFcm	0.02061	1.8623	0.062599	8189
internal	relative_ct	lh_PFm	-0.0055277	-0.49937	0.61753	8189
internal	relative_ct	lh_PFop	-0.0047452	-0.42867	0.66817	8189
internal	relative_ct	lh_PFt	-0.017099	-1.5449	0.12241	8189
internal	relative_ct	lh_PGi	-0.0060144	-0.54334	0.58691	8189
internal	relative_ct	lh_PGp	0.0056205	0.50775	0.61164	8189
internal	relative_ct	lh_PGs	-0.001821	-0.1645	0.86934	8189
internal	relative_ct	lh_PH	0.011167	1.0089	0.31306	8189
internal	relative_ct	lh_PHA1	-0.00083551	-0.075479	0.93984	8189
internal	relative_ct	lh_PHA2	0.015643	1.4133	0.15759	8189
internal	relative_ct	lh_PHA3	-0.00087482	-0.07903	0.93701	8189
internal	relative_ct	lh_PHT	-0.0078476	-0.70896	0.47837	8189
internal	relative_ct	lh_PI	0.0057291	0.51757	0.60478	8189
internal	relative_ct	lh_PIT	-0.010667	-0.96369	0.33523	8189
internal	relative_ct	lh_POS1	-0.017471	-1.5785	0.11448	8189
internal	relative_ct	lh_POS2	0.0038989	0.35222	0.72468	8189
internal	relative_ct	lh_PSL	0.012391	1.1194	0.26298	8189
internal	relative_ct	lh_PeEc	0.0081388	0.73527	0.4622	8189
internal	relative_ct	lh_Pir	0.0029078	0.26269	0.7928	8189
internal	relative_ct	lh_PoI1	0.0078288	0.70726	0.47942	8189
internal	relative_ct	lh_PoI2	0.0077426	0.69947	0.48428	8189
internal	relative_ct	lh_PreS	0.017705	1.5997	0.10971	8189
internal	relative_ct	lh_ProS	0.0006696	0.060491	0.95177	8189
internal	relative_ct	lh_RI	0.0085499	0.77241	0.43989	8189
internal	relative_ct	lh_RSC	-0.016483	-1.4892	0.13647	8189
internal	relative_ct	lh_SCEF	-0.00087164	-0.078742	0.93724	8189
internal	relative_ct	lh_SFL	-0.0065576	-0.59242	0.55359	8189
internal	relative_ct	lh_STGa	0.022666	2.0481	0.04058	8189
internal	relative_ct	lh_STSda	0.021146	1.9107	0.056073	8189
internal	relative_ct	lh_STSdp	-0.0041329	-0.37336	0.70889	8189
internal	relative_ct	lh_STSva	0.0067217	0.60724	0.54371	8189
internal	relative_ct	lh_STSvp	-0.013288	-1.2005	0.22998	8189
internal	relative_ct	lh_STV	0.006576	0.59408	0.55247	8189
internal	relative_ct	lh_TA2	0.0080269	0.72516	0.46838	8189
internal	relative_ct	lh_TE1a	0.0077852	0.70332	0.48187	8189
internal	relative_ct	lh_TE1m	0.00087769	0.079289	0.9368	8189
internal	relative_ct	lh_TE1p	0.0028339	0.25601	0.79795	8189
internal	relative_ct	lh_TE2a	0.002119	0.19142	0.8482	8189
internal	relative_ct	lh_TE2p	-0.0066885	-0.60424	0.5457	8189
internal	relative_ct	lh_TF	0.018332	1.6564	0.097687	8189
internal	relative_ct	lh_TGd	0.0094067	0.84982	0.39545	8189
internal	relative_ct	lh_TGv	0.0059797	0.54021	0.58907	8189
internal	relative_ct	lh_TPOJ1	-0.0043761	-0.39534	0.69261	8189
internal	relative_ct	lh_TPOJ2	0.0029812	0.26932	0.78769	8189
internal	relative_ct	lh_TPOJ3	0.011013	0.99493	0.3198	8189
internal	relative_ct	lh_V1	-0.008445	-0.76294	0.44552	8189
internal	relative_ct	lh_V2	-0.006899	-0.62326	0.53313	8189
internal	relative_ct	lh_V3	0.016302	1.4729	0.14081	8189
internal	relative_ct	lh_V3A	0.0085786	0.77501	0.43836	8189
internal	relative_ct	lh_V3B	-0.014274	-1.2896	0.19723	8189
internal	relative_ct	lh_V3CD	-0.0090786	-0.82018	0.41214	8189
internal	relative_ct	lh_V4	0.0073662	0.66547	0.50577	8189
internal	relative_ct	lh_V4t	-0.0049386	-0.44615	0.6555	8189
internal	relative_ct	lh_V6	0.021482	1.9411	0.05228	8189
internal	relative_ct	lh_V6A	-0.00092377	-0.083452	0.93349	8189
internal	relative_ct	lh_V7	0.0054502	0.49237	0.62247	8189
internal	relative_ct	lh_V8	-0.01107	-1.0001	0.3173	8189
internal	relative_ct	lh_VIP	-0.028366	-2.5635	0.010379	8189
internal	relative_ct	lh_VMV1	0.012117	1.0947	0.27368	8189
internal	relative_ct	lh_VMV2	-0.0043287	-0.39105	0.69577	8189
internal	relative_ct	lh_VMV3	0.0037265	0.33665	0.73639	8189
internal	relative_ct	lh_VVC	0.02464	2.2266	0.026	8189
internal	relative_ct	lh_a10p	-0.018914	-1.709	0.087488	8189
internal	relative_ct	lh_a24	-0.0032097	-0.28996	0.77186	8189
internal	relative_ct	lh_a24pr	0.0079723	0.72023	0.47141	8189
internal	relative_ct	lh_a32pr	0.012091	1.0924	0.2747	8189
internal	relative_ct	lh_a47r	-0.024912	-2.2512	0.024397	8189
internal	relative_ct	lh_a9-46v	-0.013215	-1.194	0.23253	8189
internal	relative_ct	lh_d23ab	-0.016644	-1.5038	0.13267	8189
internal	relative_ct	lh_d32	0.0056418	0.50968	0.61029	8189
internal	relative_ct	lh_i6-8	0.0058743	0.53068	0.59565	8189
internal	relative_ct	lh_p10p	-0.0097415	-0.88007	0.37885	8189
internal	relative_ct	lh_p24	0.0067893	0.61335	0.53966	8189
internal	relative_ct	lh_p24pr	0.014933	1.3492	0.17732	8189
internal	relative_ct	lh_p32	-0.016672	-1.5064	0.13201	8189
internal	relative_ct	lh_p32pr	0.016304	1.4731	0.14077	8189
internal	relative_ct	lh_p47r	-0.011938	-1.0786	0.28081	8189
internal	relative_ct	lh_p9-46v	-0.017692	-1.5985	0.10997	8189
internal	relative_ct	lh_pOFC	-0.014845	-1.3412	0.17989	8189
internal	relative_ct	lh_s32	-0.0017667	-0.1596	0.8732	8189
internal	relative_ct	lh_s6-8	-0.016593	-1.4992	0.13387	8189
internal	relative_ct	lh_v23ab	-0.0025436	-0.22978	0.81826	8189
rulebreak	absolute	lh_1	0.0096511	0.87164	0.38343	8182
rulebreak	absolute	lh_10d	0.0092207	0.83276	0.405	8182
rulebreak	absolute	lh_10pp	0.0071079	0.64193	0.52093	8182
rulebreak	absolute	lh_10r	0.0031758	0.28681	0.77426	8182
rulebreak	absolute	lh_10v	0.0047107	0.42543	0.67053	8182
rulebreak	absolute	lh_11l	0.0081944	0.74006	0.45928	8182
rulebreak	absolute	lh_13l	0.021678	1.9582	0.050236	8182
rulebreak	absolute	lh_2	0.0093294	0.84258	0.39949	8182
rulebreak	absolute	lh_23c	0.0057272	0.51723	0.60501	8182
rulebreak	absolute	lh_23d	0.018707	1.6897	0.09112	8182
rulebreak	absolute	lh_24dd	0.039218	3.5445	0.00039553	8182
rulebreak	absolute	lh_24dv	0.026961	2.4358	0.014882	8182
rulebreak	absolute	lh_25	-0.007122	-0.64321	0.52011	8182
rulebreak	absolute	lh_31a	-0.011921	-1.0767	0.28165	8182
rulebreak	absolute	lh_31pd	0.01319	1.1913	0.23358	8182
rulebreak	absolute	lh_31pv	0.013654	1.2332	0.21755	8182
rulebreak	absolute	lh_33pr	-0.0035223	-0.3181	0.75041	8182
rulebreak	absolute	lh_3a	0.016591	1.4985	0.13404	8182
rulebreak	absolute	lh_3b	0.0058447	0.52785	0.59762	8182
rulebreak	absolute	lh_4	0.031614	2.8565	0.0042936	8182
rulebreak	absolute	lh_43	0.0052908	0.47782	0.63279	8182
rulebreak	absolute	lh_44	0.020293	1.8331	0.066829	8182
rulebreak	absolute	lh_45	0.032981	2.9801	0.0028897	8182
rulebreak	absolute	lh_46	0.015457	1.3961	0.16272	8182
rulebreak	absolute	lh_47l	0.0086618	0.78228	0.43407	8182
rulebreak	absolute	lh_47m	0.023766	2.1469	0.031827	8182
rulebreak	absolute	lh_47s	0.0073965	0.668	0.50415	8182
rulebreak	absolute	lh_52	0.037283	3.3694	0.00075685	8182
rulebreak	absolute	lh_55b	0.018556	1.6761	0.093755	8182
rulebreak	absolute	lh_5L	-0.0050813	-0.4589	0.64632	8182
