gene	dk_thinning_Z	hcp_thinning_Z
B3GNTL1	-0.271834	
B4GALNT1	2.26031	
B4GALNT4	-0.813166	
B4GALT1	-1.90287	-0.948947
B4GALT2	-0.0174552	1.88122
B4GALT3	0.240172	1.25147
B4GALT4	-0.785983	
B4GALT5	0.87346	1.40966
B4GALT6	1.58292	-0.0857972
B4GALT7	0.11249	
B4GAT1	0.926174	1.2707
B9D1	-0.999713	-0.738696
BAALC	0.953709	5.98018
BAALC-AS2	0.767594	
BAAT	3.15711	2.05629
BABAM1	-0.112738	
BABAM2	-0.659324	-0.453794
BACE1		-3.13654
BACE2	-1.23949	-5.69315
BACH2	2.1044	4.21337
BAD	1.82096	1.39486
BAG1	-3.03549	
BAG2	-0.0431994	0.415881
BAG3	-4.55984	-3.15295
BAG4	1.49157	
BAG5	4.49591	3.97584
BAHCC1	2.46727	4.45256
BAIAP2	-0.363253	-0.44989
BAIAP2L2	3.08023	1.92316
BAIAP3	0.152434	2.1406
BAK1	1.59401	2.03292
BAMBI	-1.98979	-3.55513
BANF1	-3.89445	
BANK1	0.156876	-1.30411
BARD1	-2.41087	-1.5514
BASP1	2.04747	
BASP1-AS1	2.74713	3.44666
BATF3	-0.459507	-0.67123
BAZ1B	2.55215	4.00103
BAZ2B	0.725804	1.02881
BBC3	2.58856	3.68013
BBIP1	-3.0562	
BBOF1	0.466896	
BBOX1	-2.17172	0.370713
BBS1	1.669	
BBS10	4.43925	6.79294
BBS12	4.56703	
BBS4	-2.46653	-2.52537
BBS5	0.0577318	
BBS7	1.06737	0.427211
BBS9	-0.584238	
BBX	-1.16777	
BCAN	-2.95911	-1.56118
BCAP31	-0.544696	
BCAR1	2.40516	3.50946
BCAR3	0.527426	6.49519
BCAS1	-2.42579	-3.97254
BCAS2	-1.2492	
BCAS3	1.25287	
BCAS4	1.31672	
BCAT1	1.03697	-0.618072
BCDIN3D	0.476365	
BCHE	-3.20889	-3.32526
BCKDHA	0.826706	
BCKDHB	-3.51809	
BCKDK	0.548883	-0.286624
BCL10	1.28211	
BCL11A	1.18948	1.86942
BCL11B	-0.0279672	-2.39948
BCL2	-0.360384	4.0129
BCL2A1	-1.84298	-1.52048
BCL2L10	-0.401271	0.217524
BCL2L11	-2.6564	
BCL2L12	-1.80394	
BCL2L13	2.61174	0.217981
BCL2L2	4.40762	4.78663
BCL3	1.48498	0.179645
BCL6	0.807931	2.4395
BCL6B	1.06394	-0.570889
BCL7A	3.18193	7.02458
BCL7B	0.584413	
BCL7C	-1.98449	-0.716014
BCL9	-0.654695	
BCLAF1	2.82126	
BCLAF3	-1.15431	0.818106
BCO2	-0.724675	-2.00723
BCOR	1.88499	1.18714
BCR	-1.03028	-0.742856
BCRP2	-1.25539	-0.317324
BDH1	4.52149	
BDH2	-2.96122	
BDKRB1	-2.26706	-1.69709
BDKRB2	-2.65109	-0.772719
BDNF	0.555371	1.17446
BDP1	4.66673	
BEAN1	0.71529	2.39011
BECN1	1.6965	1.14366
BEGAIN	-0.443065	1.54062
BEND3	-0.0763125	
BEND5	3.87456	3.84317
BEND6	0.809304	-1.03979
BEND7	-4.34795	-1.42367
BEST4	-0.132926	
BET1L	-0.0648332	
BEX1	-0.152736	0.478269
BEX2	-0.0417529	0.190546
BEX3	0.254169	
BEX4	-2.16462	0.101111
BEX5	4.20215	
BFSP1	-0.473954	-0.21796
BHLHB9	0.297836	1.09308
BHLHE22	-1.91465	-1.49862
BHLHE40	1.65953	1.47117
BHLHE41	0.845248	0.800938
BHMT	-0.0287291	
BHMT2	-2.54082	-1.86307
BICC1	4.47558	
BICD1	1.29594	0.0364761
BICD2	1.73273	
BICDL1	1.7528	2.65624
BICDL2	1.23046	-1.50591
BICRAL	3.17618	5.52135
BID	0.237269	-1.36855
BIN1	-2.72153	
BIN3	2.28874	2.03416
BIRC3	-1.2904	-0.932362
BIRC6	0.0224916	
BIVM	1.93606	
BLCAP	0.0118432	-0.197527
BLID	0.188803	
BLM	-0.431812	2.13111
BLMH	0.0258025	-1.77766
BLNK	-2.70138	-3.33329
BLOC1S1	-2.399	
BLOC1S2	-0.825709	
BLOC1S4	0.915625	
BLOC1S6	-2.03269	-1.68386
BLVRA	1.67674	
BLVRB	-4.35334	-3.20026
BMP1	0.817655	
BMP2	1.01516	0.17744
BMP2K	-0.595698	
BMP6	-0.208746	
BMP7	-4.39666	
BMP8A	-0.445738	0.586189
BMP8B	-0.651868	1.06367
BMPER	4.17199	
BMPR1B	-1.70451	1.4908
BMS1	2.05724	0.824399
BMS1P1	1.94476	3.47728
BMS1P14	-1.09646	
BMS1P2	1.1712	1.35215
BMS1P20	2.68899	1.28785
BMS1P4	1.03087	1.75907
BNIP2	-3.38872	-0.180793
BNIP3	2.06768	1.1526
BOD1	-0.930228	
BOD1L1	0.265128	
BOLA1	-1.03703	
BOLA2-SMG1P6	-0.574878	
BOLA3	-0.0715202	-0.980751
BOLA3-AS1	-0.012478	-1.85057
BOP1	0.570048	
BORA	0.7305	
BORCS5	2.45436	-0.250029
BORCS7	-1.69195	-0.960489
BPGM	-2.23196	
BPHL	-1.89574	-2.01062
BPNT1	-5.06576	
BRAF	1.71099	1.63292
BRAP	2.20302	
BRAT1	-1.60108	
BRCA1	0.751232	-0.684959
BRD1	-0.0731896	
BRD2	-2.56126	-2.80724
BRD3	-0.363547	
BRD7	-2.07138	-2.18809
BRD8	3.80853	4.17499
BRF1	1.6694	
BRF2	1.00893	
BRI3BP	1.47868	
BRICD5	3.44379	3.60151
BRINP1	1.29857	0.525855
BRINP2	0.554285	2.32698
BRINP3	-0.0830234	0.988406
BRIX1	0.856376	
BRK1	0.424675	0.962674
BRMS1	-2.77441	-6.15591
BRMS1L	-0.67629	-0.179489
BROX	-1.68429	
BRPF1	1.98814	
BRPF3	3.53908	
BRSK1	0.0695653	0.078687
BRSK2	0.505194	-0.533739
BRWD1	-0.1191	0.698385
BRWD1-AS2	1.1069	
BRWD3	1.07163	1.5456
BSDC1	0.681035	2.96961
BSN	1.40036	2.18331
BSPRY	-0.123923	-0.688532
BTAF1	0.105864	
BTBD1	1.65248	2.53731
BTBD10	2.30309	
BTBD11	4.34933	4.19414
BTBD17		-4.04917
BTBD3	0.0373469	-1.41678
BTBD7	1.56152	4.43944
BTBD8	0.459344	
BTBD9	-1.0199	-0.918455
BTC	-1.3836	-1.09018
BTD	0.870995	
BTF3	-3.9635	
BTF3L4	-1.45759	
BTF3P11	-1.89192	
BTG1	-3.07468	-0.875608
BTG3	-1.92243	-0.578346
BTG3-AS1	-0.783041	-0.326979
BTN2A1	1.62665	1.30098
BTN2A2	-2.30556	-3.86979
BTN2A3P	-3.50426	
BTN3A1	-0.956667	-2.23166
BTN3A2	-3.52122	-2.65706
BTN3A3	-0.218356	-1.08784
BTNL2	0.253437	
BTNL9	-2.63852	-1.11328
BTRC	0.413835	-0.213062
BUB1B	0.00136085	0.784199
BUB3	0.578336	-1.2555
BUD13	2.91231	2.84776
BUD23	-1.04168	
BVES	0.441454	-1.20171
BYSL	1.60882	-0.199411
BZW1	-1.45813	
BZW2	1.2414	0.224209
C10orf105	-5.19405	-3.99258
C10orf143	0.265379	
C10orf82	1.16608	
C10orf88	0.296369	
C11orf1	-2.80939	-2.88616
C11orf24	1.14281	-0.237889
C11orf54	0.0457794	0.365224
C11orf58	0.544655	
C11orf65	-3.02344	
C11orf68	4.46576	
C11orf71	-0.352388	1.28702
C11orf74	-0.109641	-0.295929
C11orf80	-0.315828	
C11orf87	5.60341	3.0645
C11orf95	0.380926	3.11849
C11orf96	-2.52214	-2.72135
C11orf97	-1.25992	-1.01204
C12orf10	0.518382	-1.87933
C12orf29	3.27997	3.27453
C12orf4	5.41116	3.90079
C12orf42	-0.939505	1.10667
C12orf43	3.82777	
C12orf45	-1.59784	-2.14692
C12orf49	0.423834	-1.12009
C12orf54	1.74535	1.87216
C12orf57	1.50898	-0.0717466
C12orf60	0.414726	
C12orf65	1.84227	
C12orf73	-0.717877	-0.594887
C12orf75	-3.6744	-3.15422
C12orf76	0.843014	-0.756744
C14orf119	-0.931276	-2.45897
C14orf132	-0.64244	1.9284
C14orf144	-2.68239	
C14orf177	-3.56633	-1.20772
C14orf28	2.66999	
C15orf39	1.1326	
C15orf40	-3.60159	
C15orf41	1.20351	0.149118
C15orf59	-3.35615	-3.23632
C15orf61	-0.434239	
C15orf65	-0.465121	
C16orf45	3.11256	2.40999
C16orf46	1.85377	
C16orf58	0.8894	1.18704
C16orf70	0.253958	
C16orf72	1.83957	1.57454
C16orf74	-2.82048	-0.706789
C16orf86	2.576	
C16orf87	3.81036	4.55403
C16orf89	-1.84352	1.29833
C16orf91	1.67552	
C16orf95	-0.429686	-0.741226
C17orf100	2.36621	1.90246
C17orf51	-0.170052	-0.639163
C17orf58	-0.640752	
C17orf67	-0.233251	-1.14684
C17orf75	1.70527	0.27272
C17orf80	0.443961	
C17orf97	2.82504	
C18orf21	-0.10292	
C18orf25	2.8112	3.14821
C18orf54	1.94431	
C19orf12	1.32688	1.55784
C19orf25	0.625361	0.977079
C19orf38	-2.01651	
C19orf44	-1.54806	
C19orf47	4.29885	
C19orf48	-3.11585	
C19orf53	-1.79354	
C19orf57	1.02073	1.77534
C19orf66	2.17854	
C19orf70	-0.465224	-0.976463
C19orf73	2.48392	2.03415
C1D	0.210878	
C1GALT1	0.786345	-0.577327
C1GALT1C1L	0.0719154	
C1QA	-2.50313	-2.39955
C1QB	-2.53284	-2.94172
C1QC	-2.7544	-2.46775
C1QL1	-1.27537	-0.556215
C1QL2	-0.831553	-0.604446
C1QL3	0.269995	-0.239786
C1QL4	0.00576458	
C1QTNF12	0.654492	1.24664
C1QTNF2	0.0603514	1.23797
C1QTNF3	-1.91659	
C1QTNF4	2.6398	
C1R	0.591246	2.41576
C1RL	2.52537	3.39259
C1S	1.27843	1.93966
C1orf100	0.0822007	
C1orf109	2.01993	
C1orf115	2.3725	4.69718
C1orf122	-2.65293	-3.1042
C1orf123	-1.21313	
C1orf131	-0.577181	
C1orf162	-0.217996	0.734234
C1orf167	4.14525	3.57906
C1orf174	2.08069	
C1orf194	-0.895501	0.757657
C1orf198	-2.61939	
C1orf21	-2.76885	-0.0262239
C1orf216	-1.34747	
C1orf220	-1.20949	-0.19019
C1orf226	-2.04676	-1.88787
C1orf50	-1.75764	-2.02693
C1orf52	-1.39338	-2.33942
C1orf53	-3.38848	
C1orf54	-3.96276	-3.19437
C1orf56	-1.29482	
C1orf61	-2.47422	-0.859769
C1orf74	2.36216	0.972382
C1orf94	-2.86148	
C2	-2.05388	-5.70015
C20orf194	-2.49247	
C20orf196	4.13561	
C20orf27	-1.20423	-1.29314
C20orf96	-0.929866	
C21orf2	-0.00134089	-0.0509402
C21orf58	1.42987	0.845015
C21orf91	0.0599884	-2.2783
C22orf15	-3.10424	
C22orf23	-1.63639	0.567907
C22orf39	-1.46474	-1.23062
C2CD2	1.5838	0.237396
C2CD2L	0.512999	1.72318
C2CD3	1.48798	2.09154
C2CD4C	0.143479	1.98328
C2CD4D	0.951814	
C2CD5	1.63604	1.85496
C2orf15	0.135484	
C2orf27A	2.21337	1.89514
C2orf40	1.45789	0.652857
C2orf42	1.76641	
C2orf49	2.62294	
C2orf50	2.16979	
C2orf54	0.0830115	1.6998
C2orf68	-1.22465	1.01045
C2orf69	-0.933095	-0.903968
C2orf70	-3.27407	
C2orf72	0.507576	
C2orf73	-0.681093	1.28087
C2orf74	-1.05889	-1.84578
C2orf80	-0.522022	0.132622
C2orf81	0.919286	
C2orf88	-1.08087	-2.87691
C3	-3.21914	-4.72297
C3AR1	-4.34703	
C3orf14	-1.58684	-2.60548
C3orf18	2.85674	1.27824
C3orf35	1.76176	0.673848
C3orf38	0.333566	2.14335
C3orf58	3.97712	3.88494
C3orf62	0.177396	
C3orf70	-1.51062	0.496975
C3orf80	4.61268	4.03144
C4orf3	-1.47616	-2.48968
C4orf33	0.296164	-1.29689
C4orf45	0.582863	0.872622
C4orf47	1.90119	
C4orf48	0.47194	
C5	-0.338246	0.830292
C5orf22	-0.00416201	
C5orf24	-0.0343021	-0.646691
C5orf30	3.94184	2.34514
C5orf42	0.218	
C5orf49	-1.21097	-0.25426
C5orf56	-1.94164	-0.203448
C5orf58	-3.10316	-2.22002
C5orf64	-0.458632	-2.81112
C6orf106	2.66529	1.6001
C6orf118	-2.74821	-2.91656
C6orf120	1.75842	
C6orf136	2.36911	0.921779
C6orf141	-2.12862	-0.830469
C6orf203	-0.192911	
C6orf226	-1.36045	
C6orf47	1.17945	0.796126
C6orf48	-4.69285	
C6orf52	-1.06255	-0.474976
C6orf62	0.109092	
C7	0.743918	
C7orf13	-1.78119	-1.70602
C7orf50	-1.64222	
C7orf57	-0.497641	-0.37681
C8G	-0.341235	
C8orf31	1.09012	1.12572
C8orf33	-0.563529	-1.7968
C8orf34	-2.7332	-2.80859
C8orf44	0.554485	1.38765
C8orf46	0.448964	-0.640501
C8orf59	2.22568	
C8orf82	-0.665199	1.00411
C9orf116	-0.430469	-1.38946
C9orf129	4.76895	
C9orf16	-5.01174	
C9orf24	1.63082	0.0617688
C9orf3	0.0558293	-1.60841
C9orf40	1.66548	
C9orf50	0.426522	
C9orf64	1.76257	
C9orf72	2.66295	3.71982
C9orf78	-4.43318	
CA10	1.36083	1.54194
CA11	-0.653139	0.47402
CA12	-4.81994	-5.41228
CA13	2.89145	0.741572
CA14	0.128013	-2.63589
CA2		-1.9008
CA4	2.87059	3.17722
CA5A	-1.19719	-4.0081
CA5B	-4.76737	-2.37658
CA7	2.0447	0.304696
CA8	-2.4711	-2.2893
CAAP1	1.25674	
CAB39	1.90713	0.121097
CAB39L	0.719795	0.906401
CABCOCO1	-2.73577	-2.0458
CABLES1	-1.95422	1.16876
CABLES2	4.3384	2.79445
CABP1	1.91085	1.00944
CABP7	-4.88494	-8.64276
CABYR	1.01672	-1.01695
CACHD1	-2.88009	0.0671915
CACNA1A	1.35653	1.08665
CACNA1B	3.21398	2.36915
CACNA1C	1.73774	3.34352
CACNA1D	1.0815	
CACNA1E	-3.68842	-2.79341
CACNA1F	-0.790062	-0.611911
CACNA1G	3.85203	4.61417
CACNA1H	-2.26199	-3.48526
CACNA1I	1.25901	1.85219
CACNA2D1	0.875442	0.806742
CACNA2D2	2.5743	1.44136
CACNA2D3	3.84341	4.57191
CACNB1	2.20956	
CACNB2	4.54272	5.37278
CACNB3	0.368192	0.819427
CACNB4	1.43415	-0.114645
CACNG1	-1.89165	-1.06233
CACNG2	3.50228	2.83387
CACNG3	-0.225581	-0.583281
CACNG4	-4.74166	-1.53573
CACNG6	1.55339	0.650145
CACNG7	-0.24473	
CACNG8	3.08961	0.859081
CACTIN	-1.25435	
CACUL1	-1.54541	-1.60686
CACYBP	-0.502522	
CAD	3.35158	
CADM1	-1.52189	0.0146887
CADM2	1.41995	
CADM3	-2.19411	-1.07651
CADM4	0.162283	-1.28789
CADPS	0.166709	-3.19764
CADPS2	1.6575	0.325898
CALB1	0.0336384	1.98256
CALB2	-0.809164	0.464023
CALCOCO1	2.81936	3.00953
CALCRL	1.61053	2.16819
CALD1	-2.26153	-1.84656
CALHM1	2.40496	2.34392
CALHM2	1.99972	1.81023
CALHM6	-1.55274	-1.92766
CALM1	-1.22988	
CALM2	-0.817417	
CALM3	-0.97139	-0.411193
CALML3	3.6295	4.03114
CALML4	-0.801748	2.37941
CALML6	0.0927729	
CALN1	-3.99131	-4.86945
CALR	0.470407	
CALU	-0.495091	
CAMK1	0.15056	-0.277677
CAMK1D	2.50949	1.34856
CAMK1G	4.37507	5.21401
CAMK2A	1.67564	2.53622
CAMK2B	0.380043	
CAMK2D	-0.852953	0.63979
CAMK2G	0.741539	-0.962317
CAMK2N1	0.0749241	1.77783
CAMK2N2	-2.6116	-1.8939
CAMK4	2.24026	2.58594
CAMKK1	1.858	-0.629736
CAMKK2	5.52807	4.25092
CAMKMT	-0.0420792	
CAMKV	-0.111093	1.35646
CAMLG	0.00319252	0.545163
CAMSAP1	-1.32882	-1.16383
CAMTA1	2.00117	0.94247
CAMTA2	0.917836	0.301772
CAND2	4.21108	
CANT1	-0.297903	
CANX	-0.208363	0.333232
CAP1	-0.934535	-0.920893
CAP2	0.821172	1.9823
CAPG	-1.3746	0.789308
CAPN1	1.10893	
CAPN10	-0.174602	
CAPN12	0.339991	1.78104
CAPN15	-0.803587	-0.451937
CAPN2	-5.79054	
CAPN3	-0.222531	-3.03004
CAPN7	0.349229	2.04798
CAPNS1	0.223436	
CAPNS2	-0.155977	
CAPRIN1	0.00253151	
CAPRIN2	-3.69031	
CAPS2	5.17858	4.47005
CAPSL	-2.43012	-2.24447
CAPZB	-4.41658	-2.42075
CARD14	-1.20179	-4.93406
CARD16	-1.84635	
CARD17	-1.80084	-1.17689
CARD19	0.402416	-2.10312
CARD8	-3.53884	
CARD9	-1.71069	-0.719539
CARHSP1	-2.52362	
CARMIL1	-0.0284323	
CARMIL2	1.2215	
CARMIL3	-1.58448	-1.87833
CARNMT1	1.53788	
CARNS1	0.673514	-1.9751
CARS	-0.00735779	
CARTPT	2.19456	7.01439
CASC1	0.875515	
CASC10	-0.0658454	2.77149
CASC15	2.45931	1.63055
CASC2	-0.422956	
CASC4	-2.25828	
CASD1	0.438071	
CASK	-0.70728	0.496427
CASKIN2	-4.56736	
CASP1	-2.48922	-2.33268
CASP10	-0.213942	
CASP16P	-1.25106	
CASP2	-1.69112	
CASP3	1.35384	3.22165
CASP5	-3.654	-3.07776
CASP6	-2.42267	-0.0895463
CASP8AP2	2.65307	4.72551
CASQ1	3.17547	2.71994
CAST	1.8553	0.720639
CASTOR1	-1.97002	0.588793
CASTOR2	0.0412343	2.61589
CAV2	0.10368	0.821292
CAVIN1	0.0419306	-2.48971
CAVIN2	1.01629	
CAVIN3	-4.76386	-3.3318
CAVIN4	2.28578	
CBFA2T2	0.905122	
CBFA2T3	1.52349	1.94384
CBFB	-3.77198	-2.37144
CBLB	1.20362	
CBLL1	1.0443	
CBLN1	2.91139	1.82278
CBLN2	3.63536	3.26734
CBLN4	2.33403	4.17632
CBR3	-1.41917	
CBWD1	0.268701	1.75478
CBWD5	1.46874	0.629307
CBX1	-0.333651	
CBX2	0.181891	
CBX5	0.0840486	1.98181
CBX6	-1.16219	
CBX7	2.55265	2.526
CBX8	-0.0546052	
CC2D1A	0.413645	
CC2D2A	-0.0974755	0.796305
CC2D2B	-3.08206	-0.908172
CCAR1	-2.23402	
CCBE1	-1.91247	-3.41314
CCDC102A	-4.41255	
CCDC102B	1.5078	0.500868
CCDC103	-1.27559	-0.790298
CCDC107	0.110177	
CCDC110	2.31519	1.93635
CCDC112	-1.21994	-0.965471
CCDC115	2.77759	2.05699
CCDC12	3.80513	2.92753
CCDC120	0.431769	3.08066
CCDC121		0.247093
CCDC122	0.732224	-1.76937
CCDC124	0.7919	
CCDC125	-0.544418	
CCDC126	2.32968	0.491473
CCDC127	-0.971795	
CCDC130	1.66266	1.89979
CCDC134	-1.35597	
CCDC136	-0.160539	0.262732
CCDC138	0.494204	0.0384841
CCDC14	2.19633	2.98948
CCDC142	-0.102796	
CCDC144B	1.19325	2.40334
CCDC144CP	0.797241	
CCDC144NL	-0.298315	
CCDC146	-0.629995	-0.261701
CCDC148	-1.09779	0.49092
CCDC149	1.13759	
CCDC151	-0.238485	0.506111
CCDC152	-2.90441	-2.08886
CCDC153	-1.19771	-1.73065
CCDC154	1.94353	
CCDC158	0.890085	4.26598
CCDC159	-3.59371	
CCDC160	-0.847167	-2.07768
CCDC167	-1.17471	-0.817556
CCDC171	-2.26848	-0.283412
CCDC173	-2.03293	0.168873
CCDC174	5.29	
CCDC177	2.16585	4.15476
CCDC18	-2.50809	
CCDC181	0.573502	2.16589
CCDC184	2.45021	2.38534
CCDC186	1.62611	0.985153
CCDC189	-1.35805	-2.60405
CCDC191	-2.43199	-0.886271
CCDC22	0.162456	
CCDC24	0.100764	1.8644
CCDC25	0.374312	-0.929287
CCDC28A	-1.17891	-0.948616
CCDC3	3.11706	3.34918
CCDC32	-0.376886	
CCDC39	1.4185	-0.362355
CCDC47	1.76103	0.898141
CCDC50	-3.02262	
CCDC51	1.66483	
CCDC57	2.16283	2.54297
CCDC58	0.510763	0.142938
CCDC59	-0.634724	-0.516193
CCDC6	-1.73053	-2.32007
CCDC65	-0.494298	1.26425
CCDC66	1.05253	
CCDC68	2.50755	2.63511
CCDC7	-1.28793	
CCDC71L	-0.321076	2.58852
CCDC74B	-4.27739	
CCDC77	-5.55924	-4.79404
CCDC78	1.54541	1.27079
CCDC8	-2.11789	-0.285538
CCDC80	0.39772	0.566269
CCDC82	1.54084	1.45212
CCDC84	1.54201	3.07009
CCDC85A	2.64017	2.39594
CCDC85B	1.10232	
CCDC85C	-3.0621	-0.0989538
CCDC86	-0.389643	
CCDC88A	-2.47809	
CCDC88B	-1.4398	-1.4871
CCDC88C	-1.32368	
CCDC9	3.5404	
CCDC90B	-2.54024	-3.37887
CCDC91	-3.65663	-2.31235
CCDC92	0.00965141	-2.64043
CCDC93	0.904141	
CCDC96	1.70602	0.369141
CCDC97	-1.05398	
CCEPR	-0.553707	1.22693
CCER2	2.35551	2.41514
CCHCR1	1.84179	
CCIN	-2.69006	-0.179506
CCK	3.66312	4.93008
CCKBR	2.2262	2.78352
CCL19	-4.92742	-2.81843
CCL2	-4.10835	-5.29023
CCL27	1.38433	2.02788
CCL28	-1.03874	-0.227428
CCM2	1.58088	-0.844354
CCNA1	0.11946	-0.91221
CCNA2	0.319283	
CCNB1	0.82107	-2.46361
CCNB1IP1	1.72587	0.090204
CCNB3	0.0858143	
CCND1	-0.224819	-1.28033
CCND2-AS1	1.45638	1.16397
CCND3	0.263868	
CCNDBP1	2.0977	
CCNE1	2.13132	0.220548
CCNE2	-0.0393635	-1.56134
CCNG2	1.84358	2.83331
CCNH	-1.71226	-2.40505
CCNI	3.01881	2.68326
CCNI2	1.03559	
CCNJ	1.6462	
CCNL1	-1.05189	-0.157551
CCNL2	2.42792	-0.570012
CCNO	2.0417	2.30915
CCNQ	-0.404692	-0.941454
CCNT1	1.08817	-0.184836
CCNT2	2.99288	
CCNY	-1.09422	-2.70827
CCNYL1	2.93917	5.11866
CCR1	-2.37286	-2.24895
CCR10	1.62639	0.0449407
CCR5	-1.43215	-1.08215
CCS	-0.474969	
CCSAP	2.37346	
CCSER1	3.91286	6.58131
CCSER2	-0.890232	0.424935
CCT2	0.611986	
CCT5	-0.592699	-1.39855
CCT6A	-0.527419	
CCT6B	-1.6694	-3.94341
CCT7	0.712782	
CCZ1	-3.4871	-1.94617
CCZ1B	-5.68917	
CCZ1P-OR7E38P	-3.74446	-5.529
CD14	-3.03197	-2.4927
CD151	-1.5008	-1.6959
CD163	-1.87523	-2.77481
CD163L1	0.77805	-1.91286
CD164	0.0469675	0.225969
CD2	-1.38317	
CD200	0.639414	1.59611
CD226	-4.32403	-1.86423
CD24	-1.33235	0.460737
CD244	-3.48952	-2.8106
CD247	-0.126407	1.52021
CD248	-0.882229	0.841357
CD27	-2.14907	
CD274	1.79631	0.989674
CD2AP	1.12962	
CD2BP2	-0.415025	
CD300A	-2.9989	
CD300C	-0.395802	
CD320	0.193445	-1.21285
CD33	-2.28692	-2.38041
CD34	0.458975	
CD38	0.917456	1.69426
CD3EAP	0.750515	
CD3G	4.62819	4.34557
CD44	-2.96835	-1.61202
CD46	0.33744	
CD47	3.36526	
CD52	-1.14058	-5.5266
CD53	1.03435	4.10289
CD58	-2.05011	-1.31434
CD59	0.726408	-1.43318
CD6	2.06175	2.59379
CD63	-0.66099	-0.410776
CD68	-2.84819	-2.92068
CD7	-0.560757	
CD74	-5.3574	-4.36449
CD81	-1.73107	0.531135
CD83	0.759577	0.39111
CD84	-3.42346	-4.311
CD86	-3.0521	
CD8A	-1.16768	-2.50399
CD8B	-0.469287	-0.289545
CD9		-0.353512
CD99	-4.16435	-1.98898
CD99L2	2.59235	0.667211
CDA	0.321322	
CDADC1	1.41942	0.681723
CDC123	0.24921	
CDC14A	-0.475649	1.41866
CDC14B	-0.929906	
CDC16	-1.4447	
CDC25B	2.25466	
CDC27	0.32463	-1.07738
CDC34	0.412109	-0.687492
CDC37	1.40571	
CDC40	5.22605	2.94104
CDC42	-2.2251	-1.23676
CDC42BPA	2.2206	2.68652
CDC42BPB	-0.520579	0.742601
CDC42EP1	0.163098	
CDC42EP3	4.63445	6.73582
CDC42EP4	-1.14533	1.80944
CDC42P3	-2.61805	-2.20606
CDC42SE1	0.758004	-0.94445
CDC42SE2	0.595375	0.926588
CDC5L	-0.845803	
CDC6	2.7403	3.22941
CDC7	2.11628	
CDCA5	4.17247	1.89301
CDCA7	-0.352885	-0.254576
CDCA7L	-1.26809	
CDCA8	2.93529	0.32994
CDH1	-0.729572	
CDH10	0.957705	1.99293
CDH11	-2.73315	-4.46178
CDH12	0.350278	-2.0022
CDH13	2.01748	-0.174203
CDH18	5.7511	4.13499
CDH2	-0.527651	0.389203
CDH20	-5.00608	
CDH22	1.96918	0.0130192
CDH3	-0.350164	1.0872
CDH4	-1.23323	-0.384145
CDH6	1.17163	-1.53062
CDH7	2.03973	0.663616
CDH8	0.391021	1.53903
CDH9	1.30431	2.04766
CDHR1	-0.960237	-1.53123
CDHR3	-3.12643	
CDIPT	3.13212	1.76076
CDK11A	1.96081	0.734339
CDK11B	-3.06136	
CDK12	4.28421	
CDK13	1.03571	1.43896
CDK14	0.389651	-1.57005
CDK16	-1.86233	
CDK17	0.0223845	0.249008
CDK18	0.261026	-1.86903
CDK19	-1.06666	-0.637131
CDK20	1.98695	3.50184
CDK2AP1	-1.32304	-0.217113
CDK5	-0.445086	
CDK5R1	-0.483263	
CDK5RAP2	-1.70345	-1.32732
CDK5RAP3	1.71184	
CDK8	-1.8571	
CDK9	-0.200928	
CDKAL1	0.254275	
CDKL1	4.94477	8.93246
CDKL2	0.492173	
CDKL3	-1.81589	
CDKL4	-1.77737	
CDKL5	3.34039	3.48144
CDKN1A	-3.84092	
CDKN1B	1.65244	0.915182
CDKN1C	-0.120149	-4.72374
CDKN2A	2.93773	0.157221
CDKN2AIP	0.305407	0.415813
CDKN2AIPNL	-1.33048	-2.54269
CDKN2C	-1.29936	-0.865328
CDKN2D	-0.403048	0.296485
CDKN3	5.11786	
CDO1	-0.658465	-0.121534
CDON	1.9548	
CDR1	-0.708581	
CDR2	0.341096	-0.926342
CDR2L	0.635912	-1.22266
CDS1	1.03018	-0.404135
CDS2		-0.613538
CDT1	2.39838	1.90608
CDV3	-0.0596916	
CDYL	0.662924	
CDYL2	3.72457	3.39414
CEACAM19	1.52211	2.47342
CEACAM20	-0.995909	
CEBPA	-0.671866	-0.276437
CEBPB	4.15736	
CEBPD	0.284116	1.22199
CEBPG	0.851676	
CECR2	-1.82599	
CECR7	-1.29124	
CELF1	0.725686	1.79739
CELF2	1.70276	0.582255
CELF3	-0.694927	0.982842
CELF4	1.12161	2.39591
CELF5	-0.539435	0.902856
CELF6	-0.223846	2.15126
CELSR2	1.22347	
CELSR3	3.31488	5.36599
CEMIP	2.92978	3.85031
CEND1	0.712943	0.454098
CENPB	-3.40574	
CENPBD1	0.860108	-0.486423
CENPBD1P1	1.16729	
CENPC	0.365695	2.91571
CENPE	0.517065	
CENPF	0.500117	-1.54863
CENPH	-0.779165	
CENPJ	-0.188448	0.209821
CENPN	-0.0929622	-3.76689
CENPO	-2.17646	
CENPP	-0.882502	-4.11884
CENPS	-0.750318	-1.82614
CENPVL3	-1.39397	-1.57209
CENPW	-1.55551	-1.33314
CEP104	-1.03025	-1.43227
CEP112	0.299348	2.87322
CEP120	0.909947	1.58826
CEP126	0.4834	1.11424
CEP128	-1.45343	
CEP131	-0.387107	
CEP135	0.59877	1.05183
