gene	dCT + CT|DK	dCT alone|DK	CT + dCT + T1T2 + dT1T2|DK	dCT + CT|HCP	dCT alone|HCP
FBXO31	0.418232	1.14223	-0.247033	-1.21336	-0.630053
FBXO32	1.88519	2.44207	2.50108	1.39383	1.86192
FBXO33	1.52414	2.62738	4.34403	1.19384	1.65616
FBXO34	0.472419	1.89727	1.07157	2.02184	3.13628
FBXO36	-1.59583	-0.974591	-1.19685		
FBXO40	5.16881	4.05182	6.39539	3.17524	3.20438
FBXO41	-1.01707	-1.84894	-0.651935		
FBXO42	-5.17926	-1.11212	-2.70652		
FBXO44	4.92581	1.71119	3.59906	2.32518	0.950923
FBXO45	-0.615805	0.994233	-0.483046	-0.554393	0.345457
FBXO46	3.00961	3.80769	4.05694	4.3775	5.39353
FBXO5	-1.11383	0.261662	-0.695991		
FBXO7				-3.04023	-2.77081
FBXO9	-0.300143	1.78021	-0.556405	1.0632	2.26043
FBXW11	-0.253985	-1.22822	-0.566856		
FBXW7	2.97185	3.54819	6.6005	2.51137	2.80199
FBXW9	2.3769	0.480221	1.53928	1.06275	0.136183
FCER1G	-3.5473	-4.12723	-3.67358		
FCGBP	-1.65122	-2.67784	-1.84151	-6.89535	-5.97427
FCGR1B	-2.90797	-3.00833	-3.57713	-4.16323	-4.1077
FCGR2A	-6.90666	-6.46518	-5.21357		
FCGR3A	-3.39988	-4.01119	-4.01222	-5.00024	-5.66394
FCGRT	-3.17048	-3.71325	-2.82535	-3.03279	-3.39446
FCHO1	1.91416	2.72682	1.28972		
FCHO2	2.10364	3.00903	3.37193	3.23439	4.02242
FCHSD2	-0.80999	-1.21269	-1.35923		
FCN1	-1.21819	-0.913908	-1.87454	0.0147705	0.460058
FCRLB	2.51835	3.30616	1.69007		
FDFT1	1.47224	-1.02422	0.603564	-1.41973	-2.70094
FDPS	2.46217	0.01537	2.44511	0.489136	-0.778458
FDPSP2	1.2842	-0.716673	1.21223	-0.778509	-1.57986
FDX1	-0.522587	0.936742	-1.16783	-1.90733	-1.05277
FDX1L	2.93836	-0.208287	2.65425	0.767417	-0.525397
FDXR	-0.644958	-1.81472	-1.80086	-0.238622	-0.855904
FECH	1.37764	2.26386	1.89455	2.47736	2.60119
FEM1C	3.69036	4.26408	3.77344		
FEN1	3.35586	2.24804	2.06956		
FER	-1.5886	-1.84803	-0.822755		
FER1L4	-0.818116	0.858322	-0.477627	-3.47037	-1.19108
FERMT1	-0.52269	-1.71716	0.17487	-0.576117	-1.27644
FERMT2	-1.4607	-2.6061	-2.28329	0.947657	-0.12573
FES	2.64355	3.78801	1.39928	1.2222	1.92931
FEZ1	-1.61947	-0.250987	-1.9616	-2.91061	-1.823
FEZ2	2.25405	0.315364	1.16113	0.235083	-0.567018
FEZF2	-1.22311	-1.83827	0.218279	-1.04474	-1.89785
FFAR4	8.22687	1.36595	7.81244	7.72029	3.431
FGD1	-1.03838	-1.52977	-2.28956	0.395508	0.450952
FGD2	-5.65964	-5.8627	-4.30801		
FGD3	1.63638	-0.728549	0.385604	1.89939	0.205113
FGD4	-5.56631	-5.39391	-6.10939	-4.52464	-4.90111
FGD5	-0.412746	0.709693	-0.616998	-1.17944	-0.420939
FGF1	-2.46602	-2.78858	-1.893		
FGF12	-0.0872008	1.805	0.12585	2.12105	3.24251
FGF13	-1.88338	0.565192	-2.20788	-0.433398	0.650968
FGF14	1.85679	2.9364	3.22089	5.13602	5.48999
FGF17	0.439354	1.71141	-0.170617	2.68174	3.89945
FGF18	2.01503	3.47584	1.63808	3.74194	4.49325
FGF2	-0.0318974	-1.2628	-0.111868	2.64635	1.98397
FGF22	5.23008	2.38468	4.56806	2.99939	2.03121
FGF7	-1.61283	0.304169	-0.865734	-4.3794	-1.94119
FGF7P3	-1.26137	0.527341	-1.49379	-2.41211	-1.19638
FGF7P6	-0.949312	-0.0250883	-0.868272	-4.18749	-3.38646
FGF9	0.821619	1.99207	2.10596	-3.02225	-0.977536
FGFBP3	0.46028	-1.13922	1.56433	1.22351	0.0138966
FGFR1	0.151956	-0.578101	0.875536	-0.177083	-0.586477
FGFR1OP	2.19825	2.63525	3.56258	2.0206	2.75212
FGFR1OP2	6.30123	4.61263	4.23142	5.45803	5.99168
FGFR2	-0.754958	0.414473	-0.413281	-3.23551	-2.01469
FGFR3	-0.955578	-1.81481	-0.913008	1.62424	1.20543
FGGY	-0.380308	-1.76774	-0.438226	0.970113	-0.39131
FGL1	-1.55424	-2.72013	-1.72223	-0.152299	-0.268001
FGL2	-5.4521	-5.04445	-6.41419	-4.22549	-4.66002
FGR	-0.594676	0.212924	-0.327313	-1.41169	-0.914175
FH	-1.18081	-0.0808937	-2.2267		
FHIT	-0.57919	-0.968879	-0.931254	-3.80987	-3.68452
FHL1	0.611264	-0.0270471	1.04963	1.94961	1.4992
FHL2	5.74303	5.28904	4.70348		
FHL3	3.27805	3.24321	3.21818	3.43409	2.85151
FHOD1	-3.58492	-5.2053	-4.33276	-5.28817	-6.89164
FHOD3	-0.219047	-1.53569	-0.545363	-0.843269	-1.37221
FIBCD1	-1.92871	-3.29442	-1.93461		
FIBIN	-0.92385	-1.92785	-0.388196	1.21968	0.748578
FIBP	2.25445	2.18006	3.22093		
FICD	-0.36973	0.752534	-0.626523		
FIG4	2.65761	1.20201	2.16591		
FIGN	3.20111	5.1293	3.31854	6.18105	7.18282
FIGNL2	4.24369	0.517609	4.47461	6.30479	2.66731
FILIP1	0.11286	-1.42878	0.00641658	-1.13895	-1.86991
FILIP1L	5.82516	2.02982	3.17848	4.25897	2.78718
FIP1L1	4.2153	0.731806	4.73382	2.52945	1.58054
FIS1	1.30293	0.163881	0.560493		
FITM2	3.11973	3.14326	6.70666	0.823916	0.723978
FIZ1	2.27361	3.50328	3.00692	0.795609	1.4433
FJX1	0.857985	-0.0940054	1.79623	-0.303809	-0.835814
FKBP10	-0.459585	-1.10255	-0.0305164		
FKBP11	0.756166	2.04404	-0.0915242	2.34304	3.22833
FKBP14	-1.19114	-2.73122	-1.36709	-0.847692	-1.3913
FKBP1A	4.34679	-0.574618	2.82539	1.9519	-0.24017
FKBP1B	1.31482	-1.40586	0.351222	-1.9953	-2.89695
FKBP2	1.00887	1.53816	0.777778	-0.918943	-0.65765
FKBP4	-3.47689	-2.98521	-3.03378		
FKBP5	-4.84756	-0.922111	-4.47297	-5.6599	-2.05059
FKBP7	-3.05788	-0.328403	-3.05909	-2.13958	-1.16607
FKBP9	-0.252105	0.260447	-0.599802		
FKBP9P1	-0.357473	0.766651	-0.275319		
FKBPL	2.08724	1.42236	1.45282		
FKRP	-0.192678	-1.38964	-1.13342	0.557367	-0.126851
FKTN	-1.18738	0.231811	-0.405824		
FLAD1	1.31978	0.609412	1.48902		
FLCN	1.81471	0.969279	0.693544	-0.640646	-1.14044
FLII	1.23664	1.35778	1.33667	-0.135216	-0.261094
FLJ20021	5.34138	2.14317	3.42861	2.18703	0.746765
FLJ23867	-0.748983	0.915874	-1.04501	-2.20995	-0.854496
FLJ30901	0.339514	0.958184	1.05143	0.705129	0.696687
FLJ33534	3.10342	1.47806	3.29494	1.02073	0.231525
FLJ37035	1.96778	0.0501243	0.895476		
FLJ37453	-0.603387	-1.60838	-1.25755	-0.981921	-1.15623
FLJ42627	-2.58669	-0.207874	-2.46013	-0.532208	0.363113
FLNA	-1.15618	-2.60882	-1.24984		
FLOT1	1.60387	1.18412	1.3273		
FLOT2	3.22283	1.23322	1.65226	0.793	-0.15304
FLRT1	0.178515	-1.66302	0.304215	0.348677	-0.802658
FLRT2	4.35689	4.67008	4.23624	7.77497	7.46678
FLRT3	2.06335	2.99738	1.58509	0.797093	1.36236
FLT1	-3.13536	-0.254884	-2.25734	-3.27665	-1.69647
FLT3	-0.435251	1.22542	0.274923	-1.95863	-0.330768
FLT3LG	-0.610738	-0.729949	-0.846126		
FLT4	-2.19905	0.422508	-1.16424		
FLVCR1	1.81369	2.63226	2.73264		
FLVCR1-AS1	0.340355	-0.645904	-0.40514	-2.74977	-3.71688
FLYWCH1	-0.900521	0.910819	-0.204474		
FLYWCH2	-2.27567	0.0758652	-3.48414		
FMC1	-1.69401	-2.19029	-1.72706		
FMN1	4.47409	4.38536	5.30718	6.41293	5.09018
FMN2	0.842566	2.25988	2.50364	5.79735	6.24543
FMNL2				-2.4978	-1.95243
FMO1	-0.285493	0.384381	-0.220198		
FMO2	-0.0883449	-0.258627	1.19053		
FMO5	-1.67362	-1.36585	-1.38869		
FMOD	2.10401	0.991403	1.09268	0.49364	0.151807
FMR1	4.34171	5.27832	4.44343	3.55473	3.9022
FN3KRP	2.98021	0.560887	1.97417	-0.225289	-1.0243
FNBP1L	1.55234	-0.641862	1.69369	3.70099	1.18555
FNBP4	0.39113	1.92478	0.754748		
FNDC10	1.49969	2.51749	2.66316	0.828585	1.29695
FNDC11	-3.73506	-1.78018	-2.74539	-0.555537	0.159227
FNDC3A	-0.682665	-1.50465	-0.0312008	1.99594	1.69608
FNDC3B	2.59453	2.50467	3.57417	7.1059	6.27684
FNDC4	0.210678	1.89654	0.200667	-0.615119	0.455503
FNDC5	-0.711308	1.98051	-0.727936	0.866041	1.78567
FNDC9	1.3672	0.65439	1.57858	2.47704	2.1248
FNIP2	3.9783	2.19483	2.68849	1.17418	0.199998
FNTA	-1.52249	-1.07402	-1.89016	-2.96153	-2.22729
FOCAD	0.578786	1.41122	0.102539	-1.41201	-0.817217
FOLH1B				-3.34201	-2.55284
FOLR1	-2.6475	-3.77012	-2.33611	-1.38074	-1.80337
FOLR2	-1.67813	-2.44541	-2.67611	-3.41546	-3.25535
FOPNL	-0.737892	-1.48503	-0.631831		
FOS	-4.21387	-2.5256	-2.81746	-3.04254	-2.58205
FOSB	1.3359	2.33921	1.70688	2.57639	3.30383
FOSL2	-1.22853	1.28079	0.500969	0.177421	1.41278
FOXA2	-6.1769	-4.99896	-4.48123		
FOXC1	-1.31303	0.0510295	-0.800248	-0.437221	-0.0520826
FOXD1	1.09811	1.11151	1.88544	0.0645227	0.159325
FOXD4L5	-0.258005	0.354671	0.193486		
FOXE3	-2.41109	-1.85581	-2.83512		
FOXF1	-1.93222	-0.708898	-1.46283	-0.953701	-0.880188
FOXF2	1.67435	0.576939	1.99023	0.832336	0.0871919
FOXG1	3.1305	0.87179	4.03304	2.80675	2.19303
FOXJ2				3.2169	3.35448
FOXJ3	4.74363	2.44231	3.1716	1.05135	0.187648
FOXK1	-0.485761	1.34264	0.23636	-0.29287	0.663611
FOXK2	-1.94358	-0.829067	-2.71438		
FOXL2	1.2189	1.77618	2.30395	-0.159955	0.286462
FOXN2	-4.13266	-4.28957	-3.85898		
FOXN3	-3.24449	-0.29554	-2.68951	-0.567638	0.647404
FOXN3-AS1	2.60743	-0.442608	1.33795	2.51751	0.7709
FOXO1	-4.51211	-5.00388	-5.22437	-1.78565	-1.9432
FOXO4	-1.1993	-1.8232	-1.73075		
FOXP1	1.41808	2.44133	1.48269	2.69505	3.27427
FOXP2	2.55668	3.40798	2.83942	4.4829	5.29823
FOXP4	1.95812	1.31385	0.739707		
FOXQ1	0.782829	1.69649	1.10792	1.03747	1.38998
FOXRED1	1.32805	1.88707	1.54909		
FOXRED2	4.2459	0.920652	5.36418	6.40702	2.3073
FOXS1	-0.700034	-0.202343	0.460058	-0.597877	-0.459609
FPGS	-0.497401	-1.42391	0.0115637	-1.6504	-2.13592
FPGT	-2.64318	-0.568642	-1.72517	1.27937	1.67519
FPR1	-2.26092	-3.09804	-3.53344	-5.91302	-6.09832
FRA10AC1	2.01271	-0.29844	1.75195	1.25176	0.490856
FRAS1	1.28739	1.96488	0.961578	-0.983374	-0.547552
FRAT1	-1.29196	1.28066	-1.88166	-0.82804	0.584786
FRAT2	-1.55005	0.410613	-3.40905	-2.14693	-0.667662
FREM1	-1.05286	-0.594479	-1.43499		
FREM2	-0.0910048	-1.44362	-0.982908		
FREM3	4.66397	2.24682	4.4039	3.11913	1.82835
FRG1JP	-2.30218	-0.504598	-2.43303		
FRK	-0.0659236	0.699954	0.608965	-2.38413	-1.7061
FRMD3	-2.31756	-3.35646	-3.42431	-1.16334	-1.61545
FRMD4A	-2.59769	0.565162	-1.85781	-2.17178	-0.476383
FRMD5	1.1464	2.31351	2.21584	-0.344255	0.608656
FRMD6	7.00037	3.06264	3.39985	3.30374	3.45883
FRMD8	0.985895	1.7089	1.82185		
FRMPD1	1.18671	2.09512	2.0781		
FRMPD4	3.01188	3.2386	3.24254	5.59694	4.93974
FRRS1L	2.97223	0.746433	3.31273	2.89231	1.13813
FRS3	3.84358	3.0948	5.44143		
FRY	-0.7061	0.281813	-0.458018		
FRYL	-1.24463	0.328935	-0.925927	-2.75486	-1.49324
FRZB	0.0105546	0.60991	-0.535573	1.45118	1.84328
FSBP	0.267188	2.00186	-0.453727	3.9995	4.97632
FSCN1	0.836651	0.217232	-0.237508		
FSCN2	-2.2495	-2.25399	-1.57467		
FSD1	1.61863	2.2792	0.9179		
FSIP1	0.449064	-0.888665	-0.184786	2.08243	1.36676
FSTL1	-4.35543	-0.403005	-3.28935	-0.353546	1.05585
FSTL3	-0.162032	1.13561	0.451186		
FSTL4	2.582	3.10137	2.00755	1.24416	1.73263
FSTL5	3.7826	0.682132	2.96127	2.8801	1.16905
FTCD	5.66496	3.08012	3.59174		
FTCDNL1	-2.26623	-2.79723	-2.78978		
FTH1	0.789809	-0.796506	0.637452	-0.881702	-1.86368
FTHL17	1.27587	1.86979	1.75422		
FTL	-2.63224	-3.05469	-3.16017	-1.82832	-2.20312
FTO	4.43251	4.36129	3.12636		
FTSJ3	-4.18176	-0.902943	-3.17429		
FUBP1	2.94366	2.11033	2.56292		
FUCA1	2.17489	-0.336535	0.778731	1.01307	-0.11884
FUCA2	-3.41754	-3.9109	-4.74617		
FUK	0.926239	-0.627049	1.04168		
FUNDC1	1.73191	0.640679	1.36068		
FUNDC2	-0.0663369	0.0712017	-1.10767	0.399402	0.670056
FUNDC2P2	0.0585187	-0.659062	-0.133266		
FUOM	-0.150499	-1.96992	-2.18973	-1.65333	-2.54319
FURIN	-2.74672	-1.53491	-2.08038		
FUT10	1.96745	-0.742806	1.486	2.9709	2.20855
FUT11	-0.427065	0.959607	0.272895	-2.36509	-1.26124
FUT4	-1.19052	-1.54217	-0.713237		
FUT6	-1.76989	-1.49211	-1.23586		
FUT9	5.48591	2.94347	6.53829	8.28579	6.1621
FXN	-1.44812	-2.45627	-1.4693		
FXR1	1.84749	2.75294	3.37503	1.08833	1.55475
FXR2	2.3942	2.01441	3.48811		
FXYD1	-0.522645	-1.64887	-0.532113		
FXYD6	6.84343	1.22521	5.7964	7.69365	2.34424
FXYD7	3.28592	3.61522	2.51606	1.77366	1.78022
FYB1	-2.71294	-2.99548	-3.64535	-3.70793	-3.71688
FYN	-4.21298	-4.98444	-6.13239	-1.06803	-1.22953
FYTTD1	-0.0949763	1.04712	0.706059		
FZD1	0.0678657	-1.6988	0.573225	1.57347	-0.163997
FZD10	-1.05314	-0.0472382	-0.265265	-0.880008	-0.378717
FZD2	-1.77218	-2.6165	-2.54056	-0.557685	-1.22543
FZD3	5.93973	4.5741	6.63286	4.76294	3.93278
FZD4	-0.545423	1.15124	-0.0702952	1.13021	1.51747
FZD5	1.39535	2.59518	2.27422	3.48614	4.08314
FZD6	0.72557	2.19941	2.96727	3.77982	4.03541
FZD7	0.25184	-0.71644	0.500938	1.57807	1.63314
FZD8	0.0582968	-1.42301	0.310952	2.01165	0.922428
FZD9	2.09133	-0.302948	1.17568	1.89625	0.799986
FZR1	4.53634	1.58243	3.81405	1.86945	0.343315
G0S2	0.0235021	0.664475	1.49438	-1.32814	-0.89202
G2E3	3.0283	3.53701	3.2751		
G3BP2	2.91028	1.99291	2.26516		
G6PC3	-1.93767	-3.00912	-3.17592		
G6PD	-0.711258	-0.117682	-1.41164	-2.47526	-2.07375
GAB1	-0.0770295	1.09087	0.688266	-0.887156	-0.272361
GABARAP	-0.312126	-1.91669	-1.58524	0.372469	-0.691764
GABARAPL2	0.708817	-1.13272	-0.284263		
GABARAPL3	0.0278876	-0.41342	-0.305588		
GABBR1	3.89637	-0.791573	2.53675	1.87014	-0.0400936
GABBR2	3.2209	3.13	2.01195		
GABPB1-IT1	1.70784	2.79638	1.65248	4.49515	5.43232
GABRA1	1.65908	2.32718	2.47932	1.42245	1.90821
GABRA2	0.107724	-1.26262	-1.07632	0.5634	0.0915146
GABRA3	3.75193	-0.19371	3.51424	-0.892621	-1.75802
GABRA4	-4.38023	-1.37579	-3.70461	-0.635847	0.404795
GABRA5	1.18969	-1.23563	1.0917	1.17847	-0.626022
GABRB1	2.23344	-0.761727	2.64977	3.47281	0.820966
GABRB2	0.592253	2.00006	0.162478	0.762122	1.6632
GABRB3	1.96645	-0.947576	0.907867	0.835711	-0.43717
GABRD	2.89919	3.70934	3.89118	2.04403	2.59113
GABRE	1.61708	0.0890977	1.0633	2.40332	1.12775
GABRG1	1.26993	-0.351457	1.00281	4.82116	3.00971
GABRG2	3.94252	4.43836	5.48742	3.08145	3.40862
GABRG3	2.85186	3.63323	2.39353	2.04668	2.30699
GAD1	-1.10099	0.729961	0.123037	0.321354	1.3612
GAD2	-1.57806	-0.126844	-0.0874685		
GADD45A	0.281704	1.07483	0.438314		
GADD45B	-1.35285	0.116475	-1.71164	-2.82946	-1.83206
GADD45GIP1	3.83713	0.467316	2.07312	1.51497	0.432871
GAL	2.0722	1.75606	5.01572	0.913638	0.629086
GAL3ST4	-2.98926	-3.91482	-3.65847		
GALE	0.0927209	1.49897	-0.55414	0.224491	1.02321
GALK2	-3.14307	-0.35446	-3.37422		
GALM	0.107553	-1.64969	0.224582	0.0588136	-0.716072
GALNS	-1.00568	-0.689021	-2.11069		
GALNT1	0.430205	0.254401	0.435815		
GALNT10	-2.09646	-2.77863	-2.53391		
GALNT11	2.16905	-0.166053	1.21778	0.193119	-0.376739
GALNT12	0.14927	1.25459	0.240829	-1.87696	-0.91909
GALNT13	1.53807	1.40226	0.117798	-0.26249	-0.172144
GALNT14	2.65904	0.736583	1.7556	0.260324	-1.05763
GALNT15	-0.984084	-0.413289	-0.172862	-3.92539	-3.40462
GALNT16	2.76326	2.29377	4.42573	2.45983	2.04291
GALNT17	7.0486	3.79619	6.25896	5.26247	2.88078
GALNT18	2.27717	0.413148	1.6575	1.05564	0.370167
GALNT2	1.67616	0.748429	2.44157		
GALNT3	0.777068	2.38741	2.4724		
GALNT5	-1.17065	-0.140016	-1.76747		
GALNT9	4.20947	4.15934	6.1708		
GALNTL5	4.25598	2.05923	4.93265	1.26262	1.01758
GALP	-1.26243	-0.468236	-1.86491		
GALR1	-0.556085	1.53785	-0.0212283	3.49216	3.68081
GALT	-1.7663	-0.921328	-2.38738	-2.36189	-1.76912
GAMT	1.92968	0.0217252	1.58914	-0.143192	-0.828362
GAN	-1.80007	-2.1174	0.0395413		
GANC	-1.8136	-0.163959	-1.28599	-2.93024	-1.73246
GAP43	3.37052	0.0369933	3.43627	2.13207	0.749663
GAPDH	-0.0213528	0.342832	-0.499001		
GAPVD1	-1.35024	0.455496	-0.785788	-3.33942	-1.58264
GAR1	0.877959	-1.41469	-0.469767	-1.15911	-1.76539
GAREM1	0.958044	0.971502	1.69278		
GAREM2	-3.12889	-3.68709	-2.47066		
GARNL3	-2.32625	-1.80299	-1.80001	-1.0593	-1.03388
GARS	0.0114656	0.663591	0.0606013		
GART	1.14643	2.16772	1.31701	0.052786	0.666611
GAS1	-2.0245	-1.40921	-2.49763		
GAS2	-2.3571	0.869586	-2.24371	-2.98827	-0.63267
GAS2L1P2	-0.0538977	-0.844224	-0.00611698		
GAS5	-2.23482	-2.72082	-2.83222	-0.837631	-1.04186
GAS6	-5.20265	0.035949	-3.22312	-1.73125	-0.525168
GAS7	0.803571	1.78722	1.5493		
GAS8	1.14382	2.0511	1.52068		
GASAL1	-0.686486	-2.00671	-2.05058	-1.60531	-2.02356
GAST	3.11514	1.19534	2.3187		
GATAD2A	-1.42577	-0.531562	-1.61146	-2.24615	-1.49072
GATAD2B	-1.38877	0.659226	-0.520853		
GATB	3.5312	1.31313	3.87751	1.93413	0.783419
GATD1	-2.89035	-3.08126	-2.80186		
GATM	-1.15489	-2.07103	-1.0838		
GBA	1.0845	-0.822585	1.18751	-1.63935	-2.27414
GBAP1	1.96095	0.477225	2.2169	0.544025	-0.34266
GBE1	0.406621	0.52009	0.839274	-3.00762	-3.36449
GBP2	-0.732652	0.110794	0.222928	-2.02372	-1.79963
GBP3	-3.2101	-3.12324	-2.00241	-2.28838	-2.47876
GBP4	-0.38968	-0.163559	-0.346462	-1.1135	-0.920579
GCA	1.83977	1.79766	2.10919		
GCAT	1.8812	1.72867	2.74		
GCC1	1.71662	2.98522	2.19843		
GCC2	-2.49896	0.690772	-1.97587	-0.563377	0.533387
GCDH	-0.538258	-1.48476	-0.216836		
GCFC2	4.01047	5.24018	4.80626		
GCHFR	1.36626	1.67215	2.36157	0.0259561	0.201267
GCLM	1.5386	2.11224	4.03321	0.272989	0.468784
GCNA	2.40736	3.0786	2.61997		
GCNT1	2.47478	0.0977496	2.52545	0.0209042	-1.21719
GCNT4	3.7838	4.03512	3.11904		
GCSH	-3.32469	-3.9618	-4.20249	-1.71635	-1.70053
GCSHP3	-2.04735	-1.4145	-1.91888		
GDA	3.74151	-0.359551	3.70729	2.294	0.0453334
GDAP2	-1.46775	0.304718	-1.18736		
GDE1	-0.442283	-2.22786	-2.48597	-2.68019	-3.99102
GDF10	3.42269	2.43761	4.98778	1.97909	1.16081
GDF11	-1.26978	-1.89072	-1.29674		
GDF7	1.9368	1.58959	2.86815	-0.102219	-0.342243
GDPD1	-0.865941	0.926175	-2.10037	-3.16326	-1.0319
GDPD2	-0.423478	-1.61924	-0.788948	1.59023	0.531804
GDPD5	0.625713	1.25318	0.475821	-0.795433	-0.73728
GDPGP1	4.59529	2.61364	2.99252	0.733961	-0.102309
GEM	-1.94341	-2.84144	-1.45013	-0.0861196	-0.297032
GEMIN4	4.94954	2.19667	4.73415		
GEMIN5	-2.26597	-0.605577	-1.63286		
GEMIN7	0.627428	1.63187	-0.496437	-1.46574	-1.03006
GEMIN8	-1.67007	-2.58754	-3.16729	-0.529026	-0.91422
GEMIN8P4	-0.269358	-1.3488	-0.894348		
GEN1	-0.778752	0.390603	-0.592654		
GET4	1.90624	0.761054	1.29363		
GFAP	-2.97338	-3.51302	-2.274	-1.35771	-1.71648
GFER	3.5688	2.39943	3.70814		
GFM1	-3.20701	0.377413	-1.63121	-1.21504	0.142608
GFM2	2.55183	-0.34146	1.08617		
GFOD1	5.26978	4.84396	4.38197	3.4503	3.98472
GFOD2	4.25802	3.91821	5.45857	1.84167	1.8217
GFPT1	4.92867	1.31294	2.64162		
GFPT2	0.554161	1.6579	1.6865	1.42745	1.97793
GFRA1	-7.84217	-2.80964	-5.67756	-3.95336	-3.75366
GFRA2	0.292986	1.48668	1.59158	-0.201215	0.470667
GFRA3	-0.486248	-0.294859	-0.127628		
GGA2	-0.58195	1.23275	-0.506859	1.19493	2.06034
GGA3	2.14912	2.51361	0.695031		
GGACT	-1.07174	-1.649	-1.29628		
GGCT	6.26386	-0.0742263	5.56034	3.13264	0.383841
GGCX	0.659122	-1.54027	-0.891385	-1.39375	-1.93689
GGH	0.603832	1.22713	1.34123	-1.73206	-1.31714
GGN	2.06455	0.143469	1.73307	3.56447	2.17199
GGNBP1	0.463368	-0.685746	1.03227		
GGNBP2	1.33027	0.652774	2.06482	0.230718	0.0120114
GGPS1	0.766925	0.0687449	0.432996		
GGT1	0.61137	1.80419	0.763146	2.7816	3.48038
GGT3P	-1.273	0.836687	-0.500073	0.0934054	1.12327
GGT5	-1.32467	-0.146733	-1.5859	-1.86401	-1.34973
GGT6	-0.437431	0.361471	-0.248221	0.294854	0.708038
GGT7	-0.363329	1.19959	-0.152804	-1.41983	-0.8387
GGTA1P	-0.848513	-2.13785	-0.588723	-2.45248	-3.21349
GGTLC1	1.88687	3.07514	1.46113	1.54092	2.52984
GGTLC2	0.424725	1.46101	0.372716		
GHDC	3.73014	5.60729	3.12826	2.99552	3.69713
GHR	0.161764	-1.18717	-0.152254	1.25678	0.196273
GHRL				-2.57721	-3.09047
GHRLOS	-1.32458	1.33302	-0.662534	1.2025	1.79174
GHSR	-1.53673	-0.580129	-1.14631		
GID8	2.81496	4.81671	2.4261		
GIGYF1	-1.34029	1.13273	-0.244466	0.670965	1.68868
GIGYF2	0.822394	2.43752	1.32279	2.91663	3.24153
GIMAP2	-3.3067	-3.79254	-3.3256		
GIMAP4	1.10877	-0.498806	-0.0788318		
GIMAP6	-0.108037	0.154049	-0.01668		
GIMAP7	-2.42684	-1.04765	-2.73782		
GIN1	0.829831	2.1352	2.22987		
GINM1	-5.14966	-5.41211	-5.70626		
GINS2	-0.150124	-1.57409	-0.717108	-0.783939	-1.32684
GINS3	1.81531	0.192594	2.48552		
GIPC1	0.990488	1.55238	1.79246	-0.898996	-0.592704
GIPR	-3.95969	-1.92432	-2.50654		
GIT1	1.49544	-0.0398553	1.58387		
GIT2	-7.73636	-0.231106	-6.17937	-3.04466	-1.02286
GJA1	-0.0700062	-1.36363	-0.0673669	3.02315	1.73576
GJA4	-0.938285	-0.531649	-0.138369		
GJB1	-0.718907	0.203626	-0.476736	-4.00444	-2.60972
GJB5	1.54989	1.32089	0.38455	-2.29936	-2.99058
GJB6	-0.0170496	-1.08979	0.282103		
GJC1	-0.38269	1.3344	0.634684	-0.077642	0.764181
GJC2	-0.331807	0.49566	0.0414478	-3.74297	-2.49162
GJD4	1.6214	1.68878	1.60901		
GK	2.61139	3.26897	4.18273	2.9906	3.48724
GK3P	1.24109	2.26909	1.05266	5.00931	5.16466
GK5	-2.24014	-0.363279	-1.48647	-4.36027	-3.70251
GKAP1	0.118484	-0.621973	-0.00339525		
GKN1	-1.34137	-1.55529	-0.76171		
GLA	-0.205792	1.07951	-0.333288	-0.633736	-0.0367077
GLB1L	-1.14764	-1.30126	-0.52762		
GLB1L3	2.27418	3.26238	3.19406	1.38837	1.96895
GLCCI1	1.13324	2.25624	0.725856	2.03457	2.44093
GLCE	3.93297	2.16417	2.71861	2.05366	1.07328
GLDC	-0.606751	-1.33632	0.191676	0.251786	-0.541279
GLDN	-0.212311	0.68188	0.280496	-2.54764	-1.698
GLE1	1.89048	2.59493	2.64837		
GLG1	1.12614	0.142532	1.57305	-0.51549	-0.93154
GLI1	0.464618	-0.61589	1.49772	3.6303	2.36326
GLI3	-1.84554	-2.62384	-1.76016	1.18011	0.529299
GLI4	0.479357	1.68818	0.0487919		
GLIPR1	1.27953	3.02409	1.3201	3.58097	3.82397
GLIPR1L2	-2.49156	-3.53289	-2.3749		
GLIS1	0.196261	1.71657	0.339462	1.36262	2.32844
GLIS3	2.11199	0.702754	2.08584	6.49432	7.07839
GLMN	-0.277099	1.58719	0.426089	0.863532	1.72954
GLO1	0.743621	-1.37658	-0.244469	-1.8431	-2.74962
GLOD4	1.40783	-0.918134	1.951	2.64496	0.582778
GLP2R	1.26246	-0.550112	1.89193	-0.0610093	-0.906495
GLRA2	0.0626764	-1.59101	-0.911423	-0.267394	-1.15604
GLRA3	6.19502	1.26496	6.67873	10.0397	2.77374
GLRB	1.05357	1.75359	1.25623		
GLRX	0.788916	1.56104	0.304491	-1.08493	-0.810766
GLRX2	0.322344	1.52476	1.36896	-0.923877	0.00787519
GLRX3	-2.90709	-1.3376	-4.87358	-5.22697	-4.38667
GLRX5	1.33583	-0.153326	-0.192828		
GLS	-1.66082	1.01807	-0.555001	0.519032	1.64909
GLS2	0.828592	1.94607	1.20529	-0.117396	0.854878
GLT1D1	4.07964	3.28097	6.58009		
GLT8D1	-1.15501	-1.20368	-2.17311	-0.0618913	-0.112326
