gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
ROM1	-4.0032	-4.0669	-4.002	-0.0096965	11517	1
PCM1	-4.2964	-4.0889		-0.019653	11518	1
DNAAF5	-4.3372	-4.091	-3.7778	-0.014089	11519	1
MITF	-4.1841	-4.0942	-4.1165	-0.012374	11520	1
IKBKB	-4.382	-4.0957	-3.7004	-0.014828	11521	1
PCOLCE2	-4.046	-4.0969	-4.175	-0.016236	11522	1
RHBDF2	-3.6831	-4.1003	-4.4326	-0.0079767	11523	1
SOWAHC	-4.0526	-4.1011	-4.1647	-0.017012	11524	1
OTUD6A	-4.257	-4.1072		-0.017595	11525	1
ZNF768	-4.3642	-4.1078		-0.015491	11526	1
SNRK	-4.3319	-4.1094		-0.010878	11527	1
LARP4	-4.2593	-4.1105	-3.9727	-0.011657	11528	1
ZNF195	-4.3757	-4.1115		-0.013716	11529	1
OXGR1	-4.2866	-4.1188	-3.9017	-0.012555	11530	1
CPNE3	-3.8755	-4.1227	-4.3979	-0.012902	11531	1
SERPINA1	-4.2624	-4.1303	-4.0306	-0.016709	11532	1
HHEX	-4.2461	-4.1305		-0.016051	11533	1
FOXN2	-4.1944	-4.1327		-0.014987	11534	1
TACC2	-4.3329	-4.1423		-0.014965	11535	1
C5orf56	-4.3592	-4.1551	-3.8714	-0.016023	11536	1
RPTOR	-4.274	-4.1559		-0.01745	11537	1
CIPC	-4.1275	-4.1594		-0.012242	11538	1
HSBP1L1	-4.241	-4.1599	-4.1528	-0.015031	11539	1
FAM57B	-4.2612	-4.16	-4.1625	-0.012885	11540	1
NKX3-1	-4.24	-4.1609	-4.1691	-0.013234	11541	1
PTAFR	-4.2195	-4.1636		-0.019584	11542	1
CD226	-4.2485	-4.1667		-0.014961	11543	1
BAG3	-3.9984	-4.1674	-4.2472	-0.011293	11544	1
NAPSB	-4.2127	-4.1718		-0.017478	11545	1
FTSJ3	-4.4471	-4.1818		-0.012228	11546	1
CADM4	-4.5282	-4.1826	-3.7297	-0.0084373	11547	1
RALGAPA2	-4.534	-4.1908	-3.7294	-0.011015	11548	1
C9orf78	-4.0284	-4.1936		-0.0113	11549	1
ZFP3	-4.6941	-4.1959	-3.5714	-0.010018	11550	1
RPS6KB2	-4.5022	-4.197	-3.7691	-0.01257	11551	1
SNRNP48	-4.3025	-4.2041		-0.014637	11552	1
PKD1P6-NPIPP1	-4.3818	-4.2079		-0.017413	11553	1
DNER	-4.1725	-4.2085	-4.3149	-0.012969	11554	1
HBP1	-4.4988	-4.2112		-0.013092	11555	1
FYN	-4.0666	-4.213	-4.3746	-0.014634	11556	1
LGALS4	-4.4942	-4.2134		-0.015765	11557	1
SAV1	-4.33	-4.2135	-4.1139	-0.014137	11558	1
SKA2	-4.4181	-4.2135	-3.9513	-0.017001	11559	1
FOS	-4.3965	-4.2139		-0.014027	11560	1
IRX5	-4.3011	-4.2153		-0.015217	11561	1
RNASEL	-4.3799	-4.2175	-4.0171	-0.01767	11562	1
EEF1A2	-4.3784	-4.2178		-0.015823	11563	1
ERICH2	-3.9733	-4.2179		-0.013712	11564	1
GSTK1	-4.3227	-4.2232	-4.1682	-0.014311	11565	1
CMBL	-4.3208	-4.2238	-4.0334	-0.015219	11566	1
CEP68	-4.2628	-4.2243		-0.018404	11567	1
CXCL16	-4.1692	-4.2278		-0.014294	11568	1
CAPN15	-4.4322	-4.2318	-3.9562	-0.01222	11569	1
DDX55	-4.618	-4.2348	-3.7084	-0.0077553	11570	1
LINC01088	-4.2805	-4.2383	-4.2412	-0.014268	11571	1
RASL11A	-4.5032	-4.2451	-3.9846	-0.013207	11572	1
MCM3AP-AS1	-4.467	-4.2481	-4.1581	-0.010049	11573	1
BRSK2	-4.6273	-4.2492	-3.7044	-0.0067816	11574	1
SPA17	-4.2259	-4.2541	-4.2654	-0.018428	11575	1
CXorf38	-4.4208	-4.2597		-0.012596	11576	1
MOGAT2	-4.428	-4.2634	-4.1173	-0.011698	11577	1
HYKK	-4.3126	-4.2659		-0.018016	11578	1
MGARP	-4.3877	-4.2695	-4.2407	-0.012268	11579	1
SERBP1	-4.4211	-4.2749		-0.019111	11580	1
DUSP1	-4.4984	-4.2789	-4.1394	-0.012556	11581	1
EIF3L	-4.3872	-4.281		-0.01628	11582	1
FAM221A	-4.4394	-4.2824		-0.013898	11583	1
IL18	-4.1152	-4.2831	-4.4386	-0.013004	11584	1
DARS	-4.1104	-4.2926		-0.012424	11585	1
PACSIN2	-4.4229	-4.2953	-4.1387	-0.016714	11586	1
EPCAM	-4.434	-4.2956	-4.2142	-0.017444	11587	1
OXER1	-4.1995	-4.302		-0.013577	11588	1
POMC	-4.5137	-4.3032	-4.054	-0.014368	11589	1
RPLP0P2	-4.1138	-4.3079		-0.01214	11590	1
EIF3E	-4.4667	-4.3207		-0.019759	11591	1
MED29	-4.0083	-4.3221		-0.012032	11592	1
EFNA2	-4.3383	-4.3227	-4.3213	-0.018473	11593	1
UTRN	-4.5652	-4.3233	-4.1393	-0.015805	11594	1
PXN	-4.4371	-4.3243	-4.1275	-0.01497	11595	1
LRRC46	-4.5428	-4.3287		-0.018213	11596	1
NES	-4.4273	-4.3295		-0.018127	11597	1
CAPRIN2	-4.3676	-4.3308		-0.019211	11598	1
SRRM3	-4.6011	-4.3345	-4.0593	-0.013273	11599	1
NRG2	-4.6298	-4.3361	-3.8663	-0.0093881	11600	1
LCA5	-4.5366	-4.338	-4.0587	-0.007433	11601	1
ARHGEF7	-4.6762	-4.3422	-3.9407	-0.0076139	11602	1
ELMOD3	-4.7564	-4.3424	-3.8261	-0.0074974	11603	1
SORBS3	-4.5874	-4.3459	-3.9829	-0.0096939	11604	1
TRIM67	-4.4883	-4.3515		-0.01826	11605	1
C9orf3	-4.7157	-4.3541	-3.9961	-0.0089117	11606	1
WARS2	-4.4629	-4.3552		-0.015579	11607	1
FSTL1	-4.6145	-4.3554	-3.9972	-0.011169	11608	1
PPP1R18	-4.3144	-4.3573	-4.385	-0.013553	11609	1
TRIM62	-4.5595	-4.3574		-0.015549	11610	1
SORBS1	-4.6344	-4.3592	-4.0678	-0.01015	11611	1
SPINK8	-4.476	-4.3611	-4.3599	-0.016418	11612	1
SVIP	-4.5146	-4.3613	-4.1751	-0.014815	11613	1
PDAP1	-4.6112	-4.3655		-0.013948	11614	1
DTD1	-4.4924	-4.3676	-4.2284	-0.016999	11615	1
PLEKHA4	-4.2926	-4.3706	-4.3987	-0.012786	11616	1
VAMP8	-4.3941	-4.3726	-4.1883	-0.0088056	11617	1
KRT3	-4.7784	-4.3735		-0.014869	11618	1
SPEF2	-4.5344	-4.3766	-4.2657	-0.012362	11619	1
TMEM61	-4.4035	-4.3767		-0.016314	11620	1
GABRA4	-4.5577	-4.3802	-4.2445	-0.013443	11621	1
AMOTL1	-4.5121	-4.383		-0.020889	11622	1
CTBP2	-4.3824	-4.3877	-4.4221	-0.014563	11623	1
ZFAS1	-4.4123	-4.3899		-0.015657	11624	1
AAMDC	-4.4684	-4.3935		-0.014552	11625	1
LOC220729	-4.5838	-4.3947	-4.1682	-0.0073357	11626	1
ACVR1	-4.6522	-4.3978	-4.2732	-0.014339	11627	1
PPIB	-4.2415	-4.4118	-4.4916	-0.011674	11628	1
ADGRG5	-4.7019	-4.4195		-0.015723	11629	1
SYNJ2BP	-4.4714	-4.4196		-0.019061	11630	1
ATP5S	-4.3942	-4.4216		-0.01817	11631	1
CABP7	-4.375	-4.4219	-4.3637	-0.012025	11632	1
HLA-F-AS1	-4.429	-4.4232		-0.012747	11633	1
DCN	-4.3737	-4.4232	-4.4781	-0.012818	11634	1
PRSS55	-4.5924	-4.4249		-0.017981	11635	1
C14orf177	-4.5979	-4.4307		-0.018102	11636	1
SPATA7	-4.6535	-4.4331		-0.019429	11637	1
SOX7	-4.6954	-4.4341	-4.3069	-0.014107	11638	1
PNPT1	-4.6707	-4.4367		-0.014008	11639	1
NFE2L2	-4.5278	-4.4408		-0.019217	11640	1
PRSS58	-4.8171	-4.4426		-0.015949	11641	1
SLC17A5	-4.5858	-4.4439		-0.015724	11642	1
LEPROT	-4.2951	-4.445		-0.013407	11643	1
UBA3	-4.6777	-4.4492	-4.2093	-0.0099758	11644	1
TAF1B	-4.5099	-4.45		-0.017859	11645	1
PKMYT1	-4.5343	-4.4557		-0.017031	11646	1
BANF1	-4.5265	-4.4583		-0.019412	11647	1
NAA16	-5.1139	-4.4636	-3.6439	-0.0076107	11648	1
EEF1D	-4.7013	-4.4656		-0.019713	11649	1
DCAF8L2	-4.6666	-4.4657	-4.289	-0.012443	11650	1
MIRLET7BHG	-4.6316	-4.4685	-4.341	-0.013216	11651	1
TEKT5	-4.5752	-4.4687		-0.017737	11652	1
BTN2A3P	-4.7666	-4.4744		-0.017045	11653	1
HLA-DPA1	-4.4717	-4.4755	-4.4436	-0.016084	11654	1
BPNT1	-4.4257	-4.4763		-0.016184	11655	1
SEC11C	-4.4757	-4.4874	-4.4432	-0.010727	11656	1
C22orf15	-4.7857	-4.4932		-0.018116	11657	1
ITFG2	-4.8393	-4.4953	-3.9592	-0.0094667	11658	1
TNFRSF12A	-4.5571	-4.4996	-4.4832	-0.020606	11659	1
CA5B	-4.2761	-4.5099		-0.011993	11660	1
FOXO1	-4.4964	-4.5121		-0.019217	11661	1
PRR16	-4.6685	-4.5125	-4.4367	-0.01247	11662	1
PPP4C	-4.734	-4.5139		-0.019631	11663	1
SEPT2	-4.1764	-4.521		-0.0098665	11664	1
MRPS5	-4.8384	-4.5236		-0.013282	11665	1
C6orf48	-4.6374	-4.5236		-0.019732	11666	1
NCOA3	-5.1786	-4.5347	-3.549	-0.0051839	11667	1
DAP3	-4.5188	-4.5352	-4.5713	-0.014684	11668	1
DDX24	-4.8079	-4.5392		-0.013309	11669	1
METRNL	-4.5298	-4.5446	-4.5489	-0.014889	11670	1
PCNA	-4.7629	-4.5458	-4.2584	-0.0094048	11671	1
ATF5	-4.4309	-4.5464		-0.014856	11672	1
PPP1R3D	-4.717	-4.5516	-4.3424	-0.017715	11673	1
HEBP2	-4.551	-4.5602	-4.5217	-0.015733	11674	1
ARID3B	-4.8084	-4.5628	-4.2278	-0.015398	11675	1
RNF212	-4.7073	-4.5713	-4.3414	-0.019535	11676	1
CHRM2	-4.7829	-4.5755	-4.368	-0.010948	11677	1
SLC8B1	-4.6812	-4.5931	-4.4675	-0.016894	11678	1
VIM	-4.5843	-4.5945	-4.5913	-0.012442	11679	1
TPCN1	-4.7907	-4.5992	-4.2948	-0.017943	11680	1
HIST1H1C	-4.8115	-4.6	-4.3242	-0.020188	11681	1
DHRS3	-4.6759	-4.6021	-4.497	-0.021236	11682	1
TRMT13	-4.8337	-4.6041		-0.017337	11683	1
KCNK12	-4.807	-4.6041	-4.3442	-0.0076923	11684	1
WDFY4	-3.9035	-4.6076	-5.1694	-0.0068151	11685	1
HCP5	-4.7485	-4.6113		-0.018798	11686	1
C15orf59	-4.6673	-4.6129	-4.5033	-0.01647	11687	1
NBPF3	-4.8514	-4.6174	-4.2697	-0.019662	11688	1
POLR2A	-4.8591	-4.6233		-0.01761	11689	1
SFXN5	-4.5613	-4.6307		-0.016483	11690	1
TRMT2B	-4.7469	-4.6334	-4.5953	-0.010617	11691	1
CHST11	-4.6368	-4.6335		-0.016561	11692	1
TANGO2	-4.7878	-4.6412	-4.4544	-0.012022	11693	1
COX20	-4.7446	-4.6545		-0.016062	11694	1
ZNF592	-4.8183	-4.655	-4.3884	-0.018171	11695	1
SYNE4	-4.6226	-4.6559	-4.8765	-0.0072542	11696	1
NEK1	-4.9477	-4.6563	-4.2476	-0.014632	11697	1
SLC4A9	-4.7958	-4.6587	-4.6494	-0.0088151	11698	1
ESM1	-4.9317	-4.6613	-4.4316	-0.012951	11699	1
MTM1	-4.5703	-4.6659	-4.7404	-0.016167	11700	1
RBM34	-4.8348	-4.6727		-0.017105	11701	1
STON1	-4.9658	-4.6905	-4.3359	-0.018602	11702	1
TDRD3	-5.0015	-4.6913	-4.3286	-0.0096062	11703	1
PPP2R2B	-4.9189	-4.6914	-4.3579	-0.016295	11704	1
CD74	-4.7885	-4.6915	-4.6531	-0.016153	11705	1
IL6R	-4.9421	-4.694	-4.4002	-0.017085	11706	1
FAM225B	-5.0351	-4.7025	-4.3703	-0.016196	11707	1
XRN2	-4.9834	-4.7046		-0.019608	11708	1
TNF	-5.0091	-4.7078	-4.4333	-0.012779	11709	1
FAM129A	-4.8258	-4.7154	-4.6022	-0.014654	11710	1
HNRNPA2B1	-4.8224	-4.7217		-0.020167	11711	1
ADM	-4.7557	-4.722	-4.6841	-0.014858	11712	1
WASHC2C	-5.0583	-4.7236	-4.2993	-0.013453	11713	1
STK10	-4.8023	-4.7247	-4.6451	-0.016076	11714	1
SLC7A7	-4.6139	-4.7298	-4.7952	-0.012024	11715	1
C12orf75	-3.9409	-4.7317	-5.7089	-0.0071769	11716	1
PATJ	-4.8739	-4.7478	-4.5224	-0.017638	11717	1
FAM155B	-4.763	-4.7483	-4.7203	-0.020323	11718	1
STX6	-5.0363	-4.7519	-4.3697	-0.012903	11719	1
HAVCR2	-4.3468	-4.7568	-5.0419	-0.010294	11720	1
CARD8	-4.9149	-4.7625		-0.020975	11721	1
LENG1	-5.0508	-4.7713		-0.012931	11722	1
HDGF	-5.0068	-4.7793		-0.018975	11723	1
AOAH	-4.934	-4.7797		-0.020195	11724	1
CYBA	-4.6753	-4.7813	-4.7702	-0.012393	11725	1
TSACC	-5.1148	-4.7871		-0.016993	11726	1
RPL23AP53	-5.0319	-4.7938		-0.018589	11727	1
SLC25A19	-4.8925	-4.8076	-4.7098	-0.018314	11728	1
ADCY8	-4.9854	-4.8141	-4.4995	-0.020459	11729	1
NPC2	-5.0121	-4.8214	-4.5765	-0.012616	11730	1
LAIR1	-4.7515	-4.8314		-0.014124	11731	1
CGNL1	-4.8251	-4.8348		-0.018869	11732	1
PHKA1	-4.9108	-4.8395		-0.020472	11733	1
CLPX	-5.2995	-4.8418		-0.0091577	11734	1
ASIP	-4.7021	-4.8456		-0.016403	11735	1
CTNNA1	-4.9599	-4.846	-4.7374	-0.010292	11736	1
FKBP5	-4.9086	-4.8476	-4.7508	-0.013957	11737	1
RPL23AP32	-4.8546	-4.8565		-0.014627	11738	1
SP110	-4.8365	-4.8589		-0.01699	11739	1
CCDC77	-4.7656	-4.8604		-0.014312	11740	1
ATPAF1	-4.8945	-4.8727	-4.8115	-0.020268	11741	1
PCTP	-4.9914	-4.8747	-4.7984	-0.013011	11742	1
CCL2	-5.0136	-4.8778	-4.7739	-0.018298	11743	1
CARD9	-5.1358	-4.8803	-4.4798	-0.016751	11744	1
SMOX	-4.7546	-4.8866		-0.014488	11745	1
CHD7	-5.0026	-4.887		-0.016337	11746	1
CMKLR1	-5.0161	-4.8967	-4.7489	-0.021721	11747	1
PLCD1	-4.9415	-4.8997		-0.018825	11748	1
SNHG17	-5.2006	-4.9037	-4.7183	-0.01532	11749	1
XKR8	-4.9901	-4.9066	-4.7125	-0.017976	11750	1
IFI30	-5.0519	-4.9132	-4.718	-0.014263	11751	1
PLA2R1	-5.1806	-4.9184	-4.6335	-0.0086074	11752	1
ALMS1P1	-4.9589	-4.9222	-4.825	-0.019367	11753	1
SETD7	-5.0559	-4.9513	-4.8907	-0.012964	11754	1
RPL4	-4.9888	-4.9518	-4.9642	-0.016168	11755	1
POU3F4	-5.1455	-4.9526	-4.8196	-0.013457	11756	1
KCNE4	-5.0428	-4.9615	-4.9218	-0.017144	11757	1
MAN1B1-AS1	-4.8302	-4.9619	-5.0425	-0.01033	11758	1
LINC01578	-5.2966	-4.9656	-4.5151	-0.01512	11759	1
ANXA2	-4.7672	-4.9673	-5.0033	-0.010095	11760	1
TYW1B	-5.2805	-4.973		-0.016716	11761	1
DAB2	-5.3127	-4.9837	-4.7396	-0.018776	11762	1
EBI3	-4.7907	-4.9888	-5.0992	-0.010475	11763	1
SRGN	-5.2444	-4.9907		-0.020765	11764	1
PNPLA1	-5.3175	-4.9984		-0.019005	11765	1
DDX59	-5.0237	-4.9989		-0.017689	11766	1
ALMS1	-5.1839	-5.005		-0.01765	11767	1
ASIC1	-5.2124	-5.0098		-0.01963	11768	1
HLA-DMA	-5.1512	-5.0186	-4.8174	-0.014025	11769	1
WASHC5	-5.2969	-5.023		-0.015245	11770	1
HDHD3	-5.3542	-5.0249		-0.017494	11771	1
LRRC23	-5.3208	-5.0298		-0.019561	11772	1
PPP1R16B	-5.441	-5.0306	-4.4554	-0.010122	11773	1
VASP	-5.1393	-5.0308		-0.020493	11774	1
ANXA5	-5.0821	-5.0333		-0.02262	11775	1
ERP29	-5.2051	-5.0419		-0.021399	11776	1
LIMK2	-5.0887	-5.0433	-5.0321	-0.021856	11777	1
NFKBIZ	-5.2859	-5.0577	-5.0186	-0.016329	11778	1
RASSF4	-5.3666	-5.0634	-4.6137	-0.011167	11779	1
ELK3	-5.1271	-5.0655		-0.021758	11780	1
CCDC146	-5.1017	-5.068	-5.1081	-0.011943	11781	1
GUCD1	-5.1828	-5.0712		-0.019033	11782	1
PABPC3	-5.1294	-5.0774		-0.021022	11783	1
ZC3H12A	-5.4008	-5.0797	-4.8129	-0.014738	11784	1
RPLP0	-5.0171	-5.0807		-0.016856	11785	1
TRAK2	-5.1999	-5.086	-5.1074	-0.013911	11786	1
RPL22L1	-5.2541	-5.0861		-0.018991	11787	1
SERTAD1	-5.262	-5.0862		-0.020526	11788	1
LRRC8C	-5.3587	-5.0875	-4.858	-0.01305	11789	1
RSPO2	-5.3464	-5.0884	-4.674	-0.010349	11790	1
S100A10	-4.8542	-5.0905	-5.3535	-0.010783	11791	1
ZNF853	-5.2933	-5.0959	-4.7937	-0.015008	11792	1
ENOX2	-4.8225	-5.125		-0.013078	11793	1
SHISAL2A	-5.4874	-5.1315		-0.019903	11794	1
CLEC2D	-5.1538	-5.1405		-0.01296	11795	1
ANKRD18CP	-5.3776	-5.1432	-4.7648	-0.01852	11796	1
GINM1	-5.0134	-5.1497		-0.016157	11797	1
ABTB2	-5.2259	-5.1534	-5.1191	-0.015505	11798	1
BCL2L11	-5.3164	-5.1553	-4.9745	-0.01774	11799	1
PIP5KL1	-5.4259	-5.1572	-5.0393	-0.01309	11800	1
CNTLN	-5.3467	-5.1577	-4.858	-0.018711	11801	1
CEP97	-5.6393	-5.1643	-4.5673	-0.012219	11802	1
TXLNGY	-5.3627	-5.1644	-4.9056	-0.016379	11803	1
CMPK1	-5.2977	-5.1768	-5.0464	-0.011185	11804	1
IFI16	-5.0778	-5.1773		-0.014389	11805	1
FBXO42	-5.4501	-5.1793		-0.016769	11806	1
RWDD1	-5.3502	-5.188	-4.9217	-0.015137	11807	1
RBM39	-5.3146	-5.1909	-4.9585	-0.019396	11808	1
CHMP4C	-5.6542	-5.1954		-0.020524	11809	1
SAFB2	-5.5932	-5.1962		-0.015146	11810	1
GAS6	-5.5042	-5.2027	-4.7717	-0.0097382	11811	1
ZNF300	-5.3368	-5.2122		-0.017439	11812	1
USP54	-5.5353	-5.2172	-4.9571	-0.013763	11813	1
TNS2	-5.3068	-5.2313		-0.019064	11814	1
KIAA1211	-5.1428	-5.2328	-5.251	-0.01651	11815	1
UBE2G1	-5.4728	-5.2353	-4.9725	-0.014114	11816	1
HLA-DRB3	-5.2255	-5.2361	-5.2111	-0.017039	11817	1
ABHD5	-5.4023	-5.2419		-0.016975	11818	1
COQ2	-5.4696	-5.2514		-0.017729	11819	1
FAM89A	-5.3099	-5.2681	-5.2333	-0.01478	11820	1
PLEKHA8	-5.3511	-5.2764	-5.2302	-0.013182	11821	1
SDHC	-5.5078	-5.2764	-5.1039	-0.012889	11822	1
OR2L2	-5.5073	-5.2767	-4.9369	-0.011093	11823	1
PSMB8	-5.4055	-5.2851		-0.022874	11824	1
CCDC88A	-5.518	-5.2868		-0.01761	11825	1
PARP14	-5.1467	-5.3011		-0.01515	11826	1
RANBP1	-5.4197	-5.3017		-0.016471	11827	1
ARHGAP27	-5.386	-5.3025	-5.2775	-0.019294	11828	1
CTDSP1	-5.6177	-5.3154	-5.1404	-0.013907	11829	1
IL10RB	-5.8591	-5.3241		-0.02009	11830	1
ANKRD18A	-5.4819	-5.3275	-5.1915	-0.018554	11831	1
LGALS9C	-5.3557	-5.3331	-5.2471	-0.012202	11832	1
C10orf105	-5.2554	-5.3776	-5.4695	-0.016001	11833	1
ORAI3	-5.8103	-5.3803		-0.018345	11834	1
CTTNBP2	-5.9046	-5.399	-4.8739	-0.011161	11835	1
INPP5D	-5.6832	-5.4221	-5.1431	-0.023865	11836	1
ETFRF1	-5.1251	-5.4257	-5.6582	-0.012308	11837	1
PRSS56	-5.5727	-5.4317	-5.4055	-0.013446	11838	1
ZNF157	-5.674	-5.4328		-0.017998	11839	1
NBPF1	-5.6715	-5.4333		-0.021071	11840	1
ALPK1	-5.7635	-5.4341	-5.1704	-0.021622	11841	1
SMOC1	-5.5713	-5.437		-0.012795	11842	1
RASSF8	-5.5415	-5.4382	-5.2748	-0.021164	11843	1
PSMD6	-5.6506	-5.4422	-5.3462	-0.013552	11844	1
MCM7	-5.529	-5.4425	-5.2733	-0.015511	11845	1
FGL2	-5.2475	-5.4521	-5.5978	-0.013627	11846	1
HCLS1	-5.8145	-5.4644	-5.2452	-0.023119	11847	1
LOC101928370	-5.2156	-5.4804		-0.013016	11848	1
SCAF11	-6.05	-5.4811	-4.7487	-0.01329	11849	1
RAI14	-5.6212	-5.4814		-0.019425	11850	1
NECAP2	-5.4414	-5.4904	-5.4856	-0.016063	11851	1
LXN	-5.4575	-5.4928	-5.4893	-0.018758	11852	1
IL17RE	-5.8419	-5.5183	-5.3166	-0.013907	11853	1
MFNG	-5.8298	-5.528		-0.021454	11854	1
TAP2	-5.6294	-5.5332	-5.3234	-0.016353	11855	1
ANKRD13A	-5.9843	-5.5358	-5.0455	-0.013386	11856	1
MAML3	-5.8505	-5.5377	-5.1986	-0.018547	11857	1
CYFIP1	-5.7623	-5.5441	-5.1923	-0.021158	11858	1
PDCD5	-5.6026	-5.5484	-5.4288	-0.01212	11859	1
FGD4	-5.5116	-5.5663	-5.5043	-0.014788	11860	1
CXCL1	-5.4636	-5.5691		-0.015981	11861	1
COQ10B	-5.8684	-5.5704	-5.3405	-0.012756	11862	1
MICA	-5.6466	-5.5759	-5.5956	-0.017825	11863	1
OR7E156P	-5.715	-5.5767		-0.022656	11864	1
CCZ1	-5.6386	-5.5777		-0.020738	11865	1
FAM167A-AS1	-5.5035	-5.5834	-5.5931	-0.016566	11866	1
SIM2	-5.9532	-5.5907		-0.020872	11867	1
CPVL	-5.999	-5.6046	-5.3424	-0.020207	11868	1
PPARD	-5.6047	-5.6052	-5.5659	-0.012158	11869	1
ZNF101	-5.9019	-5.6077		-0.019639	11870	1
MGC70870	-5.8629	-5.6161		-0.017265	11871	1
PLCG2	-5.6383	-5.6345	-5.5597	-0.014871	11872	1
ITGB1	-5.7839	-5.6364	-5.4819	-0.016608	11873	1
LRP8	-5.9145	-5.6366	-5.1511	-0.012309	11874	1
GRM4	-5.7955	-5.6391	-5.4816	-0.019515	11875	1
IL17RA	-5.7313	-5.6409	-5.4345	-0.01554	11876	1
FGD2	-6.0898	-5.6596		-0.016268	11877	1
GUCA2B	-5.8054	-5.6842	-5.5654	-0.011358	11878	1
CMTM3	-5.4134	-5.6865	-5.8835	-0.010534	11879	1
CFLAR	-5.7816	-5.6917	-5.6846	-0.018168	11880	1
NCF1C	-5.898	-5.6927		-0.016794	11881	1
ANO6	-5.8762	-5.7168	-5.5297	-0.024337	11882	1
RARG	-6.1133	-5.7201		-0.017718	11883	1
WSCD1	-5.6274	-5.7226	-5.7542	-0.016484	11884	1
GS1-124K5.11	-6.0495	-5.7331	-5.3999	-0.012156	11885	1
LILRA4	-6.0654	-5.7384	-5.5633	-0.015496	11886	1
ATRAID	-5.7997	-5.7398		-0.022635	11887	1
CASKIN2	-5.867	-5.748		-0.02338	11888	1
PI4K2A	-5.8213	-5.7516	-5.826	-0.011102	11889	1
PTTG1IP	-5.6136	-5.7552	-5.8045	-0.012761	11890	1
SINHCAF	-5.9881	-5.7661		-0.022628	11891	1
MYD88	-5.918	-5.7791		-0.021167	11892	1
ABCD2	-6.0599	-5.8014	-5.3576	-0.011712	11893	1
EEF1A1	-5.9997	-5.8102	-5.6969	-0.018916	11894	1
LRRC49	-5.9961	-5.8265	-5.4722	-0.0086172	11895	1
KCTD3	-6.1837	-5.8307	-5.419	-0.019135	11896	1
MINDY2	-5.8955	-5.8405		-0.020288	11897	1
SYT6	-6.048	-5.8458	-5.717	-0.017919	11898	1
DUS1L	-6.0553	-5.8666	-5.8047	-0.011728	11899	1
FAM71E1	-5.9855	-5.8666	-5.7818	-0.011294	11900	1
MYL12A	-6.1141	-5.909		-0.024086	11901	1
SUGT1	-5.7523	-5.9332		-0.014847	11902	1
PLAUR	-6.5161	-5.9349	-5.5958	-0.018852	11903	1
MUC1	-6.3752	-5.9373		-0.016635	11904	1
HK2	-5.669	-5.9563	-6.173	-0.013011	11905	1
ITGB2	-6.3486	-5.969	-5.7463	-0.013923	11906	1
ZNF300P1	-6.0098	-6.008		-0.021937	11907	1
VAV3	-5.9342	-6.0095	-6.2038	-0.011692	11908	1
PARP4	-6.2567	-6.0494		-0.021427	11909	1
BEND7	-6.2715	-6.0587	-5.7112	-0.023204	11910	1
VSIR	-6.0068	-6.0613		-0.015312	11911	1
ANP32D	-6.2835	-6.0615	-5.6608	-0.021663	11912	1
NDUFS4	-6.2544	-6.0648		-0.017878	11913	1
PLCXD2	-6.6102	-6.0684	-5.8042	-0.019217	11914	1
SETD3	-6.2198	-6.0789	-5.8795	-0.023692	11915	1
HAUS1	-6.3976	-6.0869		-0.020236	11916	1
NDUFAF2	-6.235	-6.0923	-5.8678	-0.019909	11917	1
ATP5F1C	-6.3039	-6.1034		-0.023194	11918	1
TAP1	-6.2805	-6.1242	-6.0089	-0.019063	11919	1
MCM5	-6.3142	-6.1517		-0.017971	11920	1
ITPKC	-6.4986	-6.1734	-5.5368	-0.011113	11921	1
FOXA2	-6.7649	-6.1769		-0.020659	11922	1
TXNDC15	-6.4275	-6.189		-0.017933	11923	1
LTV1	-6.4417	-6.1901	-6.0557	-0.016816	11924	1
ABHD4	-6.4467	-6.2295		-0.015898	11925	1
HNRNPA1L2	-6.4459	-6.2331	-5.9762	-0.0099944	11926	1
HLA-F	-6.6841	-6.2345		-0.019353	11927	1
HNRNPUL1	-6.5649	-6.2498		-0.022209	11928	1
EYA4	-6.2596	-6.2542	-6.2564	-0.011034	11929	1
CTSC	-6.7252	-6.282	-5.5954	-0.010591	11930	1
USP3	-6.5507	-6.2824	-5.8911	-0.023014	11931	1
BTN2A2	-6.5136	-6.287	-5.9423	-0.01802	11932	1
REST	-6.2047	-6.3018		-0.016917	11933	1
DENND4C	-6.6992	-6.3068	-5.8424	-0.016801	11934	1
SLC39A7	-6.5891	-6.3207		-0.016005	11935	1
OR7E24	-6.6108	-6.3613	-6.066	-0.022199	11936	1
LPXN	-6.5597	-6.3674		-0.02151	11937	1
BTF3	-6.5891	-6.3979		-0.020815	11938	1
CDH20	-6.387	-6.4051		-0.023137	11939	1
CMC4	-6.5624	-6.4138	-6.2191	-0.020662	11940	1
LARP7	-6.7228	-6.4199		-0.02408	11941	1
MICB	-6.4787	-6.4314	-6.4699	-0.017733	11942	1
SBDS	-6.5556	-6.4349		-0.019672	11943	1
TBL1X	-6.687	-6.4576	-6.1509	-0.024154	11944	1
MTFR1	-6.5713	-6.4692	-6.3653	-0.016496	11945	1
ADAM15	-6.5346	-6.4823		-0.019913	11946	1
