gene	DK_PLS2_matchedX	DK_PLS1_dCTonly_matchedX
C1QL3	3.74143	0.189118
C1QTNF12	1.88218	1.05579
C1QTNF2	0.472388	0.0091395
C1R	3.30318	0.379035
C1RL	1.99381	2.46272
C1S	4.35439	0.85612
C1orf115	3.15871	1.95807
C1orf122	-0.963513	-2.25613
C1orf162	-2.07545	-0.383951
C1orf167	2.97999	4.03577
C1orf194	0.0117922	-0.907196
C1orf21	-1.85789	-2.33205
C1orf220	-0.0982026	-1.28985
C1orf226	-1.06943	-2.73667
C1orf50	0.0992783	-1.62776
C1orf52	-0.0432091	-1.34288
C1orf54	-4.06113	-4.08876
C1orf61	-1.70705	-2.22231
C1orf74	4.12959	2.66512
C2	-1.90251	-2.61566
C20orf27	1.85807	-1.03702
C21orf2	2.43602	0.201142
C21orf58	0.363863	1.49914
C21orf91	-2.09505	-0.213873
C22orf23	-0.548257	-1.63509
C22orf39	0.376359	-1.38301
C2CD2	1.73744	1.73331
C2CD2L	2.62188	0.174506
C2CD3	-0.384277	1.48038
C2CD4C	5.07183	0.0929584
C2CD5	0.363136	1.45362
C2orf27A	2.1549	2.36442
C2orf40	1.94773	1.4842
C2orf54	-0.943741	0.000155539
C2orf68	-2.55034	-1.18483
C2orf69	2.66262	-0.615947
C2orf73	0.808688	-0.611132
C2orf74	0.416118	-0.979552
C2orf80	2.29012	-0.738907
C2orf88	-2.74337	-1.76413
C3	-3.11891	-3.40971
C3orf14	0.977718	-1.10435
C3orf18	1.68002	2.5362
C3orf35	-0.496784	1.48241
C3orf38	-1.01446	0.161708
C3orf58	2.88718	3.76921
C3orf70	-0.864671	-1.59722
C3orf80	6.19011	4.4708
C4orf3	-6.9378	-0.996566
C4orf33	-4.85374	0.318851
C4orf45	3.71426	0.515205
C5	0.290792	-0.711662
C5orf24	-2.36719	-0.0112265
C5orf30	6.42205	3.76064
C5orf49	2.13097	-0.940946
C5orf56	-4.05703	-2.28067
C5orf58	-2.82176	-2.37102
C5orf64	-1.51404	-0.943514
C6orf106	1.74278	2.53314
C6orf118	-2.52561	-2.91354
C6orf136	1.93539	2.40771
C6orf141	-0.355907	-1.90242
C6orf47	-2.77913	0.927324
C6orf52	0.940793	-1.10316
C7orf13	-0.149347	-1.52018
C7orf57	-1.44655	-0.522607
C8orf31	-0.239867	1.35183
C8orf33	0.579798	-0.305668
C8orf34	-2.01407	-2.48757
C8orf44	1.14493	0.243992
C8orf46	3.28589	0.764576
C8orf82	0.401632	-0.59625
C9orf116	0.378766	-0.293358
C9orf24	1.63227	1.70018
C9orf3	-4.48545	0.0526522
C9orf72	1.37568	2.63875
CA10	5.23517	1.16002
CA11	4.35229	-0.197154
CA12	-7.71266	-4.55496
CA13	2.16441	2.84177
CA14	-0.985282	-0.226964
CA2	-3.49453	-1.97992
CA4	6.20507	2.89003
CA5A	-1.38687	-0.841251
CA5B	-5.48596	-5.2082
CA7	1.33954	2.11152
CA8	-1.91792	-2.42404
CAB39	1.31079	1.97241
CAB39L	-0.771799	0.771011
CABCOCO1	-1.82729	-2.60234
CABLES1	-1.80568	-1.78204
CABLES2	3.38944	4.28818
CABP1	1.09317	1.90348
CABP7	-4.21045	-4.68008
CABYR	3.25072	0.889888
CACHD1	-1.69618	-2.39178
CACNA1A	-1.08132	0.992622
CACNA1B	3.10308	3.01045
CACNA1C	0.682396	1.84298
CACNA1E	-3.32193	-3.82299
CACNA1F	0.737388	-0.656986
CACNA1G	2.68047	3.43075
CACNA1H	-0.675129	-2.26602
CACNA1I	0.0181504	1.21661
CACNA2D1	1.82695	0.809907
CACNA2D2	1.85213	2.46003
CACNA2D3	4.41295	4.34427
CACNB2	8.79926	4.12719
CACNB3	1.21347	0.412411
CACNB4	0.4684	1.59934
CACNG1	-0.836638	-2.00234
CACNG2	3.1528	3.59837
CACNG3	2.764	-0.161771
CACNG4	-3.62947	-4.10941
CACNG6	2.34043	1.52616
CACNG8	2.42524	3.14313
CACUL1	0.623207	-1.29745
CADM1	-0.203921	-1.50524
CADM3	-1.05028	-1.96239
CADM4	-3.76683	-0.225932
CADPS	0.604594	0.419987
CADPS2	0.745007	1.74141
CALB1	2.38022	-0.0155189
CALB2	0.138182	-0.930897
CALCOCO1	3.53759	3.60485
CALCRL	1.80125	1.35645
CALD1	-1.40979	-2.49358
CALHM1	3.60637	2.47799
CALHM2	6.10636	1.89389
CALHM6	-0.216089	-1.45841
CALM3	3.02435	-0.792213
CALML3	2.72986	3.57831
CALML4	-1.28186	-0.591967
CALN1	-5.87771	-3.52203
CAMK1	-0.988833	0.119187
CAMK1D	1.69163	2.48817
CAMK1G	6.1625	4.23949
CAMK2A	1.5429	1.56415
CAMK2D	1.15839	-0.734697
CAMK2G	-1.01737	0.877245
CAMK2N1	1.09692	0.244261
CAMK2N2	-2.91496	-2.56351
CAMK4	3.23385	1.98053
CAMKK1	1.85972	2.24948
CAMKK2	6.38002	5.57724
CAMKV	2.38122	-0.0518933
CAMLG	2.63095	-0.0145581
CAMSAP1	-0.419245	-1.11058
CAMTA1	1.42407	2.17048
CAMTA2	-1.61891	0.841914
CANX	4.4592	-0.130892
CAP1	1.60956	-0.753862
CAP2	0.937024	0.855399
CAPG	0.259436	-1.26069
CAPN12	1.6521	0.381889
CAPN15	-4.15204	-0.70691
CAPN3	-1.36251	-0.241628
CAPN7	-1.7166	0.33135
CAPS2	4.35822	4.9984
CAPSL	-0.588181	-2.31713
CAPZB	-3.24826	-3.32878
CARD14	-2.67001	-1.54836
CARD17	-1.04735	-2.01893
CARD19	-0.717393	0.534189
CARD9	-4.04336	-1.43346
CARMIL3	0.40217	-1.49911
CARNS1	-0.16332	0.452528
CARTPT	4.46749	2.07578
CASC10	1.43007	-0.0173056
CASC15	1.51259	2.31971
CASK	1.87689	-0.818162
CASP1	-2.69461	-3.20137
CASP3	-0.126931	1.47382
CASP5	-2.41509	-4.24876
CASP6	-1.95844	-2.5191
CASP8AP2	2.18156	3.28872
CASQ1	5.80593	3.47545
CAST	1.0059	1.90136
CASTOR1	-1.215	-1.88933
CASTOR2	-0.9385	0.248568
CAV2	-0.157976	0.0472981
CAVIN1	-1.50558	-0.367473
CAVIN3	-3.94903	-4.87522
CBFA2T3	3.36026	1.39386
CBFB	-4.306	-4.23879
CBLN1	6.44302	2.72657
CBLN2	4.31869	3.53658
CBLN4	2.05626	1.23331
CBWD1	-1.21663	0.601446
CBWD5	0.835242	1.75578
CBX5	-0.607823	0.346995
CBX7	1.36927	2.96074
CC2D2A	-2.59474	-3.16043
CC2D2B	-2.12757	-2.61555
CCBE1	-0.0649743	-2.01595
CCDC102B	3.15525	2.32456
CCDC103	0.960174	-1.17955
CCDC110	3.422	2.47042
CCDC112	1.73455	-1.30843
CCDC115	2.30426	3.49094
CCDC12	4.1525	4.37948
CCDC120	-0.0478405	0.238671
CCDC121	-1.52391	-1.45246
CCDC122	-4.76251	-1.91031
CCDC126	1.06335	2.00496
CCDC130	0.00972776	1.31786
CCDC136	-2.7488	-0.0421928
CCDC138	-1.1927	0.546253
CCDC14	1.12986	1.87166
CCDC144B	-0.0237972	1.07933
CCDC146	-5.3714	-0.359186
CCDC148	0.198963	-0.968186
CCDC151	-1.0734	-0.0955435
CCDC152	-3.46747	-3.2177
CCDC153	-0.48917	-1.53712
CCDC158	2.50763	1.2161
CCDC160	-1.19799	-1.20498
CCDC167	1.29358	-0.979064
CCDC171	-1.62156	-2.01761
CCDC173	-1.64313	-1.9728
CCDC177	0.813824	2.21571
CCDC181	-1.29254	0.650447
CCDC184	2.22128	2.76796
CCDC186	0.828739	1.7367
CCDC189	0.470918	-1.43391
CCDC191	-2.07034	-2.42566
CCDC24	1.86777	0.0777617
CCDC25	0.91979	1.42248
CCDC28A	1.1143	-0.986188
CCDC3	6.13557	2.87443
CCDC39	0.0310744	1.32985
CCDC47	1.35289	2.02014
CCDC57	0.352591	1.65284
CCDC58	-3.02595	0.542211
CCDC59	-0.897916	-0.530107
CCDC6	0.467412	-1.47577
CCDC65	-1.3776	-0.496633
CCDC68	5.01178	1.80238
CCDC71L	1.50393	0.27566
CCDC77	-5.20944	-5.16897
CCDC78	0.00469445	1.3842
CCDC8	-2.1618	-2.60357
CCDC80	0.167769	0.342206
CCDC82	0.185367	1.42765
CCDC84	0.147064	1.44239
CCDC85A	5.12281	2.748
CCDC85C	-1.21958	-2.13201
CCDC88B	-3.06737	-1.88788
CCDC90B	-4.12013	-3.17068
CCDC91	-2.72123	-2.41008
CCDC92	-0.131852	0.208952
CCDC96	0.109443	1.76948
CCEPR	0.314086	-0.532349
CCER2	1.02703	2.03505
CCIN	-1.3	-2.15791
CCK	7.99482	3.8661
CCKBR	6.4195	2.64721
CCL19	-5.01468	-5.79853
CCL2	-4.50839	-4.04516
CCL27	-0.222031	1.45918
CCL28	0.359227	-1.10028
CCM2	1.06639	1.60866
CCNA1	2.16731	0.22782
CCNB1	0.394295	0.842524
CCNB1IP1	0.486722	1.81768
CCND1	-2.52728	-1.63382
CCND2-AS1	-0.0851621	0.887098
CCNE1	1.2454	1.94168
CCNE2	-1.94091	-0.385996
CCNG2	1.01607	1.85228
CCNH	0.472711	-1.44845
CCNI	2.86739	3.32439
CCNL1	-2.44338	-0.775338
CCNL2	3.19878	2.38357
CCNO	-0.173565	1.5774
CCNQ	1.12784	-0.50065
CCNT1	-0.282808	1.30592
CCNY	0.86643	-1.02442
CCNYL1	7.45534	2.91152
CCR1	-2.60071	-2.69396
CCR10	-0.118017	1.55209
CCR5	-0.784772	-1.69913
CCSER1	5.25959	4.69405
CCSER2	0.785002	-0.593862
CCT5	1.97196	-0.508223
CCT6B	-0.684322	-1.9635
CCZ1	-4.99531	-3.40161
CCZ1P-OR7E38P	-5.31548	-4.86146
CD14	-2.16821	-2.90237
CD151	0.0146861	-1.31081
CD163	-2.13359	-2.67011
CD163L1	0.308628	0.96344
CD164	0.815434	0.165891
CD200	2.07287	0.881652
CD226	-4.02907	-3.92547
CD24	-0.0499433	-1.33482
CD244	-1.81254	-3.35202
CD247	0.188323	-0.0274353
CD248	-0.137815	-1.03647
CD274	0.706366	1.91184
CD320	-0.600132	0.323341
CD33	-1.95023	-2.4977
CD38	1.14371	0.655149
CD3G	3.62389	3.69218
CD44	-3.34858	-3.32736
CD52	-0.0426119	-1.09993
CD53	3.94397	1.31857
CD58	-0.733033	-2.10356
CD59	0.235155	0.68625
CD6	5.18151	2.06186
CD63	2.7422	-0.467166
CD68	-3.28713	-3.08765
CD74	-5.16307	-5.35124
CD81	0.380107	-1.62349
CD83	4.87802	0.737982
CD84	-5.95155	-4.99302
CD8A	-0.641293	-1.66319
CD8B	-0.875145	-0.422923
CD9	-1.36682	-0.580422
CD99	-3.48633	-3.97885
CD99L2	1.62297	2.33879
CDADC1	-1.25613	1.29228
CDC14A	0.339279	-0.571665
CDC27	2.49658	0.231875
CDC34	2.46658	0.402269
CDC40	5.51504	3.61903
CDC42	0.346511	-1.40677
CDC42BPA	2.10276	2.51881
CDC42BPB	0.76652	-0.696896
CDC42EP3	3.64255	4.51081
CDC42EP4	-0.20565	-1.09649
CDC42P3	-0.989373	-2.18322
CDC42SE1	-0.351548	0.713939
CDC42SE2	6.389	0.734365
CDC6	4.99754	2.28576
CDCA5	4.45062	3.82527
CDCA7	0.776985	-0.632349
CDCA8	2.23896	3.24567
CDH10	7.23824	0.971694
CDH11	-0.923385	-2.53874
CDH12	-0.703102	0.408752
CDH13	2.35086	1.29451
CDH18	6.75599	5.01652
CDH2	-0.720337	-0.25456
CDH22	2.97063	1.88181
CDH3	-0.0585987	-0.559902
CDH4	0.167614	-1.30484
CDH6	1.37451	1.25219
CDH7	1.12656	1.93776
CDH8	3.51227	0.186365
CDH9	5.07676	1.04265
CDHR1	0.140601	-0.912782
CDIPT	4.0269	3.19566
CDK11A	1.20497	2.0824
CDK13	-0.559828	1.00185
CDK14	-1.1737	0.470182
CDK17	1.13295	0.0722025
CDK18	-0.04485	0.43276
CDK19	-2.6151	-1.0979
CDK20	3.9797	1.79738
CDK2AP1	-2.02892	-0.94682
CDK5RAP2	-4.84223	-2.97428
CDKL1	5.03246	5.11274
CDKL5	3.22409	2.95392
CDKN1B	0.179869	1.76682
CDKN1C	-0.659582	-0.535677
CDKN2A	2.18716	2.7696
CDKN2AIP	-0.954299	0.416427
CDKN2AIPNL	0.674678	-1.48446
CDKN2C	-2.14101	-1.06067
CDKN2D	3.57768	-0.287341
CDO1	1.21184	-0.807658
CDR2	-0.429018	0.460764
CDR2L	-2.25015	0.509144
CDS1	-0.446538	1.04908
CDS2	-0.0665484	-0.0411783
CDT1	2.69675	2.36782
CDYL2	5.45144	3.50153
CEACAM19	-0.336573	1.29966
CEBPA	2.0351	-0.725512
CEBPD	0.0296289	-0.142245
CELF1	0.505598	0.890296
CELF2	0.582227	1.87974
CELF3	0.178264	-0.943186
CELF4	5.6254	1.29859
CELF5	2.76487	-0.41626
CELF6	1.09002	-0.229518
CELSR3	2.25002	3.06758
CEMIP	1.96261	2.69065
CEND1	-1.18138	0.732986
CENPBD1	-0.281715	1.26787
CENPC	-0.782983	-0.00371179
CENPF	1.52333	0.472501
CENPJ	-2.3699	-0.0848165
CENPN	-0.13199	-0.333554
CENPP	0.538996	-1.04509
CENPS	0.813575	-0.67271
CENPVL3	0.740939	-1.6269
CENPW	0.0921082	-1.4663
CEP104	-2.9903	-1.00722
CEP112	-0.127704	0.444526
CEP120	-0.642768	1.04616
CEP126	0.781423	0.391611
CEP135	-1.39554	0.678822
CEP152	-3.12354	0.516177
CEP162	-1.25061	-0.167833
CEP170B	2.78491	-0.21567
CEP192	0.141455	1.7085
CEP290	4.03235	5.00802
CEP295	-0.151009	0.715541
CEP350	-1.20157	1.04365
CEP44	-0.321114	1.49043
CEP57	0.515064	1.84079
CEP70	-0.416756	-1.39824
CEP72	1.8634	-0.288356
CEP76	-1.70257	0.260926
CEP83	-1.19706	-2.0742
CEP85L	-0.441949	1.70986
CEP89	-1.23634	-1.99367
CEP95	-0.322222	1.40579
CEP97	-5.73533	-0.835229
CERK	-2.72374	0.637978
CERS1	0.778858	-0.994259
CERS2	-1.28971	-0.517242
CERS4	2.95244	0.858583
CERS6	6.34041	3.53829
CES4A	1.55906	-0.286676
CES5A	-0.450191	-2.02351
CETN2	2.38419	-1.07928
CETN3	-1.46083	-2.06237
CFAP20	1.68537	1.50492
CFAP221	0.594351	1.80743
CFAP43	-1.4388	-2.12775
CFAP44	0.140833	-1.68424
CFAP52	2.92821	0.934424
CFAP58	-1.8576	-2.43196
CFAP58-AS1	0.900421	0.642481
CFAP61	-2.66936	-3.17296
CFAP65	0.217284	1.35772
CFAP69	1.7377	2.74245
CFAP70	-0.981869	-1.74841
CFAP73	-1.1728	-2.04413
CFAP97	1.46433	0.15705
CFD	-1.43433	-2.30983
CFL2	0.421473	1.47899
CFLAR	-5.65803	-5.2568
CFP	0.0383002	0.574798
CGREF1	2.04798	-0.882372
CH25H	-2.89701	-3.92654
CHAC1	0.315501	1.17362
CHADL	-1.7499	-0.395568
CHAF1A	0.710908	1.8663
CHAF1B	2.42981	0.960805
CHCHD10	0.8103	1.48659
CHCHD4	1.31769	1.09163
CHCHD5	-1.70192	-2.34144
CHCHD6	5.67386	-0.228648
CHCHD7	-0.874977	-1.83985
CHD1	-2.05085	-0.280024
CHD1L	-3.07604	-0.811719
CHD3	-1.21831	-2.05731
CHD6	4.08637	3.61705
CHD9	2.49487	3.27593
CHDH	-0.719048	-1.40539
CHEK1	-0.246075	-0.450056
CHEK2	0.303876	0.789305
CHEK2P2	0.443447	0.6019
CHFR	-1.10147	0.368847
CHGA	1.23504	2.10623
CHI3L1	2.31109	2.33924
CHIC1	-0.0612335	1.33882
CHID1	4.35482	-0.165557
CHL1	6.21613	2.14195
CHML	5.99275	4.66809
CHMP1A	2.10334	-0.506034
CHMP1B	0.0436983	-1.60341
CHMP2A	0.157066	-1.50902
CHMP4A	0.549402	-1.16936
CHMP4B	4.28967	1.68723
CHN1	5.85399	5.03259
CHN2	2.41297	2.92618
CHODL	-0.371412	-1.00856
CHP1	0.758601	-0.898271
CHP2	-0.611598	-1.37212
CHPT1	2.36936	0.526088
CHRD	2.26227	2.4463
CHRDL1	2.33114	-0.160325
CHRM1	4.18169	3.94595
CHRM2	-3.99054	-0.436891
CHRM3	9.14252	4.10793
CHRNA2	4.14809	5.12615
CHRNA3	-4.09741	-4.51711
CHRNA4	1.48788	0.721628
CHST1	4.3765	-0.140835
CHST11	-3.94017	-4.48539
CHST12	-2.7562	0.0458648
CHST14	-2.92144	-4.02107
CHST15	1.95668	0.845069
CHST2	0.0437844	0.661513
CHST7	1.12664	-0.408122
CHST8	0.734441	1.00652
CHST9	-2.93727	-3.29467
CHSY3	3.00137	2.20027
CHTF18	1.11712	1.18496
CHUK	0.0530122	-0.317431
CIAPIN1	1.82753	2.26268
CIB1	3.54248	0.0957228
CIB2	0.329381	-1.28043
CIC	-2.48606	-1.99956
CIDEA	1.306	1.39469
CIDECP	0.96053	1.31148
CINP	1.2754	-1.09209
CIP2A	1.98293	1.05205
CIPC	-2.31373	-3.09556
CIRBP	1.58092	-0.374164
CISD2	1.37595	2.17134
CISD3	0.147744	-1.09045
CIT	3.0874	3.47142
CITED2	4.86147	5.0691
CITED4	3.63303	3.15125
CKAP2	0.69946	1.40786
CKMT1A	1.28656	1.84351
CKMT1B	2.02624	2.33553
CKMT2	-1.71457	-0.952573
CKS1B	0.727236	-0.527143
CLBA1	2.23233	-0.575333
CLCN2	-3.12954	-0.194826
CLCN3	0.800993	1.48818
CLCN4	-0.313744	1.12966
CLCN5	2.31374	1.85971
CLCN6	3.41448	2.78439
CLDN4	1.41753	0.799227
CLDN5	-1.85657	-0.199641
CLDND1	-1.38771	-0.555168
CLDND2	0.788042	-0.611606
CLEC11A	-0.353599	0.22604
CLEC16A	-1.86858	1.00308
CLEC18B	0.253306	0.560277
CLEC2B	-2.35524	-0.550757
CLEC2L	1.06215	1.76392
CLEC3B	-0.425226	0.271323
CLEC4A	-1.31117	-2.3808
CLEC4G	0.821505	-1.06436
CLEC4M	-2.81522	-0.698211
CLEC9A	-2.26476	-2.73438
CLGN	-3.08845	-0.0308426
CLIC5	0.222454	-0.670222
CLIP4	-1.44486	0.210875
CLK2P1	1.31569	2.34658
CLK3	0.906251	1.92918
CLK4	3.6496	3.44834
CLMN	-3.48259	-0.927223
CLMP	-2.05053	0.521694
CLN6	0.676352	1.7536
CLPB	2.74	0.964786
CLPP	1.44369	-0.973514
CLPS	-3.07114	-4.13632
CLSPN	0.380625	-0.665416
CLSTN2	-1.20198	-1.07253
CLTCL1	1.43538	-0.391905
CLU	1.97677	-0.0541422
CLUHP3	1.90981	2.93087
CLVS1	0.149138	1.08265
CLVS2	0.247102	1.58712
CLYBL	0.934122	-0.997765
CMAHP	6.16872	4.34594
CMAS	1.6336	-0.778209
CMC2	-2.65928	-0.498831
CMC4	-7.18533	-4.98441
CMIP	-0.741975	-1.93048
CMKLR1	-4.50349	-4.0733
CMPK1	-4.95031	-0.432168
CMSS1	1.52653	-1.11925
CMTM3	-6.60686	-5.41976
CMTM4	3.24065	0.384274
CMTM5	-2.16997	-1.61857
CMTM7	-2.21921	-2.63797
CMTM8	1.68685	-0.0485101
CMYA5	-0.892063	1.18366
CNDP1	-1.30137	0.268648
CNEP1R1	2.03504	2.75113
CNFN	-3.19485	-1.20331
CNGB1	0.731608	-1.04034
CNIH2	0.657019	-1.05758
CNIH3	1.74722	0.669561
CNKSR2	0.0771879	1.26465
CNKSR3	-0.297411	0.0887543
CNMD	-0.94513	-1.90947
CNN2	-0.741699	-0.331585
CNN3	-1.27338	-2.02826
CNNM1	2.35696	2.75324
CNNM2	1.41344	2.1813
CNNM4	4.76065	2.72261
CNOT10	0.234672	1.36588
CNOT4	-0.430982	-1.72069
CNOT6	3.65397	4.26124
CNOT6L	1.50398	2.43104
CNOT8	0.621509	1.79548
CNPY2	-1.04926	-2.52302
CNR1	4.91651	-0.00612223
CNRIP1	3.62082	0.857215
CNST	2.33968	2.54236
CNTLN	-5.5295	-2.72517
CNTN1	4.4116	0.316986
CNTN2	-1.08253	0.255377
CNTN3	3.36008	1.40084
CNTN4	1.26284	1.11527
CNTN5	-2.5137	-2.04532
CNTN6	0.791919	0.297633
CNTNAP1	1.84397	2.47729
CNTNAP2	8.47136	3.97751
CNTNAP3	0.250496	-0.480651
CNTNAP3B	-0.790051	-1.08287
CNTNAP4	1.10802	0.558659
CNTNAP5	-1.17997	0.136457
CNTRL	-1.48629	0.11752
COA1	0.892817	0.262553
COA3	1.97926	-0.373278
COA6	1.89723	-0.534392
COBLL1	-1.7524	-0.30654
COCH	-1.5698	-2.38936
COG1	2.0603	-0.723103
COG2	0.986191	2.00592
COG5	3.47499	0.683449
COL10A1	0.940354	-0.204391
COL11A1	3.24711	0.589259
COL11A2	0.278088	1.39926
COL12A1	7.72511	4.14774
COL13A1	-0.357915	0.988216
COL16A1	0.841213	-0.187896
COL18A1	-2.32162	-1.95631
COL19A1	-0.453944	0.808326
COL1A2	-3.8047	-3.9343
COL20A1	3.08152	1.41187
COL21A1	0.51843	-1.01199
COL23A1	7.57224	3.85726
COL24A1	2.11697	1.46606
COL27A1	-1.64959	-0.903561
COL4A1	-0.451491	-1.97863
COL4A2	-0.451184	-1.83082
COL4A4	0.234674	1.09728
COL5A1	0.0237965	1.57533
COL5A2	3.8357	3.71601
COL6A1	2.58598	3.46611
COL7A1	0.430651	1.60848
COL9A3	-0.829163	0.284285
COLCA1	-0.655257	-1.39941
COLEC12	0.54903	0.333125
COLGALT2	0.636845	0.76787
COMMD9	0.911741	-0.592778
COMP	-3.12435	-4.09641
COMT	-2.06765	-2.77793
COMTD1	2.77369	1.5781
COP1	3.08459	0.960596
COPA	0.938448	1.3148
COPB2	1.14736	-0.116124
COPRS	3.19097	0.363138
COPS4	2.02249	-1.00322
COPS9	0.232539	-0.940083
COPZ1	1.74107	-0.884603
COPZ2	-7.13331	-4.59229
COQ10B	-4.60962	-0.756683
COQ3	2.19133	3.02311
COQ7	0.600295	-0.604661
CORO1A	4.07275	-0.154306
CORO2A	2.39299	3.07548
CORO2B	0.919244	1.63434
CORO6	2.53539	2.3612
CORO7	-0.916604	0.804609
CORT	0.394619	-1.08401
COTL1	-1.12976	-1.0511
COX10	-0.486784	1.17999
COX11	1.96782	-0.225732
COX14	-1.59623	-0.926721
COX17	1.53428	2.6399
COX4I1	0.443466	-0.138809
COX7A1	-0.726818	0.630334
CPAMD8	-1.38139	-2.60875
CPE	-0.671502	-1.84763
CPEB3	2.89178	3.07948
CPEB4	1.68765	2.81291
CPLX1	-0.958363	0.999693
CPLX2	-3.85049	-2.12541
CPLX3	-0.994781	-2.06013
CPNE2	-0.481893	-1.48829
CPNE3	-3.60173	-3.88653
CPNE4	-0.231326	0.453378
CPNE5	3.43809	0.879755
CPNE6	0.383494	-1.44191
CPNE7	0.849645	-1.07759
CPNE8	9.99049	3.83236
CPNE9	4.41467	3.63869
CPPED1	0.338638	1.22874
CPSF1	1.78033	2.46966
CPSF6	1.53315	0.475538
CPT1A	-0.64211	-1.03135
CPT1C	0.271142	-1.06288
CPVL	-5.63402	-5.36983
CPXM2	0.416295	0.881297
CRABP1	-3.92559	-0.57163
CRB1	0.420474	-0.719763
CRBN	0.456529	0.703066
CREB3	0.693198	-1.05576
CREB3L3	3.20494	2.85833
CREBRF	3.74671	3.60142
CREBZF	0.807808	1.97133
CREG1	-0.538467	-1.33302
CREG2	3.05427	1.66337
CRELD2	-0.178492	-1.88961
CREM	0.0915152	-2.044
CRH	6.9632	3.10806
CRHBP	-1.13471	-2.14142
CRIM1	2.47438	0.0147454
CRIP2	5.65006	0.802104
CRIP3	0.488561	0.972061
CRIPAK	-1.49806	0.579553
CRISPLD1	-4.32562	-0.375752
CRLF1	3.73352	1.09627
CRLF3	4.04848	1.65251
CRMP1	3.08769	-0.229181
CRNKL1	3.27114	1.91268
CROCCP2	-0.806601	1.41076
CROT	1.07872	-0.762116
CRSP8P	1.90411	0.122047
CRTAC1	0.587397	1.29273
CRTC2	-0.229604	1.42351
CRY1	-0.762101	-0.0190758
CRY2	4.06148	1.51099
CRYAB	-1.38975	-0.144437
CRYBA2	1.20787	1.59976
CRYBB1	1.4191	1.42161
CRYBG3	-0.578101	-0.354961
CRYGD	-3.27628	-2.16261
CRYGS	0.495241	1.39814
CRYM	8.42224	1.50282
CRYZ	1.80905	0.0460279
CRYZL1	1.41066	-1.11411
CS	-1.07375	0.723108
CSAD	-1.33298	-1.31057
CSAG1	0.273613	0.277915
CSDC2	-3.33361	-0.475308
CSF1R	-1.91917	-2.48248
CSF2RA	-1.41611	-2.11594
CSGALNACT1	2.43135	-0.461365
CSMD3	1.20255	0.322955
CSPG4	-2.8936	-3.78427
CSPG5	-0.322201	-0.706788
CSRNP3	5.44134	5.4907
CSRP2	-1.79291	-1.35755
CSTB	-0.502988	-1.39823
CSTF1	3.74096	2.17715
CSTF2	1.20704	2.8576
CSTF2T	2.7253	3.66505
CSTF3	1.97887	0.973535
CTC1	4.2439	0.751909
CTDSP1	-4.61236	-1.50315
CTDSPL2	3.41945	3.14598
CTGF	-1.54632	-2.25313
CTH	2.15262	-0.365131
CTIF	1.96507	2.68884
CTNNA1	-4.69896	-0.358362
CTNNAL1	0.149159	1.35196
CTNNB1	0.139451	0.858697
CTNNBIP1	0.0848402	-0.766945
CTNNBL1	2.05374	2.47379
CTNND2	1.58519	-0.500056
CTPS2	-2.86861	-0.634175
CTSA	1.00446	1.78523
CTSC	-5.07196	-0.451033
CTSH	0.323043	-0.427052
CTSK	-0.724878	0.15161
CTSL	2.03428	2.39632
CTSO	-0.792324	-1.62265
CTSV	-0.480571	-0.0403964
CTSZ	-0.212353	0.880267
CTTNBP2	-4.34105	-0.0879137
CTXN1	7.44363	-0.104432
CTXN3	1.60462	1.46175
CTXND1	-2.47162	-3.11898
CUL3	4.29541	4.53539
CUL4A	2.37488	0.375137
CUX1	-2.3253	0.821696
CUX2	-0.422558	0.862383
CWC22	-1.81146	0.387457
CX3CL1	0.774131	0.603426
CX3CR1	-1.62379	-2.29628
CXADR	-0.470152	-1.64745
CXADRP2	-1.38669	-2.50109
CXADRP3	0.42387	-0.25358
CXCL12	-2.98694	-1.29657
CXCL2	-5.51974	-5.64165
CXCR4	-4.25933	-4.2473
CXXC4	2.9279	0.50252
CXorf36	-3.12216	-0.762704
CXorf57	2.67061	-0.435344
CYB561	6.31683	1.93971
CYB5B	0.62321	-1.22334
CYB5D2	1.24957	-1.50149
CYB5R1	2.03803	-0.73685
CYB5R3	-1.7803	-3.17619
CYB5R4	-2.8851	0.0141194
CYBB	-2.20923	-2.61033
CYC1	1.22189	1.94135
CYCS	0.355233	0.627941
CYFIP1	-4.94326	-3.09596
CYGB	2.72238	1.42424
CYHR1	5.5521	1.59276
CYP1B1	1.87295	0.138417
CYP1B1-AS1	2.95561	2.97586
CYP26A1	3.04408	0.93263
CYP26B1	1.38284	0.545682
CYP27A1	-2.19386	-0.705751
CYP2E1	6.17154	5.19833
CYP46A1	4.11573	0.620708
CYP4V2	-1.50592	-2.02949
CYP4X1	4.54337	0.861182
CYP4Z1	3.15888	0.310178
CYP51A1	2.74118	2.14892
CYR61	0.0144024	1.03135
CYS1	1.43091	-0.100229
CYTH1	-0.733753	0.500384
CYTH4	-3.65642	-3.42596
CYTL1	-2.08639	-3.3871
CYTOR	-0.947195	-2.1231
DAAM1	3.9782	2.9872
DAB1	-2.57972	-3.17679
DAB2	-5.64881	-5.42081
DACH1	4.63628	4.13514
DACH2	2.95762	-0.501954
DACT1	1.0568	-0.994455
DACT2	-1.537	-0.38473
DACT3	1.02815	-0.816109
