gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
TMEM18	0.545656	-1.58845	-0.794366	0.0933929	-0.723628	1.75921e-05	0.000762199	-2.27786	-2.80267
TMEM180			-1.52458						
TMEM181	2.65612	0.843614	0.589183	0.29444	-0.52015	0.0080705	0.0113233	1.89676	0.970866
TMEM182	0.244129	-0.735661	1.91603	-0.234687	-0.252794	0.00134965	0.000915034	-2.96257	-3.83901
TMEM183A			1.01052			0.00146854	0.00194773		
TMEM184A	-0.854384	-0.0709436	0.468085			7.13451e-05	0.000107694		
TMEM184B	2.81644	1.56729	0.081919	-0.0181436	-0.226851	-0.00362803	0.0074317	1.45433	1.14478
TMEM184C	1.27475	2.12478	5.57043	0.0289273	0.598279	0.00083419	0.00368264	0.255373	0.678301
TMEM185A			0.60204			0.00257087	0.00237472		
TMEM185B	-0.650864	-1.32115	-0.934964			-0.000155931	-5.92784e-05		
TMEM186	3.32233	0.708356	5.04399			0.000166566	0.000305165		
TMEM187	1.78833	-0.115768	0.569796	-0.0794648	-0.386227	-0.000169047	0.000346874	-0.546284	-1.13565
TMEM189	-0.803238	-0.929997	-1.36678	-0.390693	0.121587			-4.84133	-4.13328
TMEM19	-1.82668	-0.0847211	-0.974511			0.000357	0.00172395		
TMEM190			-3.70829			1.83988e-06	-2.95112e-06		
TMEM191A	0.112667	0.798301	-0.508165	-0.0664086	0.324403			-0.935106	-0.624794
TMEM191B			-2.5111						
TMEM191C			1.11894			0.000955163	0.00204795		
TMEM192	0.550101	-0.0086266	0.772033			0.00281616	0.00613061		
TMEM195			-2.80207						
TMEM196	4.44779	3.33608	4.25428	0.0429079	-0.426088	0.00901551	0.00780043	2.86278	1.99471
TMEM198	2.79739	2.39887	4.72157			0.0014783	0.00177809		
TMEM199			2.23015			0.000294039	1.78669e-07		
TMEM2			-3.43655						
TMEM20			1.26325						
TMEM200A	-1.67301	-2.93759	-2.86237	-0.012864	-0.884644	0.00275925	0.00213216	-2.81837	-2.8595
TMEM200B	0.189108	2.15263	-0.702947			2.10705e-05	3.74679e-05		
TMEM200C	5.92551	2.50275		0.56518	-0.324661	0.00279211	0.00171678	10.391	6.93451
TMEM201	-0.549258	0.921319	-4.19212	-0.225585	0.654687	0.000439653	0.000818917	-2.69228	-1.52845
TMEM202			-0.369951			8.91224e-06	6.503e-05		
TMEM203			0.78825			0.000635891	0.00089041		
TMEM204	0.164633	1.30811	1.04113	-0.0575606	0.632214	7.73929e-05	0.000111235	0.091713	0.64025
TMEM205	3.2234	0.456596	1.32352	0.256143	-0.734767	7.5647e-06	3.75598e-06	1.83403	0.380444
TMEM206	-1.06067	-1.29432	-1.04456	-0.515513	-0.00198945			-4.17089	-3.95684
TMEM207			0.532427			2.94456e-05	5.40379e-05		
TMEM208	3.38198	-1.01109	0.015076	-0.0169692	-0.787503	0.000254547	0.00212848	0.328171	-0.908538
TMEM209	-0.667616	-1.20014	-2.06832	-0.324811	-0.478505	-0.000222419	0.001774	-0.367839	-0.619642
TMEM210						-7.3946e-06	6.07171e-06		
TMEM211			0.972877						
TMEM212						8.89377e-05	0.000304633		
TMEM212-AS1						2.92479e-05	4.70116e-05		
TMEM213			1.0997			0.000506131	0.000723907		
TMEM214			-0.868759			9.33612e-05	0.000956454		
TMEM215	-0.360162	-0.560559	0.092254	0.0884525	-0.583925	0.000517666	0.000265892	-1.15676	-1.66605
TMEM216	-1.08661	-0.736112	-4.80672			5.70921e-05	0.000338491		
TMEM217	2.76401	1.90624	1.08182			0.000116304	0.00133404		
TMEM218	-2.84026	-3.13487	-4.01207	-0.381738	-0.51972	-0.00017102	0.00028142	-1.32425	-1.69128
TMEM219	0.0342843	-1.33153	-0.906651	-0.102445	-0.53124	-0.000952911	0.00247824	0.629544	-0.211486
TMEM220	-2.7362	-3.68311	0.422303			-0.000913823	0.000408843		
TMEM221						6.34339e-05	0.000224653		
TMEM222			0.825932			0.0016154	0.00279726		
TMEM223	0.447336	1.855	2.00085	0.194683	0.77733	0.00145997	0.00173553	0.560903	1.45211
TMEM225			-2.23412			5.3397e-06	3.10803e-05		
TMEM229A	0.0864633	0.585063		-0.111339	0.538841	-0.000825265	1.59239e-05	-1.1008	-0.542359
TMEM229B	-1.45519	-0.233132	-0.401488	-0.121681	0.743076	0.00327115	0.00297159	-3.76908	-2.12028
TMEM230	-0.523029	-1.69903	-2.33754			-0.000402883	0.0033347		
TMEM231						0.000796636	-0		
TMEM232	3.3252	3.4948	1.84614	0.198256	0.299827	0.00902185	0.021101	4.41813	5.32644
TMEM233	-0.802704	-1.97106		-0.103071	-0.684082	0.000381943	0.000951685	-0.0570158	-1.04555
TMEM234	2.96055	0.344007	1.93823	0.209361	-0.677234	0.000733181	0.00102472	1.03301	0.134988
TMEM235						-0.011158	-0.00140544		
TMEM236						9.48439e-06	0.000192314		
TMEM237	2.17088	3.47796	0.446749	0.122978	0.78558	0.000822522	0.00154232	1.86086	2.34078
TMEM238	0.0823779	-1.53608	-3.83262	-0.0890336	-0.811903	0.000240814	0.000135156	1.4619	0.111153
TMEM239						-0	-0		
TMEM240	4.38091	4.37098	1.89955			0.000531717	0.000237754		
TMEM241	1.53663	2.62986		0.38706	0.364209	0.00976847	0.0121191	2.15863	2.82249
TMEM242	2.29008	0.205389	1.17328	0.309194	-0.602331	0.00178243	0.00254495	1.24492	0.108404
TMEM243	2.12222	1.54337	8.04112	0.400913	0.341721	0.000626016	0.00114411	0.414654	0.295079
TMEM244	-3.61146	-4.32804	-6.64159	-0.360891	-0.334359	0.000187366	0.000471162	-4.47233	-4.94552
TMEM245			1.29011			0.00346516	0.0119794		
TMEM246	2.07298	1.83205	-0.521649						
TMEM247						3.50399e-05	5.05601e-05		
TMEM248	2.17079	0.357991	-0.56418			0.00167126	0.00534844		
TMEM249	-1.58959	-1.7161		0.184296	-0.0495904			-0.569115	-0.443275
TMEM25	2.66391	3.4963	4.06062			0.00299306	0.00341507		
TMEM250	-0.955022	0.128014	-1.00552						
TMEM252						1.29438e-06	-0		
TMEM253						-1.92012e-05	9.56827e-06		
TMEM254	0.717452	-0.832714	1.18431			0.000492924	0.00239098		
TMEM254-AS1						-0.00130085	0.000746817		
TMEM255A						-0.000183841	0.00021544		
TMEM255B	-2.46243	-0.111857	-0.96221	-0.305944	0.707214	-9.67509e-06	2.47309e-05	-2.98047	-1.53507
TMEM256	1.68586	-1.00871	0.493032	-0.0284033	-0.676956			0.110779	-0.799481
TMEM258	-0.209266	-1.71485	0.68783			-0.00254109	-0.00203516		
TMEM259	0.0556082	0.239985	0.788056			0.000283421	0.00401869		
TMEM26			-4.19795			0.000101354	0.000472885		
TMEM260			-1.44988			-0.00103693	0.00778366		
TMEM262						-6.88467e-06	-1.09102e-05		
TMEM263	2.74481	-1.01142	-3.40367	0.0925478	-0.957682			2.22243	-0.27255
TMEM265	-1.04442	1.23193		-0.00156087	0.47799			1.98283	2.78848
TMEM266	-0.260993	0.288556	0.648439						
TMEM267	2.19382	2.78991	2.28892						
TMEM268	2.66536	3.04997	3.20387	0.490005	0.667191			1.02815	1.66153
TMEM27			-1.84107						
TMEM272			-6.9402						
TMEM30A			-2.05788			0.00141487	0.00841301		
TMEM30B	-1.91854	-1.94608	-0.416241			1.28009e-05	3.16313e-05		
TMEM31			1.84842			2.6794e-06	0.000144943		
TMEM33	3.88248	3.5766	2.34524			-8.068e-06	0.00465203		
TMEM35A	-0.51818	0.962035	-4.27837	-0.0164911	0.654259			-1.62177	-0.285878
TMEM35B	-3.71506	-3.8795		-0.511065	-0.211995			-1.37398	-1.41766
TMEM37			-0.19386			-0.000107746	-7.69707e-06		
TMEM38A	1.46582	2.32264	5.19872	0.464219	0.68213	0.0101949	0.0100126	-0.179094	0.575672
TMEM38B			-1.51611			0.000214257	0.00153267		
TMEM39A	-1.11489	1.17382	0.7874	-0.181967	0.510668	-0.00028919	0.00118988	1.05495	2.05785
TMEM39B	2.34784	2.80735	1.23117	0.272049	-0.148353	0.00395647	0.00386935	1.9622	1.93614
TMEM40			2.22563			5.13295e-05	0.000363355		
TMEM41A			-2.73518			0.000689875	0.00178216		
TMEM41B	-2.14966	0.104195	-2.52447			-0.0008651	0.00635017		
TMEM42	0.145346	-1.50317	-1.97881	-0.158257	-0.527538			-3.0109	-3.6529
TMEM43	-1.40012	-2.88029	-3.90756	-0.190848	-0.586864	0.00106641	0.00163078	-1.43575	-1.964
TMEM44	1.77237	1.62926	0.320726	-0.0606907	-0.122108	0.00454079	0.00249326	-0.536169	-1.00476
TMEM44-AS1						-0.00113908	0.000386092		
TMEM45A			-1.64894			-0.00100131	0.00038552		
TMEM45B	-2.90571	-1.03401	-2.40876	-0.337848	0.406985	0.000175894	0.000715368	-4.03483	-3.12985
TMEM46			-4.53722						
TMEM47	-0.368321	-1.46613	-3.96793	0.0388421	-0.711744	0.000206163	0.00196271	2.98577	1.48455
TMEM50A	2.9733	2.80663	0.992467			0.00303818	0.00408059		
TMEM50B			-1.27837			-0.00106285	0.00449192		
TMEM51	-2.44168	-2.89565	-5.24321	-0.329515	-0.374009	-0.00132293	0.000369587	-0.792897	-1.33959
TMEM52	1.54742	-0.848076	-0.996771	0.0188098	-0.882594	0.000282085	0.000321876	2.28197	0.408017
TMEM52B						9.13228e-05	0.00038749		
TMEM53	3.78276	0.672342	4.74766	0.215662	-0.753511	5.06543e-05	0.00102946	3.2074	0.932006
TMEM54	3.25882	-0.125903	1.69349	0.275028	-0.638153	0.000405935	0.000650764	5.43915	2.60607
TMEM56	3.74657	3.29311	5.04335	0.5403	0.0876407			4.79163	5.45214
TMEM59	1.06725	2.06382	0.068314	0.0816381	0.734582	-0.00372788	0.00294849	-1.05259	-0.0608568
TMEM59L	3.62574	0.618073	4.37453	0.337955	-0.7399	0.0146639	0.0209053	1.97148	0.371808
TMEM60	1.5616	1.8035	3.74416			0.000365564	0.000529513		
TMEM61	-4.37667	-4.4047	-5.34268	-0.195931	-0.330427	8.81333e-05	0.000120748	-5.35965	-6.01493
TMEM62			-2.39019			0.0010156	0.00417014		
TMEM63A	-0.395742	0.30315	-0.265836	-0.423722	0.184583	-0.024392	-0.00194818	-2.94819	-2.3908
TMEM63B			2.77316			0.00818004	0.00810423		
TMEM63C	2.82331	2.64287	-1.47119			0.00401809	0.00304924		
TMEM64	1.24435	0.513537	3.13817			-0.000689511	0.00449852		
TMEM65	1.97714	0.534751	5.35783	0.0726266	-0.583678	0.0101679	0.0107408	0.301943	-0.389737
TMEM67	1.22356	2.56432	1.11751	0.086514	0.205953	0.00564568	0.00914123	2.4316	3.22401
TMEM68	-0.114239	-1.24794	-0.676661	-0.0849817	-0.737163	0.00192024	0.0032932	-0.133963	-0.790707
TMEM69	2.3661	2.87901	0.901951			0.00041853	0.000979817		
TMEM70	1.51251	0.618151	0.322134	0.0432136	-0.432821	0.00115318	0.00122597	-0.719605	-1.55545
TMEM71			-3.54615			0.000124493	0.000290534		
TMEM72			-2.00307			1.26375e-05	9.96567e-07		
TMEM72-AS1						0.00307012	0.00440138		
TMEM74	-1.07796	-0.863596	-3.45166			0.00314996	0.00308791		
TMEM74B	1.85313	2.42998	-1.93755	0.299441	-0.135418	0.00280448	0.00241929	5.40947	5.26162
TMEM75			-0.519503						
TMEM78						3.87287e-06	3.09397e-05		
TMEM79			0.860826			-0.000452278	0.000256028		
TMEM80			-4.4111			-0	-0		
TMEM81	2.20816	3.03124	11.0905	0.192887	0.834507	0.000119342	0.000305711	1.07373	1.46404
TMEM82			-3.21977			8.06897e-05	4.61832e-05		
TMEM86A	1.46652	0.249348	0.913124	0.289709	-0.50632	7.40382e-05	0.000147585	3.95821	2.6862
TMEM86B	0.916387	2.2349	-1.28835	0.101051	0.840984	0.000293683	0.000723091	0.896477	1.66584
TMEM87A	0.156899	1.21478	-1.49644	-0.332997	0.269414	-0.00694815	0.00549881	-0.379047	0.0686425
TMEM87B	2.26908	1.90262	0.650991			0.0022886	0.00364392		
TMEM88	-1.26008	0.459006	-3.49007	-0.266455	0.471726	7.09192e-05	0.000112312	-0.338319	0.277967
TMEM88B			-3.90689			-0.000275586	-4.67113e-06		
TMEM89			-1.64708			-1.59412e-06	1.86344e-06		
TMEM8A	1.2742	-0.290371	1.56632						
TMEM8B	-0.429796	-1.36758	-2.76405	0.218774	-0.576863	0.00236031	0.00259139	0.424613	-0.189503
TMEM9	0.594603	-1.57575	-2.46956	0.058842	-0.748319	0.00258485	0.00306508	0.478837	-0.607181
TMEM91	0.056096	-0.370533	-5.37577	0.120253	-0.389021	-0	-0	1.43186	1.55811
TMEM92			2.4365			6.99116e-06	2.35529e-05		
TMEM94	-0.306289	-1.37875	-4.34811	0.0476578	-0.600349			1.0652	0.554398
TMEM95			-4.2304						
TMEM97	2.3759	0.487495	0.820526	0.387279	-0.412895	0.000755123	0.00011458	-0.315556	-1.00441
TMEM98	-1.55328	-0.716266	-0.504278	-0.476516	0.220723	-0.0136113	-0.00240376	-3.39993	-2.64651
TMEM99			-2.9695						
TMEM9B	0.395785	-0.557617	-0.14751			0.00095061	0.0033503		
TMEM9B-AS1						-0.00204456	0.000294834		
TMF1	-2.09099	0.535574	0.077713	-0.01666	0.562919	0.000840176	0.00436117	0.267945	1.0885
TMIE	2.32433	-0.126224	4.41398			0.00039068	0.000315429		
TMIGD1			-0.721929			1.39853e-05	5.16022e-05		
TMIGD2			0.32232			6.3835e-05	0.000124592		
TMIGD3	-1.29457	-2.12875		-0.133652	-0.410953			-0.979219	-1.40062
TMLHE	-0.387797	1.21085	2.01987			0.00109141	0.00372659		
TMLHE-AS1						0.00129193	0.0023356		
TMOD1	1.76073	1.61237		0.600149	-0.0266446	0.00709069	0.00450156	4.39485	4.46197
TMOD2			-0.373888			0.00684896	0.012824		
TMOD3	-1.04374	-1.79425	-7.56628	-0.119829	-0.63844	0.00632103	0.0071534	0.239331	-0.165644
TMOD4			2.36352			1.59235e-07	2.90969e-07		
TMPO	4.80932	5.82845	5.78473	0.359467	0.698325	0.000911083	0.000860485	4.13813	4.73948
TMPO-AS1						-3.01703e-05	-5.16857e-05		
TMPPE			-1.84052			-0	-0		
TMPRSS11A			-1.9377			0.000409575	0.000549267		
TMPRSS11B			0.852179			2.12146e-06	3.18572e-05		
TMPRSS11D			1.59142			0.000394339	0.000380053		
TMPRSS11E2			-1.22579						
TMPRSS11F			-1.49679			9.63566e-05	0.000357919		
TMPRSS12			-1.53664			0.00017795	0.000513518		
TMPRSS13			-1.88634			0.000102523	5.33704e-05		
TMPRSS15						0.000114886	0.000769387		
TMPRSS2			-2.34114			4.18589e-05	0.000215398		
TMPRSS3			-5.45476			-7.54683e-05	6.1124e-07		
TMPRSS4			0.51509			4.27076e-05	0.000209894		
TMPRSS5	-0.279418	-1.41732	-6.09962	-0.304262	-0.64373	-0.00311939	-3.78442e-05	1.61605	1.08625
TMPRSS6			-6.67093			2.11973e-05	6.96147e-05		
TMPRSS7			-4.76921			0.000385913	0.000350176		
TMPRSS8			0.571021						
TMPRSS9			-0.181835			0.000445476	0.00149015		
TMSB10	4.21334	-0.950536	1.33954	0.290053	-0.876026	0.0145337	-0.0252201	0.98396	-0.924141
TMSB15A	-2.53155	-2.33173	-6.61158	-0.129151	-0.100475	0.00200275	-0.00895621	0.0136636	0.149172
TMSB15B	-0.5788	-0.461832	-3.63351	0.0175191	-0.306457	0.00493716	0.000355219	-0.0493992	-0.0516045
TMSB4X	-0.459334	-1.96081	-3.73998	-0.163071	-0.774388	0.0115372	-0.0330957	-2.68849	-2.74046
TMSB4XP8			-5.2801						
TMSB4Y	0.710285	-1.11744	0.509653	0.0151584	-0.532441	5.78149e-05	6.52828e-06	-0.280162	-0.927767
TMT1A						-0.00728818	-0.000758779		
TMT1B						-3.48242e-05	2.21679e-05		
TMTC1	-0.0978478	-1.90404	-1.8856	-0.14539	-0.651533	0.0139827	0.0141907	-4.64975	-5.77813
TMTC2	0.544316	0.977738	2.15247	-0.274902	0.0705272	-0.0511735	0.00190414	-0.155345	0.0630336
TMTC3	4.32135	3.32583	1.48521			0.00163781	0.00521752		
TMTC4	0.202463	1.88388	2.13404	0.0845141	0.708933	-0.0109276	0.000958693	-0.020349	0.905358
TMUB1	1.46417	2.41726	0.73222			0.00082231	0.00112566		
TMUB2			2.17164			0.000923837	0.00300801		
TMX1	-1.34316	-1.65346	0.484953	-0.378174	0.0999725	-0.00120069	0.000204916	-0.405014	-0.339589
TMX2	0.937442	1.60209	0.690169	-0.0304182	0.512394	1.93372e-06	-1.37967e-06	-0.473033	-0.12223
TMX3	5.23299	3.81723	3.91701			0.0027991	0.00808386		
TMX4	1.62115	2.06637	2.15737	0.133858	0.613158	0.0038899	0.00895295	-0.157793	0.086018
TNAP			-4.75392						
TNC	-0.0555435	0.701203	0.969534	-0.374819	0.048487	-0.00908561	-0.00456241	0.00964796	0.274107
TNF	-4.70785	-0.989457	-1.38511	-0.173547	0.755837			-3.47553	-1.21849
TNFAIP1	4.10749	4.78137	1.41635	0.362741	0.499523	0.00133438	0.00214864	2.52126	3.08585
TNFAIP2	-1.85756	-2.667	-7.8186	-0.129063	-0.701114	0.000297259	0.00054809	-2.59247	-2.93237
TNFAIP3			-2.50557			-0.000213036	-4.73885e-06		
TNFAIP6			2.43923			-0.000609409	0.00057531		
TNFAIP8	-3.59168	-1.05444	-5.6531			-0.000217745	0.000514809		
TNFAIP8L1	5.91071	1.1368	5.75884	0.53318	-0.583047	0.00241754	0.00238025	1.93931	0.648985
TNFAIP8L2	-1.02181	-2.00988	1.12757	-0.134863	-0.629645	-0	5.97916e-07	-2.09141	-2.47523
TNFAIP8L3	-2.62195	-3.8806	-3.0297	-0.149298	-0.617788	0.000456623	0.000889074	-1.19431	-1.94855
TNFRSF10A			-2.2412			6.80045e-05	0.000321227		
TNFRSF10B	-4.04867	-4.71744	1.01011	-0.341823	-0.403018	-0.000223079	0.000226559	-3.59584	-4.45715
TNFRSF10C			-1.12721			-2.81449e-05	9.25615e-05		
TNFRSF10D			-2.56594			2.95313e-05	0.000123242		
TNFRSF11A	4.86563	0.552466	4.65367	0.471479	-0.765116	0.00119229	0.00104009	3.6497	1.01303
TNFRSF11B			1.86482			-0.000156089	2.97739e-05		
TNFRSF12A	-4.49955	-2.87246	-2.17165	-0.589009	0.258473	-6.13425e-05	-2.02027e-05	-7.57263	-6.32822
TNFRSF13B			2.64977			4.668e-05	0.000137505		
TNFRSF13C	-1.14024	-1.91315	-0.303508			3.4462e-06	1.91826e-05		
TNFRSF14	2.89981	1.70457	7.24286	0.182549	-0.108297			3.108	2.94195
TNFRSF17			-0.396151			4.70404e-06	1.37739e-05		
TNFRSF18			6.87316			0.000100585	0.000265655		
TNFRSF19			0.153408			0.00138901	0.00176352		
TNFRSF1A	0.175085	-0.93408	0.537845			-0.000638059	-4.60894e-05		
TNFRSF1B			-2.06147			6.82592e-06	0.000187519		
TNFRSF21	0.377489	0.540703	1.20153	-0.307825	0.0756872	0.00649996	0.00540067	-2.7152	-2.8783
TNFRSF25	4.52617	4.06798	0.696555	0.223097	0.688936	0.00423594	0.00392483	7.34439	6.51298
TNFRSF4	4.0001	3.79286	4.52583	0.573874	0.373174	3.32212e-05	0.000159249	3.37366	3.94564
TNFRSF6B			-0.665298			-0	-0		
TNFRSF8			-2.68821			0.000145115	0.000509047		
TNFRSF9			-2.89785			3.21128e-05	0.000189281		
TNFSF10			-1.56465			-1.02601e-05	3.82655e-05		
TNFSF11			-0.34803			4.6793e-05	0.000264606		
TNFSF12	1.20243	-0.139408	-1.83435	0.135597	-0.459707	3.3806e-07	1.99683e-06	3.70234	2.46212
TNFSF13			-3.69451			-0	-1.39011e-07		
TNFSF13B	5.08502	3.0854	6.47065	0.67649	-0.173532	0.00212057	0.00304726	5.93227	4.96689
TNFSF14			-1.17589			1.26458e-05	8.9056e-05		
TNFSF15			-0.877948			5.99694e-05	6.69956e-05		
TNFSF18			-1.29376			6.21634e-05	9.14646e-05		
TNFSF4	0.71341	1.83913	1.46923			4.30459e-05	0.000203823		
TNFSF8			1.01131			2.25938e-05	0.0001118		
TNFSF9			-0.095982			0.000142838	0.000241286		
TNIK	-0.475178	-1.57827	-7.45704	-0.108555	-0.777381	-0.00233313	0.0192688	1.45812	0.5417
TNIP1	-1.96834	0.390206	-2.69792	-0.147756	0.825036	0.000329572	0.0010014	-3.37019	-1.43237
TNIP2	0.335725	-0.265793	3.33683	-0.154643	0.00831715	-0.000427949	7.03831e-05	-1.16051	-1.40297
TNIP3	-1.39767	-2.71371	0.715892			0.000104534	0.00022097		
TNK1			-5.73842						
TNK2			-4.28057			0.00112548	0.00621118		
TNK2-AS1						2.22504e-07	-1.01878e-06		
TNKS	-0.200322	0.967125	-2.46602	-0.220675	0.51819			-0.132788	0.479072
TNKS1BP1	0.270267	-1.10892	0.96964			0.00119603	0.00122048		
TNKS2	0.254368	-0.13386	-0.116474	-0.0985591	-0.664957	0.00578308	0.0118854	0.466993	-0.33736
TNMD			-1.34969			9.56789e-06	1.74083e-05		
TNN			3.56914			0.000173307	0.000495131		
TNNC1			-1.25964			-1.62884e-06	1.0582e-05		
TNNC2	5.43344	5.27335	7.55325	0.320202	0.768207	0.000271196	0.000425922	5.06429	4.65908
TNNI1			-4.45908			1.10748e-05	9.57725e-05		
TNNI2			2.19234						
TNNI3	2.64448	-0.528184	3.57388	0.23513	-0.695058	0.000231466	0.000459866	0.088228	-1.09962
TNNI3K			4.78204			7.70018e-05	0.000409755		
TNNT1	0.969082	-1.53506	0.470357	0.233298	-0.83431	0.000188884	0.000874186	0.201802	-1.09574
TNNT2	4.65023	4.05587	11.4871	0.371697	0.342514	0.000403791	0.000986639	3.74818	4.17669
TNNT3	1.36189	1.08005	7.73102						
TNP1			2.55152			1.14923e-06	-0		
TNP2			-0.590589			-0	-0		
TNPO1	-4.01003	-1.47522	-4.49979			0.0154037	0.0167073		
TNPO2			-1.04362			0.00261135	0.00630194		
TNPO3			3.07432			0.00357407	0.00714645		
TNR	-1.70937	-2.40993	-4.75828	-0.0687004	-0.634293	0.0352195	0.0252301	0.0391214	-0.356777
TNRC18	-1.98912	0.257733				0.0105714	0.00772422		
TNRC18B			-3.33179						
TNRC6A	-0.0123414	1.64335	-2.1762	0.0325906	0.497424	-0.000842882	0.0196672	3.1046	3.68783
TNRC6B	-0.892331	0.983193	-2.6599	0.102711	0.368577	0.0011761	0.0250316	1.69489	2.47887
TNRC6C	0.998385	2.10024	0.143399	0.0835231	0.159746	0.0035428	0.0160615	3.25853	3.86162
TNS1	-2.75636	-0.400889	-2.64214	-0.658395	0.37171	-0.00729996	-2.9942e-05	-5.35736	-3.34031
TNS2	-5.23128	-4.8376	-3.20883						
TNS3	-0.535202	-1.45811	-2.72658	-0.0220924	-0.569777	-0.00946898	0.00029855	2.14485	1.31673
TNS4			2.8541			2.96462e-05	0.000184202		
TNXB	0.269594	1.71527	-1.80008	0.0481599	0.582518			-0.439362	0.229159
TOB1	-1.3418	0.871348	-1.33451	-0.434382	0.277073	-0.00141162	0.000496061	0.526426	1.42828
TOB1-AS1	-1.64572	1.00576		-0.0853026	0.667088			-0.467595	0.410926
TOB2	-0.61413	-1.12725	-2.54868			-0.00490397	0.000983244		
TOB2P1			3.12153						
TOE1	1.28904	2.07181	-0.410782	0.217926	0.0623122	-8.84824e-05	0.000225811	0.68066	0.948612
TOGARAM1			-2.14335						
TOGARAM2			-3.54778						
TOLLIP	4.04825	0.819893	1.44968	0.35051	-0.640191			0.947286	-0.220539
TOM1			0.799555			-0.000218785	0.00239487		
TOM1L1	3.82588	-0.262184	5.13725	0.144569	-0.756692	0.00763525	0.0100132	3.75658	1.39462
TOM1L2			0.404711			-0.0100375	0.0102927		
TOMM20	3.46576	2.0303	3.7364			0.00680535	0.00968147		
TOMM20L			-2.4617			-4.99747e-06	2.86172e-05		
TOMM22	-0.836235	-1.76969	-1.60762			0.000711111	-6.73355e-05		
TOMM34	-1.00305	-1.58324	-1.27932	-0.0989407	0.0769575	0.000822054	0.00113949	-4.43952	-4.92949
TOMM40	0.128658	1.02912	2.74388	0.0326038	0.602422	0.00130455	0.00198248	-0.708353	-0.260382
TOMM40L	4.19545	4.01459	3.71493			0.000680842	0.00113767		
TOMM5	0.974453	-0.975215	2.14806			-0	-0		
TOMM6	2.39781	-0.682997	1.13995	0.147421	-0.703188	-0	-0	1.63167	0.325396
TOMM7			-3.48324			0.00157263	0.00205617		
TOMM70			-1.19174						
TONSL			3.69836			0.000194475	0.000479264		
TOP1	-1.27013	0.487087	0.580508			0.0026076	0.0089315		
TOP1MT	-3.27781	-3.43878	-10.138	-0.430629	-0.438476	0.00205747	0.00199372	-1.18272	-1.41328
TOP1P1			-1.81621						
TOP1P2	0.0788859	1.93862	-2.43119	0.0798748	0.624326			2.10858	2.64574
TOP2A			-2.00072			2.24295e-06	-0.000505966		
TOP2B	2.42469	3.20898	-1.33743			0.00355432	0.00909136		
TOP3A	0.444578	1.60215	-3.77257						
TOP3B	-0.826921	1.00286	2.10824			0.000201193	0.000838547		
TOP6BL						0.0244454	0.0216991		
TOPAZ1						0.000116802	0.000444848		
TOPBP1			0.654842			0.00280967	0.00424598		
TOPORS			-1.92152			-0.000365962	0.00121025		
TOR1A	1.93493	-0.14444	-0.231987			0.000544471	0.000905254		
TOR1AIP1			-2.94011			-0.00171545	0.00190651		
TOR1AIP2	-0.922758	0.301161	-2.42774	-0.230809	0.634516	0.00315016	0.00607248	-2.98512	-1.56448
TOR1B	0.416446	-0.136535	-2.25221			0.00357482	0.00199806		
TOR2A	1.03146	2.33138	0.455534			0.000422165	0.00048328		
TOR3A			-2.06557			0.000771782	0.000941905		
TOR4A			0.118481			1.24943e-05	1.77122e-05		
TOX	6.29755	5.09299	3.46989	0.55078	0.19307	0.00408617	0.0111879	5.2112	5.70793
TOX2	2.43691	3.63587	4.50316	0.192315	0.818066	0.00464168	0.00336129	1.33968	1.79
TOX3	-0.267912	-1.7634	-5.04338	-0.0371994	-0.806679	0.00826987	0.00437403	-1.04447	-1.5135
TOX4	2.81115	0.403204	0.703744	0.154421	-0.384909	0.000764728	0.00385966	0.926366	0.136235
TP53			0.64294			-0.00234253	0.000103589		
TP53AIP1	-1.5125	-0.57539	-2.40116	0.171699	0.0672958	9.32871e-05	0.000101608	1.69256	2.0776
TP53BP1	2.52814	0.774393	1.11191	0.190488	-0.741909	0.00837627	0.0112797	3.78893	1.80679
TP53BP2	-0.310168	-1.45123	-2.72223	-0.110296	-0.601651	-0.0064914	-0.000477267	1.92734	1.16343
TP53I11	-0.533482	-1.63568	-1.79443	0.166606	-0.793252	0.0064074	0.00265775	0.396831	-0.427248
TP53I13	1.74362	0.353395	5.09861			-0	-0		
TP53I3	-0.991488	-2.74687	1.00299	0.27775	-0.473044	0.000328308	-0.000336134	-0.330083	-1.1169
TP53INP1			-1.54671			-0.000915595	-0.000153856		
TP53INP2			-3.01873	-0.378916	0.302009	-0.000559583	0.00103085	-3.65986	-3.01318
TP53RK	-0.592888	0.26225	-1.22243			0.000934595	-0.000352992		
TP53TG1	-1.84484	-2.46227	-1.82046	-0.29096	-0.575294	-0.000440121	0.000190301	-3.32483	-4.18914
TP53TG3			3.33723			-0	-0		
TP53TG3B			0.820164			-0	-0		
TP53TG3C						0.00105212	0.000141109		
TP53TG3D	2.665	2.9845		0.372561	0.56192	4.83384e-05	0.000121634	0.948232	1.17776
TP53TG3HP	3.00831	3.40993							
TP53TG5			1.3284			-0.0131077	0.000878795		
TP63			0.415019			0.000640105	0.00111714		
TP73			-2.18424			3.40442e-05	0.000168531		
TP73-AS1			-1.33031						
