gene,gene_original,PLS1_z,PLS2_z
SPCS2,SPCS2,1.005902,1.352273
PKN3,PKN3,5.870451,1.352227
CENPS,APITD1,-7.503591,1.350512
MMP17,MMP17,-7.701733,1.35013
TMEM144,TMEM144,2.73792,1.34994
LOC727820,LOC727820,-0.594903,1.349747
HCG22,HCG22,-5.813129,1.34944
ODF3L1,ODF3L1,-4.628363,1.349398
KIF23,KIF23,6.922044,1.34921
DHX37,DHX37,-3.032696,1.349197
ACTR8,ACTR8,-3.956095,1.348766
VSTM2A,VSTM2A,16.271642,1.348324
ARL15,ARL15,-12.961792,1.347863
STXBP1,STXBP1,8.894606,1.346681
TEX13B,TEX13B,-0.897912,1.346666
NAPSB,NAPSB,0.770229,1.346337
LRRC58,LRRC58,4.845247,1.345223
MYO1A,MYO1A,0.300232,1.343573
NUP155,NUP155,4.449255,1.343067
C1QTNF4,C1QTNF4,-0.570694,1.342585
GMCL1,GMCL1,3.513897,1.342043
MUC22,MUC22,0.811974,1.342038
OR6C75,OR6C75,-1.121722,1.341798
CABP4,CABP4,-0.099617,1.341441
TRAT1,TRAT1,-0.385215,1.341346
TFPI2,TFPI2,-6.561172,1.340792
LOC284440,LOC284440,-5.337488,1.340687
SAP30,SAP30,3.593198,1.339563
TMSB10,TMSB10,-20.749488,1.339541
PADI6,PADI6,1.19505,1.339222
TK1,TK1,-1.88571,1.338342
AMER3,FAM123C,1.238156,1.33821
STK16,STK16,-11.599568,1.33796
AC130686.2,AC130686.2,-6.825431,1.337914
COG6,COG6,-5.564379,1.337339
RP11-59E19.1,RP11-59E19.1,0.501321,1.336128
ANKRD30BL,NCRNA00164,-14.059257,1.33583
CSGALNACT1,CSGALNACT1,-14.809819,1.335704
CORO1B,CORO1B,-2.093446,1.335697
ADC,ADC,-8.232351,1.335664
RPAP3,RPAP3,-9.227401,1.335515
LOC283588,LOC283588,4.957526,1.335383
PRRG2,PRRG2,-3.572185,1.33497
LOC643475,LOC643475,2.026388,1.334804
SLFN14,SLFN14,0.198015,1.334668
CCR8,CCR8,0.736144,1.334349
RFX3,RFX3,-7.131425,1.333258
COX11,COX11,-5.005605,1.332963
LOC728566,LOC728566,-0.764002,1.332764
CARNMT1,C9orf41,2.353755,1.3318
ZC3H12B,ZC3H12B,-1.649809,1.331035
FADS6,FADS6,7.044086,1.330425
RP11-770J1.4,RP11-770J1.4,1.959338,1.329849
KLF3,KLF3,-0.962835,1.329564
TP53TG5,TP53TG5,0.175095,1.328402
ZNF215,ZNF215,-5.025694,1.328056
NFS1,NFS1,-2.796434,1.32774
KIF3A,KIF3A,-11.358317,1.325735
SIP1,SIP1,-8.28229,1.325563
RBM44,RBM44,2.373578,1.325139
PLEKHH1,PLEKHH1,1.954421,1.32454
MPIG6B,C6orf25,0.286395,1.32416
ATL2,ATL2,5.066293,1.323865
TMEM205,TMEM205,-11.205477,1.323524
UBE2E2,UBE2E2,-5.257643,1.321945
ZUFSP,ZUFSP,-2.860719,1.320773
LOC730651,LOC730651,10.296301,1.320008
ZNF804A,ZNF804A,-0.778928,1.319974
NIPSNAP1,NIPSNAP1,-12.65575,1.319639
LIN28,LIN28,-0.736838,1.318
NXPE3,NXPE3,8.825341,1.316387
CHUK,CHUK,-10.737776,1.315687
SP9,SP9,8.019322,1.31484
FDX1,FDX1,7.883131,1.314564
CD164,CD164,-1.278871,1.313703
ZNF90,ZNF90,-4.758142,1.311638
AP005668.1,AP005668.1,-4.171829,1.311335
TRAF5,TRAF5,1.019393,1.311137
FOXE3,FOXE3,4.301019,1.310368
DOCK6,DOCK6,-3.699201,1.309982
SCAF8,RBM16,1.871806,1.3094
PAXX,C9orf142,-3.069461,1.308955
FBXO11,FBXO11,4.368489,1.308579
DGAT1,DGAT1,3.396103,1.308145
MRM1,MRM1,1.925824,1.308083
SMYD5,SMYD5,-7.998856,1.307414
EIF3IP1,EIF3IP1,-4.836108,1.307293
AC009171.1,AC009171.1,-5.183986,1.307252
HESX1,HESX1,-6.347324,1.306297
ZBED8,C5orf54,-3.900575,1.304119
COX7A1,COX7A1,9.721222,1.303892
ME1,ME1,-13.506956,1.303046
SDR9C7,SDR9C7,0.123295,1.302769
BGN,BGN,0.904796,1.302281
COL5A3,COL5A3,-9.513902,1.302275
RP11-33N16.1,RP11-33N16.1,-13.138722,1.301927
EPO,EPO,0.925856,1.300607
CD47,CD47,6.450019,1.300243
LOC100288939,LOC100288939,15.790653,1.299984
FEZ2,FEZ2,-7.355058,1.299883
POTEA,POTEA,-2.122398,1.299615
SENP1,SENP1,9.34016,1.297746
GLIPR1L1,GLIPR1L1,0.070871,1.297182
GOPC,GOPC,6.448966,1.295518
ZBTB1,ZBTB1,15.299283,1.295281
HIST1H4J,HIST1H4J,0.584133,1.295229
ARMC10P1,ARMC10P1,-18.853626,1.29507
HIST1H2BM,HIST1H2BM,-8.38853,1.294629
NME6,NME6,-0.533625,1.294423
LOC100131496,LOC100131496,2.702642,1.294197
GPR4,GPR4,4.237855,1.293658
LOC554206,LOC554206,-6.122422,1.293471
ARF3,ARF3,-12.295742,1.293416
SLC29A2,SLC29A2,4.263339,1.292926
MRPL53,MRPL53,-1.989439,1.292783
PSMC2,PSMC2,1.007148,1.291662
CCL5,CCL5,-3.947363,1.291345
C2orf42,C2orf42,7.487653,1.291345
METAP2,METAP2,7.065265,1.291269
UBE2Q1,UBE2Q1,-9.595184,1.291172
CCL4,CCL4,-2.243361,1.291093
VKORC1,VKORC1,-0.033729,1.290426
TMEM245,C9orf5,4.71306,1.290106
THADA,THADA,1.807533,1.289334
CCDC186,C10orf118,10.706119,1.289172
TFDP2,TFDP2,-7.206046,1.288621
SLC22A17,SLC22A17,-0.4089,1.288203
TLR8-AS1,TLR8-AS1,-0.760876,1.286733
PMEL,SILV,1.533171,1.286501
ATP11B,ATP11B,8.073203,1.286279
ENPP6,ENPP6,1.676627,1.285737
BX255925.2,BX255925.2,1.904523,1.285703
CTSD,CTSD,-5.458714,1.285332
TCTN2,TCTN2,8.082427,1.28445
COPRS,C17orf79,-10.965941,1.28432
STOML2,STOML2,-5.932505,1.283576
WNT6,WNT6,0.594888,1.283558
MESTIT1,MESTIT1,3.69267,1.282162
IL23A,IL23A,-2.697858,1.281692
FOXD2,FOXD2,-1.900706,1.280507
BCAT1,BCAT1,7.924792,1.279821
CDC2,CDC2,-7.919867,1.279581
DMGDH,DMGDH,-14.434758,1.278979
C9orf40,C9orf40,-6.886114,1.278361
AC117460.2,AC117460.2,1.831659,1.278248
RPUSD3,RPUSD3,-4.711065,1.277826
SATB1,SATB1,6.930092,1.277724
C1orf180,C1orf180,0.13189,1.276957
TRPT1,TRPT1,7.919299,1.276736
COX8C,COX8C,1.614588,1.275911
CRNKL1,CRNKL1,-8.375925,1.275901
GC,GC,2.366637,1.275338
NME2P1,NME2P1,-0.637209,1.275337
TMEM140,TMEM140,4.007997,1.274838
NPSA,NPSA,-2.242732,1.274519
MCRS1,MCRS1,8.494674,1.274251
FGF7P3,KGFLP2,1.515481,1.273769
KIAA1024,KIAA1024,-13.153176,1.273599
GSTA1,GSTA1,8.674166,1.273261
CLUAP1,CLUAP1,3.555909,1.27292
QRSL1,QRSL1,1.368505,1.272915
ZNF521,ZNF521,-6.754946,1.272195
AMZ2,AMZ2,-3.249151,1.271928
SLC1A5,SLC1A5,0.739068,1.271287
PSMB3,PSMB3,-9.137387,1.270831
NFKBIB,NFKBIB,0.971606,1.270825
SOX7,SOX7,10.180758,1.269372
MDH1B,MDH1B,5.728947,1.269119
MAEL,MAEL,-2.725413,1.268922
LOC401433,LOC401433,-6.698393,1.268485
ACTN1,ACTN1,-5.165091,1.268274
PHLDB2,PHLDB2,8.520672,1.267592
TMCC3,TMCC3,2.054187,1.267557
CKMT2,CKMT2,4.138877,1.267039
ACBD6,ACBD6,-5.150653,1.266473
ZNF513,ZNF513,2.901291,1.266325
OXA1L,OXA1L,5.53203,1.266174
SPIN3,SPIN3,12.34338,1.265877
PTPN11,PTPN11,1.653401,1.265858
MLXIPL,MLXIPL,6.218941,1.265695
B3GNT1,B3GNT1,-11.245082,1.265501
CALM1,CALM1,-6.410265,1.265297
SPC24,SPC24,-2.174459,1.264515
COL28A1,COL28A1,6.177287,1.26447
TVP23A,FAM18A,-10.461195,1.264211
WFIKKN2,WFIKKN2,-0.01247,1.263493
TMEM20,TMEM20,3.031307,1.263247
ABCC3,ABCC3,7.78506,1.263225
FMO1,FMO1,4.281675,1.262684
ZNF542P,ZNF542,3.191121,1.262441
SH3GL3,SH3GL3,-9.42007,1.261488
PRIM1,PRIM1,10.295508,1.260994
DNAJC5B,DNAJC5B,1.572256,1.260985
ITGB7,ITGB7,-12.776497,1.259887
ZNF540,ZNF540,4.228737,1.259236
SNN,SNN,-4.413722,1.259076
FASTKD3,FASTKD3,9.381007,1.258966
C20orf118,C20orf118,-0.668586,1.258624
MAGEA10,MAGEA10,-2.692031,1.257955
NDUFS8,NDUFS8,-3.269124,1.257804
FBXO25,FBXO25,-1.438732,1.257349
RANBP2,RANBP2,7.494481,1.257336
GIYD2,GIYD2,-8.531293,1.256932
SOX30,SOX30,-3.968068,1.255552
SYT3,SYT3,10.550947,1.254868
GSDMB,GSDMB,14.296816,1.254717
LOC100130100,LOC100130100,-1.638956,1.254421
SERINC2,SERINC2,2.704713,1.254264
ICMT,ICMT,-0.038602,1.253899
CGREF1,CGREF1,-11.067822,1.253437
ZNF793,ZNF793,-5.713505,1.251809
DSCR8,DSCR8,1.666074,1.251659
ITPRIPL1,ITPRIPL1,10.691247,1.251564
PCSK6,PCSK6,3.413455,1.250936
ABCG4,ABCG4,7.343417,1.250621
MRPL2,MRPL2,-3.894727,1.250303
ERI1,ERI1,5.350159,1.25029
CNTN6,CNTN6,-5.485483,1.247504
MRS2,MRS2,15.472255,1.246966
CSNK1A1,CSNK1A1,3.170766,1.246342
FCN2,FCN2,1.16086,1.245472
MUTED,MUTED,7.380889,1.244981
DPM2,DPM2,-11.553783,1.244496
ETFB,ETFB,-10.287248,1.243807
CDC20,CDC20,3.404904,1.243232
PAPD5,PAPD5,-5.147088,1.241843
TBX3,TBX3,6.443144,1.241809
DLD,DLD,-0.064923,1.241796
ZNF672,ZNF672,7.431217,1.241416
ZSWIM4,ZSWIM4,16.382628,1.241329
OTUD3,OTUD3,-2.834289,1.241055
RP11-183M13.1,RP11-183M13.1,5.539521,1.240948
VEZT,VEZT,-10.714118,1.240932
ABHD17B,FAM108B1,6.23089,1.240855
RFX6,RFX6,0.468087,1.240805
SH3PXD2B,SH3PXD2B,-9.092536,1.239448
NEDD1,NEDD1,0.016002,1.237763
ARHGAP25,ARHGAP25,-2.858629,1.236479
HSPBP1,HSPBP1,-6.0839,1.235386
C14orf2,C14orf2,-3.822805,1.234683
TCAP,TCAP,-6.126717,1.234562
RFFL,RFFL,2.626594,1.233984
THEMIS2,C1orf38,4.012637,1.233281
C18orf24,C18orf24,0.555512,1.233131
CIART,C1orf51,-0.833617,1.233131
CNTN3,CNTN3,-8.239783,1.232952
INCENP,INCENP,-10.162176,1.2329
GPC3,GPC3,-7.652639,1.231935
SPRR1A,SPRR1A,1.145391,1.2319
CD22,CD22,0.194999,1.231562
COPS4,COPS4,-14.934737,1.23154
PCCB,PCCB,-2.923077,1.231512
KIR2DL4,KIR2DL4,-1.626583,1.231224
TMEM39B,TMEM39B,-4.377006,1.231168
CPD,CPD,1.303661,1.23114
SSX8,SSX8,-1.46918,1.230133
OR1I1,OR1I1,2.487672,1.229827
RAB44,RAB44,2.111787,1.227293
CDCA2,CDCA2,0.479928,1.226761
PSMC1P9,PSMC1P9,-8.005383,1.226692
PRSS7,PRSS7,-3.396611,1.225842
PCDH1,PCDH1,-11.38134,1.225741
DGKA,DGKA,-9.025859,1.224676
SCN5A,SCN5A,1.458862,1.224552
PRAMEF18,PRAMEF18,2.761038,1.224163
TUBE1,TUBE1,18.558144,1.223993
TRIM75,TRIM75,1.936419,1.223606
POLRMT,POLRMT,3.03374,1.222512
CLEC4F,CLEC4F,0.183614,1.222237
GZMK,GZMK,0.617965,1.220494
SDR16C6P,SDR16C6P,1.674226,1.220415
VWC2L,VWC2L,2.782188,1.219767
EPHB1,EPHB1,4.72373,1.219001
RBMS1,RBMS1,13.263925,1.21883
OCLM,OCLM,4.345292,1.218566
UHRF1,UHRF1,4.321091,1.21809
RAB3C,RAB3C,-15.833054,1.217033
IPO5,IPO5,6.022898,1.216826
POLE2,POLE2,0.907087,1.215554
HACD1,PTPLA,-12.522451,1.215523
TAGAP,TAGAP,-8.581158,1.215325
NKRF,NKRF,6.400184,1.215124
ELF5,ELF5,1.575729,1.214954
CFL1,CFL1,-6.714356,1.213391
LOC729275,LOC729275,2.915267,1.213162
CACNA1I,CACNA1I,7.073047,1.213139
DPYSL2,DPYSL2,-4.567874,1.212336
SGCA,SGCA,-2.021058,1.211624
IL5,IL5,0.81491,1.211581
COL9A3,COL9A3,4.267196,1.211535
HTA,HTA,1.176141,1.211479
C8orf76,C8orf76,-3.548925,1.211151
METTL1,METTL1,-10.909511,1.210146
MCM8,MCM8,12.67358,1.209835
UBXN6,UBXN6,-10.326739,1.208832
FAM186B,FAM186B,-0.07494,1.208793
LELP1,LELP1,0.019268,1.208674
PGGHG,ATHL1,-7.392749,1.208508
PALM2-AKAP2,PALM2-AKAP2,1.0636,1.208449
SLC44A1,SLC44A1,2.822606,1.208406
CAPN11,CAPN11,1.354442,1.208369
TEAD2,TEAD2,1.519054,1.208354
LOC100289420,LOC100289420,-9.187606,1.208296
CYLC2,CYLC2,-1.02667,1.206987
BTBD16,BTBD16,-0.625566,1.206932
LEPR,LEPR,0.490455,1.206762
MTCP1,MTCP1,3.64659,1.2059
ZDHHC4,ZDHHC4,-10.572935,1.205789
PARP2,PARP2,1.152001,1.204691
CCSER2,KIAA1128,-6.975297,1.204532
GATS,GATS,2.554355,1.203757
ARHGAP1,ARHGAP1,-5.802652,1.20289
SEPT7L,SEPT7L,13.62008,1.202784
GRXCR1,GRXCR1,2.167485,1.202493
TNFRSF21,TNFRSF21,-0.427875,1.20153
JRK,JRK,12.071329,1.201136
THOC5,THOC5,4.510951,1.201118
LOC100128760,LOC100128760,-13.390894,1.199665
PLPP2,PPAP2C,2.230992,1.199603
RRP9,RRP9,-2.608822,1.199196
BRD9,BRD9,0.936676,1.198792
MZF1,MZF1,7.770016,1.197473
SOCS5,SOCS5,13.003424,1.196936
IFIT2,IFIT2,1.119311,1.195751
CYP1B1,CYP1B1,-5.957623,1.195525
C22orf33,C22orf33,-1.262089,1.194233
MICAL1,MICAL1,3.841646,1.193578
OGDHL,OGDHL,10.47338,1.193518
VTCN1,VTCN1,-4.357174,1.193511
C16orf73,C16orf73,-12.231487,1.193455
COMMD1,COMMD1,-2.726341,1.193358
GINS2,GINS2,-14.040408,1.192158
GLDN,GLDN,5.982955,1.191839
INTS11,CPSF3L,-1.170127,1.191188
RAB20,RAB20,-3.467941,1.191077
LOC100127886,LOC100127886,-0.804481,1.189737
PLCH1,PLCH1,-5.419977,1.189333
SLITRK1,SLITRK1,-6.386191,1.189243
KCNG4,KCNG4,0.228586,1.188714
IGSF2,IGSF2,-3.789054,1.187953
FAM98B,FAM98B,7.328289,1.187466
VIPAS39,C14orf133,-5.862037,1.186941
PDCD6,PDCD6,-15.08114,1.1866
DNAJC18,DNAJC18,2.340471,1.186546
C6orf103,C6orf103,1.818638,1.185741
UBQLN4,UBQLN4,4.777407,1.185378
TMEM254,C10orf57,-2.149687,1.184314
HSPB8,HSPB8,2.75186,1.184087
OR8G1,OR8G1,-1.351729,1.182583
MGAT4B,MGAT4B,-8.99301,1.182336
ARSA,ARSA,-6.564146,1.182281
VDAC3,VDAC3,-5.44714,1.182053
ZNF8,ZNF8,5.650374,1.181375
MGC24103,MGC24103,-7.49845,1.181237
ELMO3,ELMO3,6.080857,1.180401
LYG1,LYG1,5.848423,1.179896
DNPH1,C6orf108,-11.491622,1.179839
TBCD,TBCD,-11.345746,1.176659
MAGEC1,MAGEC1,-1.365498,1.176138
LOC100287988,LOC100287988,-16.413312,1.176123
INTS9,INTS9,19.903183,1.17601
LOC100288560,LOC100288560,-3.76471,1.175578
RUFY2,RUFY2,1.972421,1.175016
LDHA,LDHA,-13.149197,1.174724
TMEM242,TMEM242,-9.831732,1.173277
NUS1,NUS1,-11.538646,1.17324
C20orf78,C20orf78,1.299432,1.173221
MTX3,MTX3,4.195909,1.172857
CTAGE1,CTAGE1,-1.569254,1.172523
OR10G7,OR10G7,-0.355038,1.172448
RAB14,RAB14,6.210467,1.170342
ACSM2,ACSM2,-0.751457,1.169924
ZIM3,ZIM3,-0.335823,1.169781
LOC100293607,LOC100293607,-0.516804,1.169442
ZBTB44,ZBTB44,-11.09563,1.1691
GPBP1,GPBP1,4.021743,1.168148
SDCBP2,SDCBP2,-5.879281,1.167548
MYB,MYB,-17.204305,1.167378
RP11-511I2.5,RP11-511I2.5,-3.349209,1.167285
CGRRF1,CGRRF1,2.826856,1.167045
CDKN2D,CDKN2D,-16.863719,1.166894
CREB5,CREB5,-2.138704,1.16635
DKK4,DKK4,-1.438927,1.166252
ZBTB45,ZBTB45,3.410493,1.165852
HIST1H1D,HIST1H1D,17.923469,1.165448
ALKBH4,ALKBH4,-0.588549,1.164879
APBA2,APBA2,1.969845,1.164867
SESN1,SESN1,5.877322,1.163902
HEATR7B2,HEATR7B2,1.13512,1.163706
SUZ12,SUZ12,13.7532,1.163552
SLC5A6,SLC5A6,15.667864,1.163322
MATK,MATK,5.900275,1.163077
IFT80,IFT80,3.528487,1.162015
ZNF544,ZNF544,-8.404924,1.161845
NRDE2,C14orf102,10.350312,1.161813
SLC25A32,SLC25A32,8.762215,1.160996
SHH,SHH,-1.787029,1.160922
DPH3,DPH3,4.393303,1.158786
GSTT2,GSTT2,8.026769,1.158516
PML,PML,-0.137743,1.157927
NDUFB8,NDUFB8,-8.361766,1.157687
RNPEPL1,RNPEPL1,-3.550984,1.157659
SMYD3,SMYD3,-10.322791,1.157469
C1orf115,C1orf115,-4.556915,1.157238
MAP2K3,MAP2K3,14.244145,1.157002
C10orf62,C10orf62,2.430655,1.156428
MB,MB,-1.168909,1.155894
DOCK4,DOCK4,-0.8387,1.154886
ACSS3,ACSS3,-7.451082,1.154667
FAM53B,FAM53B,4.830858,1.153992
SV2C,SV2C,7.178018,1.153986
SPINLW1,SPINLW1,1.379864,1.153181
PGAM1,PGAM1,-8.233418,1.152427
TMEM177,TMEM177,1.533362,1.151288
SMC2,SMC2,12.267799,1.150739
SRPRB,SRPRB,-2.880315,1.149719
EGR3,EGR3,-6.456751,1.149118
TTF2,TTF2,-9.446407,1.147007
ETHE1,ETHE1,6.713826,1.146245
EEF1AKMT1,N6AMT2,-11.747648,1.146178
PDK4,PDK4,-3.689237,1.145975
IL3RA,IL3RA,-7.707711,1.145749
PARP6,PARP6,-5.95211,1.145666
SPATA5L1,SPATA5L1,-6.702713,1.145469
MTBP,MTBP,10.846164,1.145427
PEX14,PEX14,1.374082,1.145214
CXorf21,CXorf21,-6.067655,1.144842
NSMCE2,NSMCE2,5.797166,1.144529
MANF,ARMET,-12.080649,1.144134
DNAH6,DNAH6,-12.983831,1.143891
ATAD3B,ATAD3B,0.332669,1.14377
CLCN6,CLCN6,-3.138643,1.143608
LOC642103,LOC642103,0.757153,1.14343
AC008429.1,AC008429.1,-4.19527,1.143028
GCA,GCA,0.813015,1.141141
SIT1,SIT1,0.380596,1.140915
COA1,C7orf44,1.332557,1.140263
TOMM6,TOMM6,-12.095041,1.139951
PRR5L,PRR5L,1.963936,1.139454
HIST1H2BL,HIST1H2BL,-6.679317,1.139265
ANKLE1,ANKLE1,2.307973,1.13885
LOC440461,LOC440461,7.548741,1.137807
NOTO,NOTO,2.367232,1.136062
CST3,CST3,-4.053009,1.136055
AC015936.3,AC015936.3,-16.332946,1.13505
GGN,GGN,-12.158623,1.134865
C17ORF110,C17ORF110,1.360873,1.134612
PTP4A1,PTP4A1,-5.352884,1.134161
BBOF1,C14orf45,7.997278,1.134042
SLC12A7,SLC12A7,3.108285,1.134022
C17orf51,C17orf51,-6.782601,1.133281
CDR2L,CDR2L,15.781545,1.133108
LCE3B,LCE3B,-1.225989,1.132674
TYMS,TYMS,-0.087984,1.132328
C1orf66,C1orf66,9.044881,1.132227
CXXC1,CXXC1,-1.361798,1.129875
STK4,STK4,0.378149,1.129289
NCL,NCL,-0.095946,1.129252
INSIG1,INSIG1,-3.492683,1.128755
LOC400684,LOC400684,-6.317037,1.128433
LINGO2,LINGO2,-0.321287,1.128138
TNFAIP8L2,TNFAIP8L2,-9.819568,1.127566
SOX18,SOX18,4.486045,1.127427
LOC727961,LOC727961,-5.107637,1.126343
MGP,MGP,-4.048221,1.126172
MMAA,MMAA,-10.626976,1.125709
LMOD2,LMOD2,-2.388979,1.124246
DCAF8,WDR42A,10.039078,1.123899
USP29,USP29,-1.93391,1.123688
POLR3C,POLR3C,-12.218806,1.122923
MCCC1,MCCC1,4.141435,1.122793
VRK3,VRK3,-8.783735,1.122724
RDH13,RDH13,3.755004,1.122463
RNF32,RNF32,-10.009613,1.122391
AKR1C4,AKR1C4,-6.533163,1.122152
MPI,MPI,-12.37581,1.122063
NAIF1,NAIF1,-0.365707,1.121901
TBC1D2,TBC1D2,3.21604,1.121804
CFL2,CFL2,6.044792,1.120507
PIGV,PIGV,-11.134596,1.120182
GYS2,GYS2,2.098654,1.119809
CD38,CD38,-4.624039,1.119016
TMEM191C,TMEM191C,3.681868,1.118937
CCDC117,CCDC117,-3.923954,1.118718
LYPD5,LYPD5,11.998011,1.118632
SNX30,SNX30,-3.483492,1.11843
SMG5,SMG5,-0.898038,1.118219
PPP1R14A,PPP1R14A,1.821015,1.117723
TMEM67,TMEM67,5.290854,1.117513
AMPD3,AMPD3,5.318941,1.11704
KCNA6,KCNA6,8.407428,1.116839
MCAM,MCAM,3.304096,1.116526
INO80C,INO80C,-5.499401,1.116446
PRRT2,PRRT2,3.173747,1.11613
MPPED1,MPPED1,-0.553391,1.115181
ZNF436-AS1,C1ORF213,-0.885095,1.114968
UROD,UROD,-2.766196,1.114682
CIB3,CIB3,-0.677989,1.114576
LOC400406,LOC400406,-0.865541,1.114306
TRAFD1,TRAFD1,0.370213,1.113778
RNF141,RNF141,-1.046178,1.113724
LOC414300,LOC414300,-0.737505,1.113013
NDUFB3,NDUFB3,-6.973876,1.112836
NELL1,NELL1,-1.572178,1.112264
TP53BP1,TP53BP1,-11.821034,1.111911
HIST1H2AB,HIST1H2AB,-3.994409,1.111745
PPM1L,PPM1L,8.30054,1.111627
ADCY4,ADCY4,4.639516,1.111315
C15orf48,C15orf48,-5.299111,1.110295
SFMBT1,SFMBT1,3.758241,1.10985
LGALS9,LGALS9,-5.150674,1.109578
SIN3A,SIN3A,-4.850148,1.108445
TTC39B,TTC39B,15.920003,1.10839
ASMTL,ASMTL,-7.177524,1.10833
OTUB2,OTUB2,-13.085375,1.106807
SPOCK3,SPOCK3,1.497021,1.10588
HPF1,C4orf27,2.565669,1.105814
ANGPTL7,ANGPTL7,5.934685,1.105524
CNTNAP1,CNTNAP1,12.237871,1.104143
MAST4,MAST4,9.150617,1.103363
GATAD2B,GATAD2B,6.155493,1.102812
GTF3C5,GTF3C5,-0.898604,1.102328
JMJD1C,JMJD1C,11.371664,1.101951
EREG,EREG,-6.756988,1.101673
OR2A25,OR2A25,0.164349,1.101075
NCSTN,NCSTN,-4.586812,1.100526
CRAT,CRAT,-9.42398,1.10049
LOC730134,LOC730134,1.612908,1.099856
TMEM213,TMEM213,-0.621657,1.099701
CISD3,CISD3,-10.102598,1.099238
PGLYRP1,PGLYRP1,3.442052,1.097223
PRO2852,PRO2852,8.471601,1.096915
ATG4C,ATG4C,0.716691,1.096619
CBS,CBS,-5.750381,1.09608
TBC1D9,TBC1D9,0.277074,1.095934
C16orf72,C16orf72,8.597743,1.095835
ELP2,ELP2,-2.139045,1.094857
FGFR1OP,FGFR1OP,1.09895,1.094638
CD2,CD2,-5.123153,1.094421
AP2M1,AP2M1,-10.459486,1.094254
MSRB1,SEPX1,-1.000612,1.093888
KLF2,KLF2,10.615484,1.092783
RPRML,RPRML,3.8986,1.092593
TRMT44,C4orf23,1.299605,1.092392
KHDRBS3,KHDRBS3,3.094015,1.091929
FBXL18,FBXL18,-10.952134,1.091863
PAK4,PAK4,-4.852753,1.091149
ANXA6,ANXA6,5.562118,1.090898
NPBWR2,NPBWR2,8.302688,1.090685
MID2,MID2,13.331373,1.0905
COQ7,COQ7,-11.50398,1.089779
ANGPTL2,ANGPTL2,7.270974,1.088814
KISS1,KISS1,1.993837,1.087617
CLIC2,CLIC2,3.808461,1.08761
NIACR2,NIACR2,-3.258074,1.087079
GZF1,GZF1,9.981729,1.086871
AFAP1,AFAP1,-5.698013,1.086596
LIN7C,LIN7C,7.774982,1.085436
USP38,USP38,5.196269,1.085011
ZDHHC22,ZDHHC22,-0.054268,1.084578
LOC100127998,LOC100127998,12.914882,1.083977
RHOBTB3,RHOBTB3,-1.050563,1.083764
AP1S1,AP1S1,-15.199494,1.082643
EVC2,EVC2,-2.737086,1.082373
ZBTB41,ZBTB41,-2.50744,1.082311
TMEM217,TMEM217,-5.341645,1.081817
NEFM,NEFM,7.704236,1.081581
SLC4A8,SLC4A8,12.725371,1.081257
OR52V1P,OR52V1P,-1.559243,1.080651
MRPS23,MRPS23,-8.237785,1.080605
HJURP,HJURP,-1.12806,1.079614
GIP,GIP,-2.933403,1.079016
IDE,IDE,18.432378,1.079008
GPR34,GPR34,-11.840182,1.078383
TAS1R3,TAS1R3,2.430324,1.077295
MRPL55,MRPL55,-9.108641,1.076627
NRG1,NRG1,4.957231,1.076593
SNRPE,SNRPE,-5.234862,1.075163
KCNH8,KCNH8,6.903884,1.074196
MOBKL3,MOBKL3,0.997824,1.074072
SF3B5,SF3B5,-6.370755,1.072722
ZIC1,ZIC1,0.140902,1.071688
PRRG1,PRRG1,4.323293,1.071227
ANKRD39,ANKRD39,0.19855,1.07032
ZSCAN5B,ZSCAN5B,2.1685,1.069676
STOML1,STOML1,-14.017842,1.068787
ZNF121,ZNF121,-1.637736,1.06801
GTF3C1,GTF3C1,-5.827708,1.066132
AC023830.2,AC023830.2,0.051844,1.065683
TDGF1,TDGF1,5.579944,1.065596
ZNF799,ZNF799,6.427723,1.065404
LOC645431,LOC645431,-3.347237,1.065298
ZNF28,ZNF28,-3.73274,1.065134
RAF1,RAF1,2.977095,1.065101
LOC729652,LOC729652,0.714312,1.064041
ADAMTS2,ADAMTS2,-0.258851,1.063927
ZPBP2,ZPBP2,0.979195,1.063598
CLK3,CLK3,12.100631,1.063121
ZNF425,ZNF425,4.448046,1.062864
TSPAN15,TSPAN15,-0.744638,1.062744
KIF21B,KIF21B,-14.660609,1.062289
LOC158572,LOC158572,1.228249,1.061547
NR1I2,NR1I2,-4.30869,1.061345
PRAME,PRAME,1.905616,1.060745
IPO11,IPO11,-3.520158,1.060672
FAM8A1,FAM8A1,0.422811,1.060021
EMC3,EMC3,-9.963535,1.05991
OR5R1,OR5R1,1.120648,1.059803
C4orf50,C4orf50,-8.328985,1.059407
PCDHB3,PCDHB3,6.596773,1.059267
LOC100292489,LOC100292489,11.539075,1.058941
AC106818.2,AC106818.2,1.204712,1.058665
ALS2,ALS2,9.598941,1.058043
PIAS4,PIAS4,4.437019,1.057567
ST7L,ST7L,5.957559,1.057427
RNF44,RNF44,5.780461,1.0572
CES4,CES4,-1.280363,1.055795
CKAP4,CKAP4,-0.766788,1.0557
LOC151009,LOC151009,11.456216,1.055388
NAPRT,NAPRT1,4.109558,1.052295
ENTPD6,ENTPD6,-11.736341,1.052027
ATP5F1A,ATP5A1,7.107565,1.05189
