section	readout	atlas	construction	trait	method	estimate	se	p	n	note	source
magma	MAGMA reverse: SCZ25_META / global_slope	hcp	perregion	global_slope	MAGMA	0.023194	0.010742	0.030856	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_META / global_slope_1lmm	hcp	1lmm	global_slope	MAGMA	0.020972	0.010715	0.050338	18282	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / baseline_thickness	hcp	perregion	baseline_thickness	MAGMA	0.028509	0.010631	0.0073324	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / baseline_thickness_1lmm	hcp	1lmm	baseline_thickness	MAGMA	0.028268	0.010629	0.0078336	18277	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / global_slope	hcp	perregion	global_slope	MAGMA	0.028254	0.010661	0.0080535	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / global_slope_1lmm	hcp	1lmm	global_slope	MAGMA	0.016934	0.010637	0.11141	18277	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	hcp	1lmm	baseline_thickness	MAGMA	0.0081071	0.0075441	0.28256	18260	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	hcp	1lmm	baseline_thickness	MAGMA	0.008699	0.0076691	0.25669	18177	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	hcp	1lmm	baseline_thickness	MAGMA	-0.0011339	0.0076535	0.88222	18210	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	hcp	1lmm	baseline_thickness	MAGMA	0.023581	0.0066449	0.0003882	18275	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	hcp	1lmm	baseline_thickness	MAGMA	0.019711	0.0061459	0.0013435	18275	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	hcp	1lmm	baseline_thickness	MAGMA	0.020458	0.0061082	0.0008126	18240	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	hcp	1lmm	baseline_thickness	MAGMA	0.013802	0.0060672	0.022929	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	hcp	1lmm	baseline_thickness	MAGMA	0.019108	0.0059913	0.0014295	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	hcp	1lmm	baseline_thickness	MAGMA	0.015269	0.0060333	0.01139	18282	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	hcp	1lmm	baseline_thickness	MAGMA	0.01821	0.0060545	0.0026375	18282	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	hcp	1lmm	baseline_thickness	MAGMA	0.017414	0.0061788	0.0048335	18277	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	hcp	1lmm	baseline_thickness	MAGMA	0.10753	0.11878	0.18265	56	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	hcp	1lmm	baseline_thickness	MAGMA	0.13059	0.07453	0.03988	160	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	hcp	1lmm	baseline_thickness	MAGMA	-0.11243	0.26586	0.66381	10	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	hcp	1lmm	baseline_thickness	MAGMA	0.091952	0.063932	0.075186	213	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	hcp	1lmm	baseline_thickness	MAGMA	0.040487	0.026485	0.063186	1881	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	hcp	1lmm	baseline_thickness	MAGMA	0.027123	0.027752	0.16421	1668	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	hcp	1lmm	baseline_thickness	MAGMA	-0.0019789	0.050057	0.51577	704	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	hcp	1lmm	baseline_thickness	MAGMA	0.1056	0.046911	0.0122	858	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	hcp	1lmm	baseline_thickness	MAGMA	0.10073	0.044211	0.011361	777	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	hcp	1lmm	baseline_thickness	MAGMA	0.14421	0.062374	0.010393	214	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	hcp	1lmm	baseline_thickness	MAGMA	0.058252	0.041685	0.081154	1103	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	hcp	1lmm	baseline_thickness	MAGMA	-0.0087968	0.062486	0.55598	302	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	hcp	1lmm	baseline_thickness	MAGMA	0.18915	0.051697	0.00012717	455	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	hcp	1lmm	baseline_thickness	MAGMA	0.18294	0.058029	0.00081108	354	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	hcp	1lmm	baseline_thickness	MAGMA	0.11004	0.11334	0.16583	61	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	hcp	1lmm	baseline_thickness	MAGMA	0.27401	0.38422	0.23788	7	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	hcp	1lmm	baseline_thickness	MAGMA	0.15973	0.1353	0.1189	44	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	hcp	1lmm	baseline_thickness	MAGMA	0.13352	0.090171	0.069345	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	hcp	1lmm	baseline_thickness	MAGMA	0.13352	0.090171	0.069345	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	hcp	perregion	baseline_thickness	MAGMA	0.0080063	0.0075466	0.28875	18254	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	hcp	perregion	baseline_thickness	MAGMA	0.0085745	0.0076715	0.26371	18171	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	hcp	perregion	baseline_thickness	MAGMA	-0.0013805	0.007655	0.85689	18206	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	hcp	perregion	baseline_thickness	MAGMA	0.023441	0.0066477	0.00042283	18264	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	hcp	perregion	baseline_thickness	MAGMA	0.019613	0.0061485	0.0014264	18263	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	hcp	perregion	baseline_thickness	MAGMA	0.020379	0.0061122	0.00085786	18228	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	hcp	perregion	baseline_thickness	MAGMA	0.013661	0.0060696	0.024421	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	hcp	perregion	baseline_thickness	MAGMA	0.01906	0.0059922	0.0014723	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	hcp	perregion	baseline_thickness	MAGMA	0.015201	0.0060367	0.011812	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	hcp	perregion	baseline_thickness	MAGMA	0.018156	0.0060587	0.0027338	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	hcp	perregion	baseline_thickness	MAGMA	0.01749	0.0061804	0.004664	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	hcp	perregion	baseline_thickness	MAGMA	0.1007	0.11881	0.19834	56	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	hcp	perregion	baseline_thickness	MAGMA	0.12867	0.074551	0.042187	160	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	hcp	perregion	baseline_thickness	MAGMA	-0.12511	0.26593	0.68098	10	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	hcp	perregion	baseline_thickness	MAGMA	0.087599	0.06395	0.085384	213	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	hcp	perregion	baseline_thickness	MAGMA	0.040984	0.026493	0.060946	1881	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	hcp	perregion	baseline_thickness	MAGMA	0.028488	0.02776	0.1524	1668	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	hcp	perregion	baseline_thickness	MAGMA	-0.0079434	0.050071	0.56302	704	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	hcp	perregion	baseline_thickness	MAGMA	0.10803	0.046924	0.010668	858	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	hcp	perregion	baseline_thickness	MAGMA	0.098777	0.044224	0.012763	777	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	hcp	perregion	baseline_thickness	MAGMA	0.1461	0.06239	0.0096048	214	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	hcp	perregion	baseline_thickness	MAGMA	0.059463	0.041697	0.076936	1103	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	hcp	perregion	baseline_thickness	MAGMA	-0.0089401	0.062503	0.55687	302	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	hcp	perregion	baseline_thickness	MAGMA	0.18861	0.051711	0.00013297	455	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	hcp	perregion	baseline_thickness	MAGMA	0.18275	0.058045	0.00082256	354	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	hcp	perregion	baseline_thickness	MAGMA	0.10862	0.11338	0.16902	61	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	hcp	perregion	baseline_thickness	MAGMA	0.27141	0.38432	0.24003	7	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	hcp	perregion	baseline_thickness	MAGMA	0.16023	0.13534	0.11822	44	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	hcp	perregion	baseline_thickness	MAGMA	0.13233	0.090196	0.071176	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	hcp	perregion	baseline_thickness	MAGMA	0.13233	0.090196	0.071176	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	hcp	1lmm	global_slope	MAGMA	0.0014575	0.0075633	0.84719	18260	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	hcp	1lmm	global_slope	MAGMA	0.0031022	0.0076908	0.68669	18177	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	hcp	1lmm	global_slope	MAGMA	-0.0092217	0.0076725	0.22941	18210	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	hcp	1lmm	global_slope	MAGMA	0.0072866	0.0066611	0.27401	18275	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	hcp	1lmm	global_slope	MAGMA	0.0031895	0.0061625	0.60477	18275	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	hcp	1lmm	global_slope	MAGMA	0.00090705	0.0061247	0.88227	18240	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	hcp	1lmm	global_slope	MAGMA	0.012069	0.006082	0.047234	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	hcp	1lmm	global_slope	MAGMA	0.010684	0.0060059	0.075272	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	hcp	1lmm	global_slope	MAGMA	0.010099	0.0060469	0.094909	18282	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	hcp	1lmm	global_slope	MAGMA	0.010754	0.0060686	0.076406	18282	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	hcp	1lmm	global_slope	MAGMA	0.0089597	0.0061918	0.14791	18277	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	hcp	1lmm	global_slope	MAGMA	-0.007842	0.11901	0.52627	56	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	hcp	1lmm	global_slope	MAGMA	-0.018453	0.074682	0.59758	160	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	hcp	1lmm	global_slope	MAGMA	0.2943	0.26637	0.13462	10	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	hcp	1lmm	global_slope	MAGMA	-0.014466	0.06406	0.58933	213	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	hcp	1lmm	global_slope	MAGMA	0.010808	0.026539	0.34191	1881	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	hcp	1lmm	global_slope	MAGMA	0.014592	0.027807	0.29988	1668	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	hcp	1lmm	global_slope	MAGMA	-0.039972	0.050153	0.78727	704	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	hcp	1lmm	global_slope	MAGMA	0.050523	0.047009	0.14125	858	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	hcp	1lmm	global_slope	MAGMA	-0.008044	0.044305	0.57204	777	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	hcp	1lmm	global_slope	MAGMA	0.026661	0.062506	0.33486	214	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	hcp	1lmm	global_slope	MAGMA	0.073581	0.041764	0.039061	1103	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	hcp	1lmm	global_slope	MAGMA	0.091312	0.062602	0.072349	302	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	hcp	1lmm	global_slope	MAGMA	0.13509	0.051809	0.0045656	455	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	hcp	1lmm	global_slope	MAGMA	0.18475	0.058142	0.00074419	354	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	hcp	1lmm	global_slope	MAGMA	-0.016372	0.11357	0.55731	61	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	hcp	1lmm	global_slope	MAGMA	0.64289	0.38493	0.047458	7	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	hcp	1lmm	global_slope	MAGMA	0.015696	0.13557	0.45392	44	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	hcp	1lmm	global_slope	MAGMA	-0.035178	0.090352	0.65149	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	hcp	1lmm	global_slope	MAGMA	-0.035178	0.090352	0.65149	101	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	hcp	perregion	global_slope	MAGMA	0.0033007	0.0075384	0.6615	18254	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	hcp	perregion	global_slope	MAGMA	0.0063031	0.0076617	0.41071	18171	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	hcp	perregion	global_slope	MAGMA	0.00016961	0.0076467	0.9823	18206	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	hcp	perregion	global_slope	MAGMA	0.0060459	0.0066402	0.36258	18264	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	hcp	perregion	global_slope	MAGMA	0.0065507	0.0061433	0.2863	18263	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	hcp	perregion	global_slope	MAGMA	0.0039985	0.0061062	0.51259	18228	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	hcp	perregion	global_slope	MAGMA	0.0099893	0.0060619	0.099399	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	hcp	perregion	global_slope	MAGMA	0.011376	0.0059855	0.05738	18261	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	hcp	perregion	global_slope	MAGMA	0.014107	0.0060285	0.019296	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	hcp	perregion	global_slope	MAGMA	0.014584	0.006051	0.015956	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	hcp	perregion	global_slope	MAGMA	0.012369	0.0061727	0.045112	18270	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	hcp	perregion	global_slope	MAGMA	-0.059913	0.11863	0.69323	56	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	hcp	perregion	global_slope	MAGMA	-0.0064152	0.074444	0.53434	160	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	hcp	perregion	global_slope	MAGMA	0.35296	0.26551	0.091873	10	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	hcp	perregion	global_slope	MAGMA	-0.030262	0.063855	0.68222	213	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	hcp	perregion	global_slope	MAGMA	0.028475	0.026454	0.14088	1881	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	hcp	perregion	global_slope	MAGMA	0.036964	0.027717	0.091178	1668	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	hcp	perregion	global_slope	MAGMA	-0.034579	0.049993	0.75543	704	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	hcp	perregion	global_slope	MAGMA	0.068224	0.046857	0.072708	858	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	hcp	perregion	global_slope	MAGMA	-0.011467	0.044163	0.60243	777	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	hcp	perregion	global_slope	MAGMA	0.011656	0.062306	0.4258	214	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	hcp	perregion	global_slope	MAGMA	0.04139	0.041634	0.16009	1103	n = genes	work/results_70tab_hcp/magma_panel/table_magma_panel.tsv
