gene	thinning_Z_ds25	U_ds25_thinning	rank_ds25	decile_ds25
GSAP	-1.0901	-0.0055814	8524	3
MTG1	-1.0905	-0.0044947	8525	3
MNT	-1.092	-0.0072646	8526	3
ANO8	-1.0928	-0.0050066	8527	3
KLHL42	-1.0941	-0.0063397	8528	3
SURF1	-1.0962	-0.0034344	8529	3
SENP7	-1.0963	-0.0037167	8530	3
HSD3B7	-1.0971	-0.003697	8531	3
EZH1	-1.0979	-0.0030273	8532	3
MYO1E	-1.0986	-0.0040996	8533	3
PTPMT1	-1.0991	-0.0047203	8534	3
PLAC9P1	-1.1001	-0.0028313	8535	3
GAD1	-1.101	-0.0044533	8536	3
SDHB	-1.1018	-0.0070765	8537	3
KHSRP	-1.1022	-0.0087828	8538	3
COX10	-1.1025	-0.0032346	8539	3
PRDM5	-1.1028	-0.0023259	8540	3
MAPKAPK5	-1.1029	-0.0053927	8541	3
RECQL5	-1.103	-0.0063814	8542	3
SOGA1	-1.103	-0.0056003	8543	3
TCF7L1	-1.1038	-0.0041934	8544	3
GSE1	-1.1045	-0.0045553	8545	3
MAOA	-1.1045	-0.0039585	8546	3
MRPS6	-1.1055	-0.0044286	8547	3
CRHBP	-1.1072	-0.002815	8548	3
APTR	-1.1091	-0.0026721	8549	3
ADHFE1	-1.1101	-0.0042859	8550	3
CYTL1	-1.1102	-0.0042029	8551	3
NDRG3	-1.1112	-0.0034804	8552	3
SUGCT	-1.1112	-0.0056476	8553	3
SLC25A17	-1.1115	-0.0046718	8554	3
ST7L	-1.112	-0.0049108	8555	3
ERGIC1	-1.1122	-0.0076417	8556	3
CAMK1	-1.1126	-0.0058774	8557	3
HSPC324	-1.1126	-0.0057357	8558	3
CNN3	-1.1137	-0.0031828	8559	3
LOC100240734	-1.1138	-0.0043283	8560	3
FBXO5	-1.1138	-0.0057032	8561	3
LINC01351	-1.1139	-0.0083838	8562	3
TMC4	-1.114	-0.0072037	8563	3
PLPP1	-1.1146	-0.0059004	8564	3
TMEM39A	-1.1149	-0.0034102	8565	3
YTHDC2	-1.1158	-0.0033787	8566	3
RGS8	-1.1168	-0.0063621	8567	3
SUPT20H	-1.1169	-0.0046259	8568	3
MSRB1	-1.1193	-0.007371	8569	3
BMS1P2	-1.1196	-0.0031626	8570	3
PRODH	-1.1201	-0.0035028	8571	3
SFMBT2	-1.1206	-0.0029653	8572	3
SRSF5	-1.1219	-0.0056633	8573.5	3
KCNN4	-1.1219	-0.0066715	8573.5	3
TXNRD2	-1.1228	-0.0066115	8575	3
MVP	-1.1229	-0.0050254	8576	3
COTL1	-1.1229	-0.0075794	8577	3
HIF3A	-1.1231	-0.0058754	8578	3
RYR1	-1.1236	-0.0045394	8579	3
KDM7A	-1.1239	-0.0024619	8580	3
AGAP5	-1.124	-0.0050681	8581	3
ZNF518A	-1.1242	-0.0064017	8582	3
PHF2	-1.1245	-0.0070416	8583	3
IPW	-1.1246	-0.0032357	8584	3
ANKRD23	-1.125	-0.0044217	8585	3
ZNF776	-1.126	-0.0042352	8586	3
LOC100294362	-1.1268	-0.0055348	8587	3
SNTB1	-1.1277	-0.0032035	8588	3
ORC3	-1.1283	-0.0031849	8589	3
ATP2C2	-1.1286	-0.0046251	8590	3
PIGP	-1.1293	-0.0047507	8591	3
BRINP2	-1.1305	-0.0046344	8592	3
CEP83	-1.1309	-0.003573	8593	3
ZNF587	-1.1311	-0.0077106	8594	3
B3GNT7	-1.1312	-0.0048801	8595	3
KDM6B	-1.1316	-0.0031217	8596	3
CHPF	-1.1325	-0.004275	8597	3
CIDEB	-1.1326	-0.0045434	8598	3
SRGAP2	-1.1327	-0.005791	8599	3
LGR5	-1.1329	-0.0051128	8600	3
SPX	-1.1334	-0.0053867	8601	3
SLC16A3	-1.1337	-0.0078311	8602	3
DPYD	-1.1339	-0.0033622	8603	3
CASTOR1	-1.1339	-0.004083	8604	3
LHX2	-1.1347	-0.0048782	8605	3
MRPS36	-1.135	-0.0061598	8606	3
EBAG9	-1.1364	-0.0067097	8607	3
RPL23	-1.1365	-0.0044437	8608	3
CRIPAK	-1.1371	-0.00355	8609	3
DDX46	-1.1379	-0.0021106	8610	3
AGAP11	-1.138	-0.0051282	8611	3
BTG3-AS1	-1.1385	-0.008401	8612	3
PARP3	-1.1393	-0.0055954	8613	3
TBC1D9B	-1.1395	-0.0080143	8614	3
LGI2	-1.1402	-0.0037582	8615.5	3
TNFRSF13C	-1.1402	-0.0046616	8615.5	3
KCTD12	-1.1403	-0.0020435	8617	3
GMIP	-1.1403	-0.0037261	8618	3
GPR173	-1.1405	-0.0051147	8619	3
KCNQ1DN	-1.1406	-0.0067355	8620	3
KCTD10	-1.141	-0.0036405	8621	3
RGS18	-1.1413	-0.0040197	8622	3
POMP	-1.1417	-0.0054436	8623	3
ADAM9	-1.1421	-0.0029647	8624	3
VHL	-1.1422	-0.0067722	8625	3
SMC2	-1.1427	-0.0024671	8626	3
KAT6B	-1.1427	-0.0058448	8627	3
BEND6	-1.1429	-0.0037128	8628	3
USP25	-1.1442	-0.0073361	8629	3
MMACHC	-1.1445	-0.0077206	8630	3
LOC100505915	-1.1447	-0.0068566	8631	3
BTNL9	-1.1451	-0.0041866	8632	3
PPM1J	-1.1453	-0.0083682	8633	3
SBF2	-1.1453	-0.0058777	8634	3
LINC00266-1	-1.1454	-0.005896	8635	3
MYCN	-1.1464	-0.0055094	8636	3
RYR3	-1.1467	-0.0047956	8637	3
NQO1	-1.1475	-0.0047502	8638	3
GLB1L	-1.1476	-0.0076014	8639	3
NDE1	-1.1481	-0.0057077	8640	3
CHADL	-1.1484	-0.0060986	8641	3
NCAM1	-1.1487	-0.0054622	8642	3
OR2M4	-1.1493	-0.0048282	8643	3
KLF3	-1.1495	-0.0054985	8644	3
WWC3	-1.1502	-0.0069373	8645	3
SEMA7A	-1.1505	-0.0031897	8646	3
FAU	-1.1512	-0.0048314	8647	3
TBC1D2	-1.1516	-0.0048523	8648	3
CRLS1	-1.1522	-0.0076892	8649	3
NSUN3	-1.1527	-0.0028393	8650	3
COCH	-1.1529	-0.0036172	8651	3
SMARCAD1	-1.1531	-0.0059521	8652	3
GATM	-1.1549	-0.0037452	8653	3
GLT8D1	-1.155	-0.0068065	8654	3
AZI2	-1.1562	-0.0055186	8655	3
FLNA	-1.1562	-0.004691	8656	3
NFKB1	-1.1562	-0.0028442	8657	3
CAB39L	-1.1563	-0.004571	8658	3
SARM1	-1.1574	-0.0070005	8659	3
PPIF	-1.1577	-0.0064339	8660	3
FAM181A	-1.1581	-0.0030848	8661	3
KCNT1	-1.1583	-0.0024614	8662	3
CSH1	-1.1601	-0.0072073	8663	3
MORN2	-1.1601	-0.0041375	8664	3
EXOSC6	-1.1607	-0.004914	8665	3
JPT2	-1.1612	-0.0069024	8666	3
FAM131C	-1.1617	-0.0049876	8667	3
PLXNA4	-1.1629	-0.0043193	8668	3
STK4-AS1	-1.163	-0.0080134	8669	3
SPIRE2	-1.1641	-0.0035556	8670	3
CCDC8	-1.1644	-0.0040898	8671	3
LIX1	-1.1652	-0.0025595	8672	3
TBC1D8	-1.1653	-0.004966	8673	3
ACAA1	-1.1655	-0.0067771	8674	3
CBX5	-1.1663	-0.0064125	8675	3
EVI2A	-1.1665	-0.004996	8676	3
PLK3	-1.1667	-0.005043	8677	3
IER3IP1	-1.1671	-0.0057281	8678	3
USP45	-1.1674	-0.0024106	8679	3
PLPP3	-1.1676	-0.003623	8680	3
NDUFA6-AS1	-1.1681	-0.0047772	8681	3
STK38	-1.1693	-0.0065954	8682	3
DIO2	-1.1694	-0.003588	8683	3
CAAP1	-1.1698	-0.0031745	8684	3
DTX3L	-1.1705	-0.0065251	8685	3
PTS	-1.1706	-0.0026168	8686	3
GALNT5	-1.1706	-0.0054671	8687	3
ZNRF2P1	-1.1712	-0.0062581	8688	3
PLIN5	-1.1722	-0.004735	8689.5	3
PHRF1	-1.1722	-0.0054471	8689.5	3
LCE2A	-1.1725	-0.0081233	8691	3
CLDN10	-1.1732	-0.0039298	8692	3
ZNF454	-1.1733	-0.0043077	8693	3
SLC35G5	-1.1742	-0.0041862	8694	3
PIK3C2A	-1.175	-0.0091142	8695	3
MT1X	-1.1757	-0.0030189	8696	3
CLDND1	-1.1761	-0.0060454	8697	3
HADHA	-1.177	-0.006162	8698	3
RSBN1L	-1.1771	-0.0067303	8699	3
MIB1	-1.1775	-0.0084837	8700	3
CCDC144CP	-1.1775	-0.0048915	8701	3
KANSL1-AS1	-1.1778	-0.0055354	8702	3
ACAA2	-1.1779	-0.0046198	8703	3
HGH1	-1.1783	-0.0037741	8704	3
FAM135B	-1.1785	-0.0059166	8705	3
FH	-1.1808	-0.0065119	8706	3
SAR1B	-1.1815	-0.0064776	8707	3
CS	-1.1816	-0.0041039	8708	3
LOC644762	-1.1845	-0.0064316	8709	3
CEP120	-1.1854	-0.003666	8710	3
HMGN2	-1.1866	-0.004438	8711	3
SCOC	-1.1868	-0.0052079	8712	3
RFC1	-1.1874	-0.0075487	8713	3
FKTN	-1.1874	-0.0059816	8714	3
RBM19	-1.1885	-0.0064886	8715	3
PLBD2	-1.1887	-0.0072549	8716	3
PDCD11	-1.1892	-0.0052582	8717	3
PRDM1	-1.1895	-0.004012	8718	3
ABCA5	-1.1898	-0.0044439	8719	3
IQCG	-1.1901	-0.0065177	8720	3
RAB2A	-1.1902	-0.0066554	8721	3
FUT4	-1.1905	-0.0071057	8722	3
FKBP14	-1.1911	-0.0038982	8723	3
CD3EAP	-1.1927	-0.0038399	8724	3
RPRD2	-1.1931	-0.0051716	8725	3
PPP1R42	-1.1931	-0.0068718	8726	3
TRIM44	-1.1942	-0.0034457	8727	3
CEP162	-1.1944	-0.0059458	8728	3
DNAJC9	-1.1952	-0.0052459	8729	3
AHI1	-1.1957	-0.0019318	8730	3
ERBB2	-1.1969	-0.0041802	8731	3
APH1A	-1.1977	-0.0075498	8732	3
MINPP1	-1.1981	-0.0068636	8733	3
MUTYH	-1.1984	-0.0060371	8734	3
MPLKIP	-1.1985	-0.0036898	8735	3
KMT2A	-1.1986	-0.0058985	8736	3
FOXO4	-1.1993	-0.0069795	8737	3
RDM1	-1.1997	-0.0073945	8738	3
CFAP73	-1.1998	-0.0049228	8739	3
MT1B	-1.2008	-0.0032439	8740	3
FAAH2	-1.2011	-0.007771	8741	3
LINC01102	-1.202	-0.0032191	8742	3
KIAA1324	-1.2032	-0.0084526	8743	3
GPSM2	-1.204	-0.0073908	8744	3
TLE2	-1.2044	-0.0033035	8745	3
MPZL1	-1.2047	-0.0057986	8746	3
CCNE2	-1.2051	-0.005794	8747	3
KANSL1L	-1.206	-0.0079488	8748	3
XXYLT1	-1.2069	-0.0069671	8749	3
RAX2	-1.2069	-0.0060047	8750	3
TAS2R13	-1.2075	-0.0036872	8751	3
DOK3	-1.2078	-0.0051058	8752	3
SLC7A11	-1.2088	-0.0031452	8753	3
HHLA3	-1.2089	-0.0048523	8754	3
KCNAB2	-1.2097	-0.0066711	8755	3
COX14	-1.2107	-0.0069486	8756	3
RPL34	-1.2107	-0.0072517	8757	3
MAPK8	-1.2116	-0.0046618	8758	3
RBM4B	-1.2117	-0.0044265	8759	3
FAM35BP	-1.2127	-0.0045844	8760	3
CX3CR1	-1.2129	-0.003712	8761	3
GNA13	-1.2134	-0.0048063	8762	3
LRRK2	-1.2141	-0.0038695	8763	3
SZT2	-1.2148	-0.0025039	8764	3
EYA1	-1.2159	-0.0048657	8765	3
CCNA2	-1.2161	-0.0053592	8766	3
SPOPL	-1.2166	-0.0041489	8767	3
LCN12	-1.2168	-0.0030072	8768	3
TXLNG	-1.2177	-0.0051292	8769	3
FCN1	-1.2182	-0.0075653	8770	3
SPATA5	-1.2196	-0.005876	8771	3
SNAP29	-1.2209	-0.0024746	8772	3
SLC12A6	-1.2219	-0.005238	8773	3
GRAMD1C	-1.2223	-0.0043091	8774	3
ALDH1A1	-1.2225	-0.0048054	8775	3
FEZF2	-1.2231	-0.0056393	8776	3
MPHOSPH6	-1.2231	-0.0027961	8777	3
SPHK1	-1.2241	-0.0061883	8778	3
CORO7	-1.2247	-0.0039006	8779	3
PCP4	-1.2254	-0.0056258	8780	3
ENOPH1	-1.2269	-0.0057961	8781	3
RPL18	-1.2276	-0.0060933	8782	3
LPCAT4	-1.2278	-0.0025993	8783	3
MED24	-1.228	-0.0037961	8784	3
FOSL2	-1.2285	-0.0026304	8785	3
FAM20A	-1.2286	-0.004859	8786	3
DST	-1.2298	-0.0072843	8787	3
LGALS3	-1.23	-0.0040982	8788	3
CDC42P3	-1.231	-0.0026802	8789	3
MTMR11	-1.2327	-0.0064058	8790	3
DESI2	-1.2331	-0.0078953	8791	3
COQ10A	-1.234	-0.0069101	8792	3
MDH1B	-1.2346	-0.0041898	8793	3
CAPN3	-1.2352	-0.0061343	8794	3
GPR4	-1.2368	-0.0063942	8795	3
KIF9-AS1	-1.2372	-0.0056997	8796	3
TPTE2P1	-1.2376	-0.0053694	8797	3
TFEB	-1.2377	-0.0050917	8798	3
ARPC5	-1.2385	-0.0038236	8799	3
ZMYND10	-1.2385	-0.0040902	8800	3
CNPY2	-1.2391	-0.0050602	8801	3
HIST1H2BF	-1.2397	-0.0072342	8802	3
LOC728554	-1.2402	-0.0051867	8803	3
HUNK	-1.2403	-0.0028087	8804	3
SHANK3	-1.2408	-0.0093619	8805	3
PHAX	-1.2412	-0.0043477	8806	3
ZNF445	-1.2418	-0.0049377	8807	3
PNPO	-1.2428	-0.0033896	8808	3
PRR5L	-1.2433	-0.0069763	8809	3
GYS1	-1.2437	-0.0073123	8810	3
C2	-1.2442	-0.0079727	8811	3
LUZP1	-1.2443	-0.0027603	8812.5	3
SLC6A16	-1.2443	-0.0051204	8812.5	3
FRYL	-1.2446	-0.0050535	8814	3
SETD9	-1.2449	-0.0051387	8815	3
PTK2	-1.2455	-0.0054926	8816	3
ALDH6A1	-1.2457	-0.0045526	8817	3
AGAP3	-1.246	-0.0026607	8818	3
THSD1	-1.2463	-0.0088678	8819	3
PDP2	-1.247	-0.0032048	8820	3
ADRB2	-1.2483	-0.0031944	8821	3
RFX2	-1.2483	-0.0061976	8822	3
ZC3H14	-1.2487	-0.0056669	8823	3
TBC1D10C	-1.2492	-0.0059208	8824	3
ZNF3	-1.2495	-0.0033084	8825	3
UNK	-1.2502	-0.0077971	8826	3
NDUFB1	-1.2516	-0.0030309	8827	3
FBL	-1.2521	-0.0058353	8828	3
CEP85L	-1.2526	-0.0030596	8829	3
LITAF	-1.2528	-0.0060628	8830	3
DDX31	-1.2542	-0.0063713	8831	3
SNRPG	-1.2549	-0.0053821	8832	3
PBX3	-1.2553	-0.0073647	8833	3
ZNRF3	-1.2562	-0.0081177	8834	3
OXNAD1	-1.2569	-0.0051722	8835	3
SERGEF	-1.2572	-0.0051248	8836	3
UTY	-1.2583	-0.0056736	8837	3
HERC2P9	-1.2584	-0.0056074	8838	3
ISG20L2	-1.2586	-0.0060264	8839	3
DCLK3	-1.2599	-0.009309	8840	3
TMEM88	-1.2601	-0.0051033	8841	3
TAF8	-1.2608	-0.0053757	8842	3
FGF7P3	-1.2614	-0.0045255	8843	3
SEPT11	-1.2616	-0.0066306	8844	3
ZNF677	-1.2624	-0.0075499	8845	3
GALP	-1.2624	-0.0067293	8846	3
ACTG1P4	-1.2627	-0.0047273	8847	3
NUTM2B-AS1	-1.2642	-0.0037077	8848	3
ERG	-1.2642	-0.0074246	8849	3
DDX5	-1.2644	-0.0074872	8850	3
THOC1	-1.2663	-0.0042063	8851	3
SRGAP3	-1.2673	-0.0067365	8852	3
RAB21	-1.2675	-0.0068859	8853.5	3
C5orf42	-1.2675	-0.0060198	8853.5	3
PARVA	-1.2683	-0.004153	8855	3
BZW1	-1.2695	-0.0081295	8856	3
GDF11	-1.2698	-0.0073983	8857	3
CRYAB	-1.2699	-0.0060884	8858	3
TOP1	-1.2701	-0.0047095	8859	3
ARHGAP45	-1.2715	-0.0040015	8860	3
ZNF10	-1.2729	-0.0073947	8861	3
UPF3A	-1.273	-0.0024417	8862	3
GGT3P	-1.273	-0.0033441	8863	3
EPM2A	-1.2736	-0.004129	8864	3
DAZAP1	-1.2738	-0.0033861	8865	3
MYLK2	-1.2739	-0.0053455	8866	3
SMIM20	-1.274	-0.0084388	8867	3
DRAXIN	-1.2746	-0.0063455	8868	3
TMCC2	-1.2749	-0.0066681	8869	3
PIEZO1	-1.2751	-0.0049701	8870	3
EXOSC10	-1.2753	-0.0086709	8871	3
KLK6	-1.2758	-0.0071562	8872	3
DEFB1	-1.276	-0.0071969	8873	3
SDS	-1.2782	-0.0061324	8874	3
EML2	-1.2783	-0.0042472	8875	3
TTC39B	-1.2806	-0.0016497	8876	3
DANCR	-1.2825	-0.0074478	8877	3
RNF180	-1.283	-0.0067713	8878	3
FAM208B	-1.2843	-0.0042998	8879	3
TBC1D8B	-1.2858	-0.0053709	8880	3
DCTN4	-1.286	-0.0054883	8881	3
HSPA1A	-1.2881	-0.005673	8882	3
HIST2H2BE	-1.2882	-0.0069607	8883	3
NPAS3	-1.2893	-0.0055838	8884	3
TFDP1	-1.2896	-0.0074395	8885	3
SPHKAP	-1.2897	-0.0045508	8886	3
GNL3	-1.2898	-0.0056291	8887	3
CYP4V2	-1.2899	-0.005354	8888	3
CCDC97	-1.2901	-0.0092808	8889	3
TCAIM	-1.2915	-0.0057171	8890	3
ZNF200	-1.2918	-0.0079235	8891	3
NFIX	-1.2918	-0.0035694	8892	3
PHLDB3	-1.2919	-0.0037035	8893	3
FRAT1	-1.292	-0.0026244	8894	3
SPINK2	-1.2929	-0.0084303	8895	3
LOC642929	-1.293	-0.0074523	8896	3
TMIGD3	-1.2946	-0.0050089	8897	3
SOX2	-1.297	-0.0053191	8898	3
ARRDC4	-1.2972	-0.0079377	8899	3
CADM3	-1.2984	-0.0080005	8900	3
PON3	-1.2985	-0.0038313	8901	3
BBS5	-1.2989	-0.007252	8902	3
LOC100130950	-1.3003	-0.0059571	8903	3
RHOG	-1.3003	-0.006393	8904	3
ZFP37	-1.3009	-0.0056807	8905	3
NDRG4	-1.3026	-0.0072132	8906	3
P2RX2	-1.3026	-0.0070773	8907	3
DLEC1	-1.3029	-0.007855	8908	3
PTTG1	-1.303	-0.0069543	8909	3
SYT2	-1.3031	-0.0053998	8910	3
DNAJC4	-1.3033	-0.004112	8911	3
GUSB	-1.3039	-0.0068989	8912	3
HAGLR	-1.3047	-0.0064978	8913	3
RIMS4	-1.3051	-0.00519	8914	3
NDUFA4L2	-1.3056	-0.0075845	8915	3
KRT85	-1.3057	-0.005475	8916	3
PPP1R15B	-1.3073	-0.0041367	8917	3
NDUFB6	-1.3076	-0.0053264	8918	3
DSEL	-1.3076	-0.003413	8919	3
CNTNAP5	-1.3077	-0.0062232	8920	3
TECR	-1.308	-0.0074685	8921	3
AFG3L1P	-1.3081	-0.0056124	8922	3
RMC1	-1.3094	-0.0050497	8923	3
DDX19B	-1.3107	-0.0046705	8924	3
NAGS	-1.3107	-0.0069276	8925	3
MLC1	-1.3107	-0.0046972	8926	3
COL18A1	-1.3109	-0.007791	8927	3
ZNF415	-1.3114	-0.0040701	8928	3
FOXC1	-1.313	-0.0063124	8929	3
TARSL2	-1.3142	-0.00737	8930	3
ATP2B2	-1.3153	-0.002643	8931	3
EXOC2	-1.3162	-0.0073256	8932	3
SEC24B	-1.317	-0.0053843	8933	3
SERPINB1	-1.3176	-0.0066999	8934	3
LAMC1	-1.3177	-0.0043322	8935	3
MGST3	-1.3192	-0.0083737	8936	3
PIFO	-1.3194	-0.0053267	8937	3
AKAP1	-1.3195	-0.0056686	8938	3
ZSCAN2	-1.3201	-0.0058877	8939	3
IFI27L2	-1.3202	-0.0018447	8940	3
IFFO2	-1.3202	-0.0037229	8941	3
LOXL3	-1.3217	-0.0041371	8942	3
BMPR1B	-1.3219	-0.0065425	8943	3
SFR1	-1.3224	-0.0060686	8944	3
SV2A	-1.3239	-0.0036604	8945	3
SF3B1	-1.324	-0.0034774	8946	3
BBOX1	-1.3241	-0.004246	8947	3
RASA3	-1.3242	-0.0079277	8948	3
GHRLOS	-1.3246	-0.002187	8949	3
GGT5	-1.3247	-0.0070639	8950	3
CAMK2G	-1.3254	-0.0044299	8951	3
DRAIC	-1.3257	-0.0045969	8952	3
AP3M1	-1.3272	-0.0047968	8953	3
GSTM2P1	-1.3272	-0.0054806	8954	3
FAM120B	-1.3273	-0.0086926	8955	3
ZNF543	-1.3276	-0.0052887	8956	3
PIK3C3	-1.3293	-0.0029963	8957	3
PAK1IP1	-1.3296	-0.0056527	8958	3
SLC44A2	-1.3299	-0.0039541	8959	3
DDI2	-1.3299	-0.0071233	8960	3
ARMC1	-1.3303	-0.0076401	8961	3
KLRC2	-1.3305	-0.003343	8962	3
TLCD2	-1.3307	-0.0038364	8963	3
ZNF510	-1.3314	-0.0057296	8964	3
NFIB	-1.3326	-0.0031463	8965	3
RCBTB1	-1.3327	-0.0077853	8966	3
ISCA1	-1.3331	-0.0028063	8967	3
CPN2	-1.3338	-0.006741	8968	3
ZNF330	-1.3342	-0.0066594	8969	3
PLEKHA7	-1.3349	-0.0060388	8970	3
TES	-1.335	-0.0071179	8971	3
ZFP69B	-1.3351	-0.0041311	8972	3
HIVEP2	-1.3364	-0.0027067	8973	3
NSMCE2	-1.3364	-0.0057642	8974	3
ZNF511	-1.3366	-0.0062973	8975	3
GPR108	-1.3367	-0.005378	8976	3
ABHD15	-1.3369	-0.0069225	8977	3
TMED5	-1.3372	-0.0051764	8978	3
ESRRA	-1.3379	-0.0043554	8979	3
ITGA9-AS1	-1.3385	-0.0062649	8980	3
AP5B1	-1.339	-0.0062524	8981	3
GIGYF1	-1.3403	-0.003743	8982	3
FAM117A	-1.3406	-0.0041428	8983	3
GKN1	-1.3414	-0.0069022	8984	3
PCDHGC5	-1.3414	-0.0063874	8985	3
TOB1	-1.3418	-0.0042371	8986	3
PVRIG	-1.3425	-0.0058968	8987	3
TMX1	-1.3432	-0.007449	8988	3
ALKAL2	-1.3435	-0.0022357	8989	3
SCYL2	-1.3439	-0.0069794	8990	3
EMILIN3	-1.3441	-0.0044806	8991	3
OTOF	-1.3444	-0.0038046	8992	3
NPIPB15	-1.3456	-0.0039673	8993	3
CPLX1	-1.3457	-0.0036444	8994	3
ICAM3	-1.3466	-0.0035338	8995	3
NAV1	-1.3479	-0.0070387	8996	3
RPL26	-1.348	-0.0057531	8997	3
NPAT	-1.3494	-0.0067522	8998	3
HIBADH	-1.3494	-0.0079562	8999	3
LYVE1	-1.3495	-0.0041397	9000	3
ERO1B	-1.3497	-0.0067719	9001	3
DRD2	-1.3499	-0.0057507	9002	3
GAPVD1	-1.3502	-0.0055972	9003	3
HMGN2P46	-1.3511	-0.0051822	9004	3
RNF115	-1.3512	-0.0081775	9005	3
CLEC9A	-1.3516	-0.0060163	9006	3
BMP2K	-1.3517	-0.0076382	9007	3
PAQR8	-1.3526	-0.0083029	9008	3
GADD45B	-1.3529	-0.0063879	9009	3
OFD1	-1.3534	-0.0077669	9010	3
RAP1GDS1	-1.3546	-0.0079507	9011	3
ZFAND3	-1.355	-0.0041052	9012	3
MYNN	-1.3558	-0.0056192	9013	3
PPP2CB	-1.3558	-0.0055774	9014	3
SLC39A14	-1.356	-0.0025439	9015	3
EPB41L4A-AS2	-1.3565	-0.0091264	9016	3
HMBOX1	-1.3569	-0.0054934	9017	3
KLF15	-1.357	-0.0068994	9018	3
ZSWIM5	-1.3571	-0.0055476	9019	3
ADGRL4	-1.3576	-0.0056501	9020	3
CLDN5	-1.3583	-0.0062448	9021	3
LOC643406	-1.3593	-0.0032036	9022	3
L3MBTL1	-1.3595	-0.0060226	9023	3
OTUD7A	-1.3596	-0.005482	9024	3
AUNIP	-1.3601	-0.0058292	9025	3
SMIM14	-1.3603	-0.0066022	9026	3
PLD1	-1.3616	-0.0068049	9027	3
MAP7D3	-1.3617	-0.0071173	9028	3
DPY19L4	-1.3618	-0.0064417	9029	3
GNPAT	-1.3629	-0.0066008	9030	3
NCOR2	-1.363	-0.0043426	9031	3
ZNF646	-1.3635	-0.0040927	9032	3
KIAA0586	-1.3637	-0.005259	9033	3
CABLES1	-1.3638	-0.007864	9034	3
PXYLP1	-1.364	-0.0028503	9035	3
UHRF1BP1	-1.3643	-0.0044416	9036	3
PBX2	-1.3648	-0.010121	9037	3
TFEC	-1.3651	-0.004244	9038	3
MERTK	-1.3653	-0.0083097	9039	3
TRANK1	-1.3653	-0.0036394	9040	3
PXDN	-1.3664	-0.0079133	9041	3
HSD11B1	-1.3672	-0.006185	9042	3
USP6NL	-1.3675	-0.0048411	9043	3
NUP58	-1.3677	-0.0061473	9044	3
FAM120A	-1.368	-0.0069557	9045	3
CSRNP2	-1.3681	-0.0060639	9046	3
F11R	-1.3688	-0.0074747	9047	3
PROSER3	-1.3689	-0.0099498	9048	3
BMP8B	-1.3695	-0.0084984	9049	3
RPL13	-1.3708	-0.005364	9050	3
BAMBI	-1.3708	-0.0070446	9051	3
SOCS4	-1.371	-0.0054	9052	3
TWNK	-1.3712	-0.0032087	9053	3
MAP3K20	-1.3717	-0.010443	9054	3
ABHD12	-1.372	-0.007318	9055	3
UQCC2	-1.3724	-0.0020335	9056	3
PRDM11	-1.3733	-0.0047146	9057	3
PAK2	-1.3743	-0.0058503	9058	3
HSPB2	-1.3754	-0.006775	9059	3
RESP18	-1.3759	-0.0050856	9060	3
B3GALT5-AS1	-1.3763	-0.0079015	9061	3
ZMYND11	-1.3763	-0.0065321	9062	3
GMEB1	-1.3771	-0.0076958	9063	3
RBM7	-1.3772	-0.0052057	9064	3
ZSCAN23	-1.378	-0.0067082	9065	3
PHTF1	-1.3785	-0.0043015	9066	3
RHPN2	-1.3791	-0.0047623	9067	3
PDE4DIPP1	-1.3796	-0.0061387	9068	3
RAP1GAP	-1.38	-0.0044332	9069	3
WDR55	-1.381	-0.0052048	9070	3
DDC	-1.3815	-0.0098252	9071	3
LGI1	-1.3816	-0.0058603	9072	3
KCNK10	-1.3827	-0.0064058	9073	3
URM1	-1.3831	-0.0020957	9074	3
C21orf91	-1.3839	-0.0059018	9075	3
EGFL6	-1.384	-0.010569	9076	3
GPR161	-1.3841	-0.002233	9077	3
DEAF1	-1.3853	-0.0031916	9078	3
ERMP1	-1.386	-0.0053212	9079	3
HSD11B2	-1.3869	-0.0065137	9080	3
CHD3	-1.3872	-0.0064137	9081	3
OR1D5	-1.3877	-0.0092006	9082	3
ADCY9	-1.3886	-0.0041077	9083	3
GATAD2B	-1.3888	-0.0053768	9084	3
NIPA1	-1.3901	-0.005839	9085	3
CYP4F29P	-1.3905	-0.0098168	9086	3
MAP2K6	-1.3907	-0.0046018	9087	3
S100A1	-1.391	-0.0058771	9088	3
MPHOSPH10	-1.3915	-0.0050503	9089	3
MMP28	-1.3927	-0.0034489	9090	3
ENG	-1.393	-0.0073282	9091	3
ZNF773	-1.3946	-0.0065038	9092	3
SFN	-1.3955	-0.0082379	9093	3
MIPEP	-1.3956	-0.010927	9094	3
VPS51	-1.3957	-0.0048782	9095	3
MAP3K3	-1.3964	-0.0038318	9096	3
LNPEP	-1.3967	-0.006048	9097	3
BMS1P4	-1.3975	-0.0037936	9098	3
TNIP3	-1.3977	-0.0048554	9099	3
PANK1	-1.3977	-0.0023355	9100	3
DR1	-1.3987	-0.0044596	9101	3
TMEM43	-1.4001	-0.0063641	9102	3
PLPP4	-1.4004	-0.0040678	9103	3
NRP2	-1.4016	-0.006815	9104	3
MAP3K9	-1.4039	-0.0054452	9105	3
RAB3IP	-1.404	-0.0050632	9106	3
PMF1	-1.4046	-0.0041381	9107	3
SRSF7	-1.4054	-0.0073568	9108	3
ZNF672	-1.4057	-0.0060963	9109	3
